Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,J,J_interp10
songs,,,,,,folksongs,han1115.krn,NaN,NaN
songs,,,,,,folksongs,han0314.krn,0.9877629759316046,0.9761265243856798
songs,,,,,,folksongs,han0357.krn,NaN,NaN
songs,,,,,,folksongs,han0373b.krn,NaN,NaN
songs,,,,,,folksongs,han0785.krn,NaN,NaN
songs,,,,,,folksongs,han0473.krn,NaN,NaN
songs,,,,,,folksongs,han0937.krn,NaN,NaN
songs,,,,,,folksongs,han0410.krn,NaN,NaN
songs,,,,,,folksongs,han0091.krn,NaN,NaN
songs,,,,,,folksongs,han0368b.krn,NaN,NaN
songs,,,,,,folksongs,han0399b.krn,NaN,NaN
songs,,,,,,folksongs,han0267.krn,NaN,NaN
songs,,,,,,folksongs,han0353.krn,NaN,NaN
songs,,,,,,folksongs,han0210.krn,NaN,NaN
songs,,,,,,folksongs,han0194.krn,NaN,NaN
songs,,,,,,folksongs,han1064.krn,NaN,NaN
songs,,,,,,folksongs,han0022.krn,NaN,NaN
songs,,"Maigaodi
",,,,folksongs,han0344b.krn,NaN,NaN
songs,,,,,,folksongs,han0348.krn,NaN,NaN
songs,,"Taihang minbing
",,,,folksongs,han0060.krn,NaN,NaN
songs,,,,,,folksongs,han0094.krn,NaN,NaN
songs,,,,,,folksongs,han0339.krn,NaN,NaN
songs,,,,,,folksongs,han0666.krn,NaN,NaN
songs,,,,,,folksongs,han0353b.krn,NaN,NaN
songs,,,,,,folksongs,han0702.krn,NaN,NaN
songs,,,,,,folksongs,han0950.krn,NaN,NaN
songs,,,,,,folksongs,han0669.krn,NaN,NaN
songs,,,,,,folksongs,han0653.krn,NaN,NaN
songs,,,,,,folksongs,han0639.krn,NaN,NaN
songs,,,,,,folksongs,han0132.krn,NaN,NaN
songs,,,,,,folksongs,han0386.krn,NaN,NaN
songs,,,,,,folksongs,han0809.krn,NaN,NaN
songs,,,,,,folksongs,han0720.krn,NaN,NaN
songs,,,,,,folksongs,han0784.krn,NaN,NaN
songs,,,,,,folksongs,han0098.krn,NaN,NaN
songs,,,,,,folksongs,han0130.krn,NaN,NaN
songs,,"San lengzi biandan jiandizi tong
",,,,folksongs,han0064.krn,NaN,NaN
songs,,,,,,folksongs,han1136.krn,NaN,NaN
songs,,,,,,folksongs,han0254.krn,NaN,NaN
songs,,"Zhengduihua
",,,,folksongs,han0433.krn,NaN,NaN
songs,,,,,,folksongs,han0268.krn,NaN,NaN
songs,,,,,,folksongs,han0044.krn,NaN,NaN
songs,,,,,,folksongs,han0673.krn,NaN,NaN
songs,,,,,,folksongs,han0125.krn,NaN,NaN
songs,,,,,,folksongs,han0346b.krn,NaN,NaN
songs,,"Muniu ge
",,,,folksongs,han0525.krn,NaN,NaN
songs,,,,,,folksongs,han0886.krn,NaN,NaN
songs,,,,,,folksongs,han0032.krn,NaN,NaN
songs,,,,,,folksongs,han0879.krn,0.9445683540320988,0.9838553401678068
songs,,,,,,folksongs,han0756.krn,NaN,NaN
songs,,"Nanshan zhuzi
",,,,folksongs,han0374.krn,NaN,NaN
songs,,,,,,folksongs,han0244.krn,NaN,NaN
songs,,,,,,folksongs,han0262.krn,NaN,NaN
songs,,,,,,folksongs,han0238.krn,NaN,NaN
songs,,"Tiandashiqing meigandang
",,,,folksongs,han1081.krn,NaN,NaN
songs,,,,,,folksongs,han0945.krn,NaN,NaN
songs,,,,,,folksongs,han0740.krn,NaN,NaN
songs,,,,,,folksongs,han0422.krn,NaN,NaN
songs,,"Yueliang yueguangguang
",,,,folksongs,han1071.krn,NaN,NaN
songs,,,,,,folksongs,han0424.krn,NaN,NaN
songs,,,,,,folksongs,han0218.krn,0.9864221473194091,0.9688069942072403
songs,,"Yengjie guangming
",,,,folksongs,han1097.krn,NaN,NaN
songs,,,,,,folksongs,han0904.krn,NaN,NaN
songs,,,,,,folksongs,han0837.krn,NaN,NaN
songs,,,,,,folksongs,han0684.krn,0.9480496134895838,0.9348252801176876
songs,,,,,,folksongs,han0336.krn,NaN,NaN
songs,,,,,,folksongs,han0987.krn,NaN,NaN
songs,,,,,,folksongs,han0732.krn,NaN,NaN
songs,,,,,,folksongs,han0712.krn,NaN,NaN
songs,,,,,,folksongs,han0249.krn,NaN,NaN
songs,,"Huaihua jishi kai
",,,,folksongs,han0482.krn,NaN,NaN
songs,,"Sha luo dai chou
",,,,folksongs,han0349.krn,NaN,NaN
songs,,"Yintao hao chi shu nan zai
",,,,folksongs,han0073.krn,NaN,NaN
songs,,,,,,folksongs,han0819.krn,NaN,NaN
songs,,,,,,folksongs,han0864.krn,NaN,NaN
songs,,,,,,folksongs,han0104.krn,NaN,NaN
songs,,"Biandange
",,,,folksongs,han1067.krn,NaN,NaN
songs,,,,,,folksongs,han0386b.krn,NaN,NaN
songs,,,,,,folksongs,han0144.krn,NaN,NaN
songs,,,,,,folksongs,han0096.krn,NaN,NaN
songs,,"Qiu shou(Herbsternte)
",,,,folksongs,han0012.krn,NaN,NaN
songs,,,,,,folksongs,han0782.krn,NaN,NaN
songs,,"Wo yiren kanle yi tai xi
",,,,folksongs,han0305.krn,0.9807341394441161,0.9645544396726639
songs,,,,,,folksongs,han0202.krn,NaN,NaN
songs,,"Dou ge
",,,,folksongs,han0478.krn,NaN,NaN
songs,,,,,,folksongs,han0355.krn,NaN,NaN
songs,,,,,,folksongs,han0263.krn,NaN,NaN
songs,,"Dang hongjun de gege huilaile
",,,,folksongs,han0109.krn,NaN,NaN
songs,,,,,,folksongs,han0747.krn,NaN,NaN
songs,,,,,,folksongs,han0581.krn,NaN,NaN
songs,,,,,,folksongs,han0858.krn,NaN,NaN
songs,,,,,,folksongs,han0169.krn,NaN,NaN
songs,,,,,,folksongs,han0938.krn,NaN,NaN
songs,,,,,,folksongs,han1148.krn,NaN,NaN
songs,,,,,,folksongs,han0247.krn,NaN,NaN
songs,,,,,,folksongs,han0307.krn,NaN,NaN
songs,,"Longchuan diao
",,,,folksongs,han0470.krn,NaN,NaN
songs,,,,,,folksongs,han0495.krn,NaN,NaN
songs,,,,,,folksongs,han0555.krn,NaN,NaN
songs,,,,,,folksongs,han0650.krn,NaN,NaN
songs,,"Women shange niumao duo
",,,,folksongs,han0460.krn,NaN,NaN
songs,,,,,,folksongs,han0974.krn,NaN,NaN
songs,,,,,,folksongs,han0188.krn,NaN,NaN
songs,,,,,,folksongs,han0540.krn,NaN,NaN
songs,,"Cha zi diao
",,,,folksongs,han0351.krn,NaN,NaN
songs,,,,,,folksongs,han0399.krn,NaN,NaN
songs,,,,,,folksongs,han0848.krn,NaN,NaN
songs,,,,,,folksongs,han1035.krn,NaN,NaN
songs,,,,,,folksongs,han0625.krn,NaN,NaN
songs,,,,,,folksongs,han0736.krn,NaN,NaN
songs,,,,,,folksongs,han0995.krn,NaN,NaN
songs,,,,,,folksongs,han0133.krn,NaN,NaN
songs,,,,,,folksongs,han0236.krn,NaN,NaN
songs,,,,,,folksongs,han0722.krn,NaN,NaN
songs,,,,,,folksongs,han0803.krn,NaN,NaN
songs,,,,,,folksongs,han0329.krn,NaN,NaN
songs,,,,,,folksongs,han0381.krn,NaN,NaN
songs,,"Yushan benshi haodifang
",,,,folksongs,han1062.krn,NaN,NaN
songs,,,,,,folksongs,han1006.krn,NaN,NaN
songs,,,,,,folksongs,han0406.krn,NaN,NaN
songs,,,,,,folksongs,han0128.krn,NaN,NaN
songs,,"Gechang taihang Shan
",,,,folksongs,han0138.krn,NaN,NaN
songs,,,,,,folksongs,han0781.krn,NaN,NaN
songs,,"Tiqi gege zou xikou
",,,,folksongs,han0346.krn,NaN,NaN
songs,,,,,,folksongs,han1109.krn,NaN,NaN
songs,,,,,,folksongs,han0095.krn,NaN,NaN
songs,,,,,,folksongs,han0325.krn,NaN,NaN
songs,,,,,,folksongs,han0411.krn,NaN,NaN
songs,,,,,,folksongs,han0801.krn,NaN,NaN
songs,,,,,,folksongs,han0042.krn,NaN,NaN
songs,,,,,,folksongs,han0135.krn,NaN,NaN
songs,,,,,,folksongs,han0330.krn,NaN,NaN
songs,,,,,,folksongs,han0504.krn,NaN,NaN
songs,,,,,,folksongs,han0401.krn,NaN,NaN
songs,,"Tian wuwu
",,,,folksongs,han0465.krn,NaN,NaN
songs,,,,,,folksongs,han0891.krn,NaN,NaN
songs,,,,,,folksongs,han1118.krn,NaN,NaN
songs,,,,,,folksongs,han0957.krn,NaN,NaN
songs,,,,,,folksongs,han0749.krn,NaN,NaN
songs,,"Tiaodan Haozi
",,,,folksongs,han0416.krn,NaN,NaN
songs,,,,,,folksongs,han0567.krn,NaN,NaN
songs,,,,,,folksongs,han0595.krn,NaN,NaN
songs,,"Hebao diao
",,,,folksongs,han0277.krn,NaN,NaN
songs,,,,,,folksongs,han0959.krn,NaN,NaN
songs,,,,,,folksongs,han0134.krn,NaN,NaN
songs,,,,,,folksongs,han0994.krn,NaN,NaN
songs,,,,,,folksongs,han0600.krn,NaN,NaN
songs,,"Luoshui tian
",,,,folksongs,han0476.krn,NaN,NaN
songs,,,,,,folksongs,han0892.krn,NaN,NaN
songs,,,,,,folksongs,han0143.krn,NaN,NaN
songs,,"Duimian tongzi kaibaihua
",,,,folksongs,han1079.krn,NaN,NaN
songs,,,,,,folksongs,han0711.krn,NaN,NaN
songs,,,,,,folksongs,han0220.krn,NaN,NaN
songs,,,,,,folksongs,han0772.krn,NaN,NaN
songs,,,,,,folksongs,han0888.krn,0.9439535386748281,0.9379949106068113
songs,,,,,,folksongs,han0190.krn,NaN,NaN
songs,,,,,,folksongs,han1015.krn,NaN,NaN
songs,,,,,,folksongs,han0632.krn,NaN,NaN
songs,,,,,,folksongs,han0750.krn,NaN,NaN
songs,,"Pao han chuan
",,,,folksongs,han0025.krn,NaN,NaN
songs,,,,,,folksongs,han0180.krn,NaN,NaN
songs,,,,,,folksongs,han0155.krn,NaN,NaN
songs,,"Huanle shengchan
",,,,folksongs,han0963.krn,NaN,NaN
songs,,,,,,folksongs,han1036.krn,NaN,NaN
songs,,,,,,folksongs,han0821.krn,NaN,NaN
songs,,,,,,folksongs,han0280.krn,NaN,NaN
songs,,,,,,folksongs,han1048.krn,NaN,NaN
songs,,,,,,folksongs,han0572.krn,NaN,NaN
songs,,,,,,folksongs,han0381b.krn,NaN,NaN
songs,,,,,,folksongs,han0364b.krn,NaN,NaN
songs,,,,,,folksongs,han0361b.krn,NaN,NaN
songs,,,,,,folksongs,han0816.krn,NaN,NaN
songs,,,,,,folksongs,han0546.krn,NaN,NaN
songs,,"Huaishu kaihua
",,,,folksongs,han0010.krn,NaN,NaN
songs,,,,,,folksongs,han0612.krn,NaN,NaN
songs,,,,,,folksongs,han0389b.krn,NaN,NaN
songs,,,,,,folksongs,han0693.krn,NaN,NaN
songs,,"Mai cai  vgl. Kopie)
",,,,folksongs,han0285.krn,NaN,NaN
songs,,,,,,folksongs,han0571.krn,NaN,NaN
songs,,,,,,folksongs,han0896.krn,NaN,NaN
songs,,,,,,folksongs,han0728.krn,NaN,NaN
songs,,,,,,folksongs,han0395.krn,NaN,NaN
songs,,,,,,folksongs,han0538.krn,NaN,NaN
songs,,,,,,folksongs,han0276.krn,NaN,NaN
songs,,,,,,folksongs,han1155.krn,NaN,NaN
songs,,,,,,folksongs,han0564.krn,NaN,NaN
songs,,,,,,folksongs,han0221.krn,NaN,NaN
songs,,,,,,folksongs,han0229.krn,NaN,NaN
songs,,"Xiao baicai
",,,,folksongs,han0436.krn,NaN,NaN
songs,,,,,,folksongs,han0175.krn,0.9817658770012372,0.9560477500071475
songs,,"Bupa baigui laishaolou
",,,,folksongs,han1078.krn,NaN,NaN
songs,,,,,,folksongs,han1017.krn,NaN,NaN
songs,,,,,,folksongs,han0396.krn,NaN,NaN
songs,,"Xiang qingqing xiangzai xin yanyan shang
",,,,folksongs,han0072.krn,NaN,NaN
songs,,"Jiaofu diao
",,,,folksongs,han0015.krn,NaN,NaN
songs,,,,,,folksongs,han0233.krn,NaN,NaN
songs,,,,,,folksongs,han1034.krn,NaN,NaN
songs,,,,,,folksongs,han0088.krn,NaN,NaN
songs,,,,,,folksongs,han0428.krn,NaN,NaN
songs,,,,,,folksongs,han0316.krn,NaN,NaN
songs,,,,,,folksongs,han0558.krn,NaN,NaN
songs,,,,,,folksongs,han0611.krn,NaN,NaN
songs,,,,,,folksongs,han0355b.krn,NaN,NaN
songs,,,,,,folksongs,han0393b.krn,NaN,NaN
songs,,"Xiu hua deng]                   , Blumen auf d. Lampe sticken)
",,,,folksongs,han0055.krn,NaN,NaN
songs,,,,,,folksongs,han0593.krn,NaN,NaN
songs,,"Chang yihetuan
",,,,folksongs,han0969.krn,NaN,NaN
songs,,,,,,folksongs,han0984.krn,NaN,NaN
songs,,,,,,folksongs,han0596.krn,NaN,NaN
songs,,,,,,folksongs,han0222.krn,NaN,NaN
songs,,"Zai yang ge
",,,,folksongs,han0369.krn,NaN,NaN
songs,,,,,,folksongs,han0676.krn,NaN,NaN
songs,,,,,,folksongs,han0021.krn,NaN,NaN
songs,,,,,,folksongs,han0034.krn,NaN,NaN
songs,,,,,,folksongs,han0554.krn,NaN,NaN
songs,,,,,,folksongs,han0401b.krn,NaN,NaN
songs,,,,,,folksongs,han0872.krn,NaN,NaN
songs,,,,,,folksongs,han0122.krn,NaN,NaN
songs,,,,,,folksongs,han0193.krn,NaN,NaN
songs,,,,,,folksongs,han0884.krn,NaN,NaN
songs,,,,,,folksongs,han0913.krn,NaN,NaN
songs,,,,,,folksongs,han0829.krn,NaN,NaN
songs,,,,,,folksongs,han0199.krn,NaN,NaN
songs,,"Shjiapai
",,,,folksongs,han0343b.krn,NaN,NaN
songs,,,,,,folksongs,han0176.krn,NaN,NaN
songs,,,,,,folksongs,han0500.krn,NaN,NaN
songs,,"Kaihua diao   , vgl. Kopie)
",,,,folksongs,han0286.krn,NaN,NaN
songs,,,,,,folksongs,han0197.krn,NaN,NaN
songs,,,,,,folksongs,han0743.krn,NaN,NaN
songs,,,,,,folksongs,han0208.krn,NaN,NaN
songs,,,,,,folksongs,han1044.krn,NaN,NaN
songs,,,,,,folksongs,han0947.krn,NaN,NaN
songs,,,,,,folksongs,han0186.krn,NaN,NaN
songs,,"Bachuan hozi
",,,,folksongs,han0526.krn,0.9389447097776173,0.9648525873341735
songs,,,,,,folksongs,han0384b.krn,NaN,NaN
songs,,,,,,folksongs,han1012.krn,NaN,NaN
songs,,,,,,folksongs,han0309.krn,NaN,NaN
songs,,,,,,folksongs,han0921.krn,NaN,NaN
songs,,,,,,folksongs,han1110.krn,NaN,NaN
songs,,,,,,folksongs,han0594.krn,NaN,NaN
songs,,,,,,folksongs,han0895.krn,NaN,NaN
songs,,,,,,folksongs,han0407.krn,NaN,NaN
songs,,,,,,folksongs,han0900.krn,NaN,NaN
songs,,,,,,folksongs,han0909.krn,NaN,NaN
songs,,,,,,folksongs,han0727.krn,NaN,NaN
songs,,,,,,folksongs,han0876.krn,NaN,NaN
songs,,,,,,folksongs,han0714.krn,NaN,NaN
songs,,,,,,folksongs,han0397b.krn,NaN,NaN
songs,,,,,,folksongs,han1040.krn,NaN,NaN
songs,,,,,,folksongs,han0587.krn,NaN,NaN
songs,,,,,,folksongs,han0701.krn,NaN,NaN
songs,,,,,,folksongs,han0863.krn,NaN,NaN
songs,,,,,,folksongs,han0356b.krn,NaN,NaN
songs,,"Jie zai tianli hao douke
",,,,folksongs,han0447.krn,NaN,NaN
songs,,"Molihua
",,,,folksongs,han0453.krn,NaN,NaN
songs,,,,,,folksongs,han0800.krn,NaN,NaN
songs,,,,,,folksongs,han0363b.krn,0.9907812941224186,0.9793292058722475
songs,,"Yi gan hongqi kongzhong piao
",,,,folksongs,han0006.krn,NaN,NaN
songs,,,,,,folksongs,han0328.krn,NaN,NaN
songs,,,,,,folksongs,han0645.krn,NaN,NaN
songs,,,,,,folksongs,han1129.krn,NaN,NaN
songs,,"Fang yang diao
",,,,folksongs,han0366.krn,NaN,NaN
songs,,,,,,folksongs,han1020.krn,NaN,NaN
songs,,,,,,folksongs,han0629.krn,NaN,NaN
songs,,,,,,folksongs,han0856.krn,NaN,NaN
songs,,"Yaoshang shanling bupagao
",,,,folksongs,han1059.krn,NaN,NaN
songs,,,,,,folksongs,han1131.krn,NaN,NaN
songs,,,,,,folksongs,han1144.krn,NaN,NaN
songs,,,,,,folksongs,han0019.krn,NaN,NaN
songs,,,,,,folksongs,han0530.krn,NaN,NaN
songs,,,,,,folksongs,han0644.krn,NaN,NaN
songs,,,,,,folksongs,han0385.krn,NaN,NaN
songs,,"Shishu maque
",,,,folksongs,han0533.krn,NaN,NaN
songs,,,,,,folksongs,han0713.krn,NaN,NaN
songs,,,,,,folksongs,han0203.krn,NaN,NaN
songs,,,,,,folksongs,han0726.krn,NaN,NaN
songs,,,,,,folksongs,han1085.krn,NaN,NaN
songs,,,,,,folksongs,han0146.krn,NaN,NaN
songs,,,,,,folksongs,han0082.krn,NaN,NaN
songs,,,,,,folksongs,han0861.krn,NaN,NaN
songs,,,,,,folksongs,han0297.krn,NaN,NaN
songs,,"Wuxi jing
",,,,folksongs,han0451.krn,NaN,NaN
songs,,,,,,folksongs,han0332.krn,NaN,NaN
songs,,,,,,folksongs,han0368.krn,NaN,NaN
songs,,,,,,folksongs,han0805.krn,NaN,NaN
songs,,,,,,folksongs,han0940.krn,NaN,NaN
songs,,,,,,folksongs,han0514.krn,NaN,NaN
songs,,,,,,folksongs,han0623.krn,NaN,NaN
songs,,,,,,folksongs,han0372b.krn,0.9711709172897665,0.9976592277589968
songs,,,,,,folksongs,han0390b.krn,NaN,NaN
songs,,"Jiandiao bianzi danghongjun
",,,,folksongs,han1077.krn,NaN,NaN
songs,,"Hongjun da dao shicheng xian
",,,,folksongs,han0161.krn,NaN,NaN
songs,,,,,,folksongs,han0331.krn,NaN,NaN
songs,,"Xiu he bao
",,,,folksongs,han0319.krn,NaN,NaN
songs,,,,,,folksongs,han0503.krn,NaN,NaN
songs,,,,,,folksongs,han0919.krn,NaN,NaN
songs,,,,,,folksongs,han0100.krn,NaN,NaN
songs,,,,,,folksongs,han0773.krn,NaN,NaN
songs,,,,,,folksongs,han0687.krn,NaN,NaN
songs,,,,,,folksongs,han0746.krn,NaN,NaN
songs,,"Suo ge
",,,,folksongs,han0528.krn,NaN,NaN
songs,,"Zhouxiling zhandao
",,,,folksongs,han1093.krn,NaN,NaN
songs,,"Pao yang yu
",,,,folksongs,han0067.krn,NaN,NaN
songs,,,,,,folksongs,han0850.krn,NaN,NaN
songs,,,,,,folksongs,han0799.krn,NaN,NaN
songs,,,,,,folksongs,han0880.krn,NaN,NaN
songs,,,,,,folksongs,han0147.krn,NaN,NaN
songs,,,,,,folksongs,han0129.krn,NaN,NaN
songs,,,,,,folksongs,han0636.krn,NaN,NaN
songs,,,,,,folksongs,han0348b.krn,NaN,NaN
songs,,,,,,folksongs,han0911.krn,NaN,NaN
songs,,,,,,folksongs,han0763.krn,NaN,NaN
songs,,,,,,folksongs,han0497.krn,NaN,NaN
songs,,"Xi yishang
",,,,folksongs,han0373.krn,NaN,NaN
songs,,,,,,folksongs,han0575.krn,0.9628002904993123,0.9526353152621436
songs,,,,,,folksongs,han0832.krn,NaN,NaN
songs,,,,,,folksongs,han0047.krn,NaN,NaN
songs,,,,,,folksongs,han0833.krn,NaN,NaN
songs,,,,,,folksongs,han0910.krn,NaN,NaN
songs,,,,,,folksongs,han0918.krn,NaN,NaN
songs,,,,,,folksongs,han0686.krn,NaN,NaN
songs,,,,,,folksongs,han0855.krn,NaN,NaN
songs,,,,,,folksongs,han0076.krn,NaN,NaN
songs,,,,,,folksongs,han0998.krn,NaN,NaN
songs,,"Renmin gongshe shizai hao
",,,,folksongs,han0001.krn,NaN,NaN
songs,,,,,,folksongs,han1022.krn,NaN,NaN
songs,,,,,,folksongs,han0678.krn,NaN,NaN
songs,,,,,,folksongs,han0779.krn,NaN,NaN
songs,,,,,,folksongs,han0048.krn,NaN,NaN
songs,,,,,,folksongs,han0311.krn,NaN,NaN
songs,,,,,,folksongs,han0941.krn,NaN,NaN
songs,,,,,,folksongs,han1160.krn,NaN,NaN
songs,,"Gongnonghongjun daogutian
",,,,folksongs,han1075.krn,NaN,NaN
songs,,,,,,folksongs,han0046.krn,NaN,NaN
songs,,,,,,folksongs,han0999.krn,NaN,NaN
songs,,,,,,folksongs,han0148.krn,NaN,NaN
songs,,"Gan ma diao    (Zou ma diao)
",,,,folksongs,han0488.krn,NaN,NaN
songs,,,,,,folksongs,han0873.krn,NaN,NaN
songs,,,,,,folksongs,han0997.krn,NaN,NaN
songs,,,,,,folksongs,han0111.krn,NaN,NaN
songs,,,,,,folksongs,han0608.krn,NaN,NaN
songs,,,,,,folksongs,han0183.krn,NaN,NaN
songs,,,,,,folksongs,han1108.krn,NaN,NaN
songs,,,,,,folksongs,han0212.krn,NaN,NaN
songs,,,,,,folksongs,han0365.krn,NaN,NaN
songs,,,,,,folksongs,han0343.krn,0.9604648263779124,0.9501476868856054
songs,,"Fanghua ge
",,,,folksongs,han0972.krn,NaN,NaN
songs,,,,,,folksongs,han0071.krn,NaN,NaN
songs,,"Wo yiren kanle yi tai xi
",,,,folksongs,han0304.krn,NaN,NaN
songs,,"Wo de gege dangle hongjun
",,,,folksongs,han0009.krn,NaN,NaN
songs,,,,,,folksongs,han0719.krn,NaN,NaN
songs,,"Da suanzao
",,,,folksongs,han0068.krn,NaN,NaN
songs,,"Xin nongcun
",,,,folksongs,han1095.krn,NaN,NaN
songs,,,,,,folksongs,han1113.krn,NaN,NaN
songs,,,,,,folksongs,han0638.krn,NaN,NaN
songs,,,,,,folksongs,han1154.krn,NaN,NaN
songs,,,,,,folksongs,han0619.krn,NaN,NaN
songs,,"Kan yang ge
",,,,folksongs,han0419.krn,NaN,NaN
songs,,"Songgege canjun
",,,,folksongs,han1086.krn,NaN,NaN
songs,,"Ganxie gongchan dang
",,,,folksongs,han0052.krn,NaN,NaN
songs,,,,,,folksongs,han0757.krn,NaN,NaN
songs,,"Yaoqiu jiefang xu geming
",,,,folksongs,han1082.krn,NaN,NaN
songs,,,,,,folksongs,han0751.krn,NaN,NaN
songs,,,,,,folksongs,han0318.krn,NaN,NaN
songs,,"Zhi shoujin
",,,,folksongs,han0371.krn,NaN,NaN
songs,,,,,,folksongs,han0973.krn,NaN,NaN
songs,,,,,,folksongs,han0691.krn,NaN,NaN
songs,,,,,,folksongs,han0520.krn,NaN,NaN
songs,,,,,,folksongs,han0689.krn,NaN,NaN
songs,,"Wulongjiangbian qixiangxin
",,,,folksongs,han1061.krn,NaN,NaN
songs,,,,,,folksongs,han0889.krn,NaN,NaN
songs,,,,,,folksongs,han1005.krn,NaN,NaN
songs,,,,,,folksongs,han0866.krn,NaN,NaN
songs,,"Tian xin shun
",,,,folksongs,han0003.krn,NaN,NaN
songs,,,,,,folksongs,han0839.krn,NaN,NaN
songs,,,,,,folksongs,han0107.krn,NaN,NaN
songs,,,,,,folksongs,han0607.krn,NaN,NaN
songs,,"Qiongren shui bupan hongjun
",,,,folksongs,han1073.krn,NaN,NaN
songs,,,,,,folksongs,han0665.krn,NaN,NaN
songs,,"Zanmen de ling xiu Mao Zedong
",,,,folksongs,han0002.krn,NaN,NaN
songs,,,,,,folksongs,han0256.krn,NaN,NaN
songs,,"Fanshen daoqing
",,,,folksongs,han0306.krn,0.9349689707515513,0.9237671712565352
songs,,,,,,folksongs,han0379b.krn,NaN,NaN
songs,,,,,,folksongs,han0814.krn,NaN,NaN
songs,,"Women de shuiku jiushihao
",,,,folksongs,han0965.krn,NaN,NaN
songs,,"Wang daniang ding gang
",,,,folksongs,han0443.krn,NaN,NaN
songs,,,,,,folksongs,han0294.krn,0.9844987706138189,0.9713787514550307
songs,,"Tuolaji yikai xizaizanxintao
",,,,folksongs,han0874.krn,NaN,NaN
songs,,,,,,folksongs,han0224.krn,NaN,NaN
songs,,,,,,folksongs,han0875.krn,NaN,NaN
songs,,,,,,folksongs,han0323.krn,NaN,NaN
songs,,,,,,folksongs,han0738.krn,NaN,NaN
songs,,,,,,folksongs,han1147.krn,NaN,NaN
songs,,,,,,folksongs,han0983.krn,NaN,NaN
songs,,"Dao caicha
",,,,folksongs,han0456.krn,NaN,NaN
songs,,,,,,folksongs,han0384.krn,NaN,NaN
songs,,,,,,folksongs,han1042.krn,NaN,NaN
songs,,,,,,folksongs,han0118.krn,NaN,NaN
songs,,,,,,folksongs,han0656.krn,NaN,NaN
songs,,,,,,folksongs,han0906.krn,NaN,NaN
songs,,,,,,folksongs,han0142.krn,NaN,NaN
songs,,,,,,folksongs,han0341b.krn,NaN,NaN
songs,,,,,,folksongs,han0977.krn,NaN,NaN
songs,,"Die dienende Schwester Es wohnt ein Markgraf nicht weit vom Rhein,
",,,,folksongs,brasil01.krn,NaN,NaN
songs,,"Winterrosen Es kam ein Fraeulein mit ein'm Krueg
",,,,folksongs,canada01.krn,NaN,NaN
songs,,"CUCA 2
",,,,folksongs,mexico04.krn,NaN,NaN
songs,,,,,,folksongs,mexico02.krn,NaN,NaN
songs,,,,,,folksongs,mexico01.krn,NaN,NaN
songs,,"CUCA 1
",,,,folksongs,mexico03.krn,NaN,NaN
songs,,"Die Schlangenkoechin 'Oh, where have you been, Lord Randall, my son?
",,,,folksongs,usa02.krn,NaN,NaN
songs,,"Tod der Geschwister ohne Text
",,,,folksongs,usa04.krn,NaN,NaN
songs,,,,,,folksongs,usa07.krn,NaN,NaN
songs,,,,,,folksongs,usa06.krn,NaN,NaN
songs,,"Die Schlangenkoechin 'Oh, where have you been,
",,,,folksongs,usa01.krn,NaN,NaN
songs,,"Die Schlangenkoechin 'Oh, where have you been,
",,,,folksongs,usa03.krn,NaN,NaN
songs,,"Buffalo Dance
",,,,folksongs,usa05.krn,NaN,NaN
songs,,"Muwaschah Lamma Bada
",,,,folksongs,arabic01.krn,NaN,NaN
songs,"1797-1828
","Die Kraehe
",,"Opus 89
",,schubert,schub13.krn,NaN,NaN
songs,"1797-1828
","Nacht und Traeume
",,"Opus 43
","No. 2
",schubert,schub25.krn,NaN,NaN
songs,"1797-1828
","Litanei auf das Fest Aller Seelen
",,"(without opus)
",,schubert,schub33.krn,NaN,NaN
songs,"1797-1828
","Lied der Mignon
",,"Opus 62
","No. 4
",schubert,schub29.krn,NaN,NaN
songs,"1797-1828
","Nachtviolen
",,,,schubert,schub17.krn,NaN,NaN
songs,"1797-1828
","An mein Klavier
",,,,schubert,schub30.krn,NaN,NaN
songs,"1797-1828
","An Sylvia
",,"Opus 106
","No. 4
",schubert,schub09.krn,NaN,NaN
songs,"1797-1828
","Ungeduld
",,"Opus 25
",,schubert,schub04.krn,NaN,NaN
songs,"1797-1828
","Du bist die Ruh
",,"Opus 59
","No. 3
",schubert,schub01.krn,NaN,NaN
songs,"1797-1828
","Dithyrambe
",,"Opus 60
","No. 2
",schubert,schub20.krn,NaN,NaN
songs,"1797-1828
","Meeres Stille
",,"Opus 3
","No. 2
",schubert,schub34.krn,NaN,NaN
songs,"1797-1828
","Heidenroeslein
",,"Opus 3
","No. 3
",schubert,schub27.krn,NaN,NaN
songs,"1797-1828
","Staendchen
",,,,schubert,schub06.krn,NaN,NaN
songs,"1797-1828
","An die Nachtigall
",,"Opus 98
","No. 1
",schubert,schub24.krn,NaN,NaN
songs,"1797-1828
","Das Rosenband
",,,,schubert,schub02.krn,NaN,NaN
songs,"1797-1828
","Der Tod und das Maedchen
",,"Opus 7
","No. 3
",schubert,schub21.krn,NaN,NaN
songs,"1797-1828
","An Schwager Kronos
",,"Opus 19
","No. 1
",schubert,schub22.krn,0.9541788951563848,0.9425128762530387
