Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,J,J_interp10
songs,,"Das hungernde Kind Ah! vous diraije, maman
",,,,folksongs,france12.krn,NaN,NaN
songs,,"Koenig und Marquise Lou Rey desumpey calkey dzour,
",,,,folksongs,france03.krn,NaN,NaN
songs,,"Herr von Braunschweig Het was een kint, soo kleynen kint,
",,,,folksongs,neder039.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Mach ick een siele prijsen
",,,,folksongs,neder021.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Heer Halewyn zonk een liedekyn,
",,,,folksongs,neder040.krn,NaN,NaN
songs,,"Verhaengnisvolle Heirat Daar reed er eenen kapitein twers door den bosch,
",,,,folksongs,neder045.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Wy klommen op hooge bergen,
",,,,folksongs,neder020.krn,NaN,NaN
songs,,"Es taget in dem Osten
",,,,folksongs,neder019.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) Den Keizer van Zweden heeft brieven geschreven,
",,,,Ballad,neder066.krn,NaN,NaN
songs,,"Kornschneiden ohne Text
",,,,folksongs,neder084.krn,NaN,NaN
songs,,"WILT HEDEN NU TREDEN VOOR GOD
",,,,folksongs,neder037.krn,NaN,NaN
songs,,"Die Brombeerpflueckerin en daar Zou eens een magetje vroeg op staan
",,,,folksongs,neder025.krn,NaN,NaN
songs,,"WAT ZULLEN ONS PATRIOTJENS EETEN
",,,,Trio,neder015.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Het klokje sloeg halef elven,
",,,,folksongs,neder085.krn,NaN,NaN
songs,,"Totenamt Het daghet in den oosten,
",,,,folksongs,neder055.krn,NaN,NaN
songs,,"HOORT TOE GY ARM' EN RYKE
",,,,folksongs,neder002.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) Verbliit v lieue susterkyn
",,,,Ballad,neder064.krn,NaN,NaN
songs,,"KIMMT A VOGERL GEFLOGEN
",,,,folksongs,neder010.krn,NaN,NaN
songs,,"Schoen Adelheid Daar zouder een heer uit schachelen gaan,
",,,,folksongs,neder067.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik heb er de groene streetjes
",,,,folksongs,neder035.krn,NaN,NaN
songs,,"Der Scheintod Een ridder ende een meysken ionck
",,,,folksongs,neder050.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de Groenelandstraatjes zoo dikwijls ten einde gegaan,
",,,,folksongs,neder030.krn,NaN,NaN
songs,,"Des Grafen Toechterlein Wie wilt horen een nyeuwe liet,
",,,,folksongs,neder061.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Heer Halwyn zong een liedekyn,
",,,,folksongs,neder041.krn,NaN,NaN
songs,,"Der junge Held De bloemties die in t' Kooren staen
",,,,folksongs,neder054.krn,NaN,NaN
songs,,"Die Bernauerin Als ick was in het huis van mijne moeder,
",,,,folksongs,neder062.krn,NaN,NaN
songs,,"Die Brombeerpflueckerin En met een eens kwam daar eens een knecht aan gaan,
",,,,folksongs,neder024.krn,NaN,NaN
songs,,"Sangeslohn Ic sie die morgensterre
",,,,folksongs,neder083.krn,NaN,NaN
songs,,"Des Grafen Toechterlein Het voer een scheepken over Rijn,
",,,,folksongs,neder060.krn,NaN,NaN
songs,,"KOMT HIER AL BIJ EN HOORT
",,,,folksongs,neder017.krn,NaN,NaN
songs,,"Die Hauptmannstochter Dje mi to drincken gaue,
",,,,folksongs,neder080.krn,NaN,NaN
songs,,"WILDY HOOREN
",,,,folksongs,neder001.krn,NaN,NaN
songs,,"Des Grafen Toechterlein Ick weet noch eens Gravens Dochterkijn
",,,,folksongs,neder059.krn,NaN,NaN
songs,,"GEFT WAT UM DEN ROMMELPOT
",,,,folksongs,neder013.krn,NaN,NaN
songs,,"Der Scheintod Een ridder ende een meyseken jonck
",,,,folksongs,neder049.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) De keizer van Zweden had brieven geschreven,
",,,,Ballad,neder065.krn,NaN,NaN
songs,,"Der Scheintod 'Het waren twe ghespeelkens' (Tonangabe)
",,,,folksongs,neder051.krn,NaN,NaN
songs,,"Des Grafen Toechterlein En daar vlogen drij vogelkens over den Rijn,
",,,,folksongs,neder058.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik h'en het groene straetje zoo dikwyls ten eynde gegaen.
",,,,folksongs,neder031.krn,NaN,NaN
songs,,"Totenamt Het daghet in den oosten,
",,,,folksongs,neder056.krn,NaN,NaN
songs,,"KOMT HIER GIJ PROPER MAEGETJE
",,,,folksongs,neder007.krn,NaN,NaN
songs,,"EI WIE KAN DE ZEVENSPRUNG
",,,,folksongs,neder008.krn,NaN,NaN
songs,,"Genovefa Daer was een edel Palzgravin,
",,,,folksongs,neder082.krn,NaN,NaN
songs,,"HEER HALWYN ZONG EEN LIEDEKYN
",,,,folksongs,neder003.krn,NaN,NaN
songs,,"Ritter und Magd De rudder en syn scoen zoete lief
",,,,folksongs,neder047.krn,NaN,NaN
songs,,"Die Schlangenkoechin Isabelle, mijn dochterken,
",,,,folksongs,neder072.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groenelandstraten
",,,,folksongs,neder028.krn,NaN,NaN
songs,,"Tochter als Faehnrich Tuschen vier hooge muren
",,,,folksongs,neder075.krn,NaN,NaN
songs,,Schoen Adelheid Hy ging voor zijne moeder staen,,,,folksongs,neder069.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Toen ik op Neerlands bergjes stond,
",,,,folksongs,neder022.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Mooi Amberecht schreef een brievetje fijn,
",,,,folksongs,neder042.krn,NaN,NaN
songs,,"Die Hauptmannstochter Ick sal beliden v mijn God,
",,,,folksongs,neder079.krn,NaN,NaN
songs,,"Die Unbestechliche Het was een rudder wael ghedaen,
",,,,folksongs,neder026.krn,NaN,NaN
songs,,"Ritter und Magd De rudder en syn scoen zoete lief
",,,,folksongs,neder046.krn,NaN,NaN
songs,,"SA BOER GAET NAER DEN DANS
",,,,folksongs,neder006.krn,NaN,NaN
songs,,"Die Hauptmannstochter Daar was er een kapteinsdochtere,
",,,,folksongs,neder078.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik kwam lestmaal een klein straatjen ingetreden
",,,,folksongs,neder032.krn,NaN,NaN
songs,,"Der grausame Bruder Ic quam ghereden in een dal
",,,,folksongs,neder063.krn,NaN,NaN
songs,,"Die Antwerpener Kaufmannstochter 't Is die wilt hooren zingen
",,,,folksongs,neder076.krn,NaN,NaN
songs,,"Der junge Held Het was een jonger Helt,
",,,,folksongs,neder053.krn,NaN,NaN
songs,,"Herr von Braunschweig Dien edele heer van brunsesvick
",,,,folksongs,neder038.krn,NaN,NaN
songs,,"IN DON HEMEL IS EENEN DANS
",,,,folksongs,neder011.krn,NaN,NaN
songs,,"Die misshandelte Schwiegertochter Bruid Ader en Heer Halewijn,
",,,,folksongs,neder070.krn,NaN,NaN
songs,,"EEN SOUDAEN HAT EEN DOCHTF[ERK3EN
",,,,folksongs,neder018.krn,NaN,NaN
songs,,"Graserin und Reiter Daar achter in die velden,
",,,,folksongs,neder023.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groeneland's straatjes zoo dikwijls ten eindegegaan,
",,,,folksongs,neder029.krn,NaN,NaN
songs,,"Die misshandelte Schwiegertochter Mi Adel en hir Alewijn
",,,,folksongs,neder074.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Bruid Ader en Heer Halewijn,
",,,,folksongs,neder043.krn,NaN,NaN
songs,,"ALS DE GROOTE KLOKKE LUYD
",,,,folksongs,neder014.krn,NaN,NaN
songs,,"Die elfjaehrige Markgraefin Daer was er een koning zeer rijk van goed,
",,,,folksongs,neder044.krn,NaN,NaN
songs,,"Ritter und Magd Stout ruiter en een mooi fiere maagd,
",,,,folksongs,neder048.krn,NaN,NaN
songs,,"Ik sach mijn heere van Valkenstein
",,,,folksongs,neder004.krn,NaN,NaN
songs,,"WELEKOMEN KEREMISVOLK
",,,,folksongs,neder012.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik heb de groene straetjens
",,,,folksongs,neder033.krn,NaN,NaN
songs,,"Totenamt Et daget in den Oosten,
",,,,folksongs,neder057.krn,NaN,NaN
songs,,"DAAR GING EEN PATERTJE
",,,,folksongs,neder005.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Er was laastmaal een ruitere
",,,,folksongs,neder036.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groenelands straatjes
",,,,folksongs,neder027.krn,NaN,NaN
songs,,"EEN IS EENE
",,,,folksongs,neder009.krn,NaN,NaN
songs,,"Die Schlangenkoechin 'Waer hedde gij zoolang gebleven,
",,,,folksongs,neder073.krn,NaN,NaN
songs,,"ALLE DIE WILLEN NAER
",,,,folksongs,neder016.krn,NaN,NaN
songs,,"Die Hauptmannstochter Wie wil hooren singen
",,,,folksongs,neder081.krn,NaN,NaN
songs,,"Schoen Adelheid Machelen ghi zijt so schoonen prieel
",,,,folksongs,neder068.krn,NaN,NaN
songs,,"Die misshandelte Schwiegertochter 't was op een zondag na de noen
",,,,folksongs,neder071.krn,NaN,NaN
songs,,"Der Scheintod Op eenen morghenstont
",,,,folksongs,neder052.krn,NaN,NaN
songs,,"Der Nebenbuhler (Jan Willem en Betje) Naer Oostland willen wy ryden,
",,,,folksongs,neder034.krn,NaN,NaN
songs,,"Die drei angeworbenen Maedchen Daar waren drie jonge maagden
",,,,folksongs,neder077.krn,NaN,NaN
songs,,"""Jaegerlied"" KLOAN BIN I
",,,,folksongs,steier11.krn,NaN,NaN
songs,,"""Kuhreigen"" UNSERN AETTI
",,,,folksongs,entlebug.krn,NaN,NaN
songs,,"""Kuhreigen"" HAR KUHLI
",,,,folksongs,oberhas1.krn,NaN,NaN
songs,,"""Nachtbesuch"" HEUT IS JA GAR SO SCHOEN
",,,,folksongs,steier07.krn,NaN,NaN
songs,,"""Der Einsiedler"" ICH SEH WOHL UND MERKE
",,,,folksongs,steier02.krn,NaN,NaN
songs,,"""Heimweh"" UND MEIN HERZ UND MEIN SINN
",,,,folksongs,steier10.krn,NaN,NaN
songs,,"""Der Trauernde"" WENN LIEBE SICH SCHEIDET
",,,,folksongs,steier03.krn,NaN,NaN
songs,,"""Kuhreigen"" I BIN EN BERGMA WOHLGEMUT
",,,,folksongs,siebethl.krn,NaN,NaN
songs,,"LAET ONS TSAAM IN VRIENDSCHAP LEVEN
",,,,folksongs,vlaandr2.krn,NaN,NaN
songs,,"""Der Schiffer"" WI D' WOLKERN AM HIMMEL
",,,,folksongs,steier01.krn,NaN,NaN
songs,,"Rache im Zweikampf Als jei will horen in dat lied,
",,,,folksongs,belgium1.krn,NaN,NaN
songs,,"Roland und Godelinde
",,,,folksongs,vlaandr1.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Skjon jomfru gjekk pa hogan fjell,
",,,,folksongs,norge02.krn,NaN,NaN
songs,,"Kaisari nokkur maetur mann
",,,,folksongs,island02.krn,NaN,NaN
songs,,"Schloss in Oesterreich Der stander et Slot i Osterige,
",,,,folksongs,norge01.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) Och riddaren han gangar sig till hafsjoestranden ned,
",,,,Ballad,suomi01.krn,NaN,NaN
songs,,"Die Hauptmannstochter Eli zijon w'oreho
",,,,folksongs,juedisch.krn,NaN,NaN
songs,,"""Die Unglueckliche"" DEN MANN DEN I NIT MAG
",,,,folksongs,steier04.krn,NaN,NaN
songs,,"HERE IS THY HOME LOVE AILEEN AROON
",,,,folksongs,eire01.krn,NaN,NaN
songs,,"Halewyn
",,,,folksongs,brabant1.krn,NaN,NaN
songs,,"Kaisari nokkur maetur mann
",,,,folksongs,island01.krn,NaN,NaN
songs,,"""Kuhreigen"" ES ISCH KEI SOLICHE STAMME
",,,,folksongs,emmenth2.krn,NaN,NaN
songs,,"""Fruehlingshoffnung"" WENN DER SCHNEE VON DER ALMA WEGAGEHT
",,,,folksongs,steier09.krn,NaN,NaN
songs,,"Die Todesbraut Griechischer Text .....
",,,,folksongs,ellas01.krn,NaN,NaN
songs,,"""Fruehlingslied"" IN DER SCHOENEN FRUEHLINGSZEIT
",,,,folksongs,steier08.krn,NaN,NaN
songs,,"Kuhreigen"" MIS LIEB ISCH GAR WIT INNE
",,,,folksongs,emmenth1.krn,NaN,NaN
songs,,"""Grenze des Wissens"" FISCH IM SEE FINK IM STRAUCH
",,,,folksongs,steier06.krn,NaN,NaN
songs,,"""Die Liebste"" AM BERG LIEGT A DORF
",,,,folksongs,steier05.krn,NaN,NaN
songs,,"""Kuhreigen"" BIN I NIT E LUSTIGE SCHWITZERBUE
",,,,folksongs,appenzel.krn,NaN,NaN
songs,,"""Kuhreigen"" ES CHUNNT E MAITELI HURTIG HER
",,,,folksongs,oberhas2.krn,NaN,NaN
songs,,"ES GIENG EIN MAEDCHEN GRAS SCHNEIDEN
",,,,folksongs,italia01.krn,NaN,NaN
songs,,"LUSTIG IST DAS ZIGEUNERLEBEN
",,,,folksongs,italia07.krn,NaN,NaN
songs,,"Die Schlangenkoechin Dove si sta jersira,
",,,,folksongs,italia08.krn,NaN,NaN
songs,,"Tod der Geschwister ohne Text
",,,,folksongs,italia03.krn,NaN,NaN
songs,,"Der heimkehrende Soldat ohne Text
",,,,folksongs,italia05.krn,NaN,NaN
songs,,"Die Schlangenkoechin Dove foste j'er sera
",,,,folksongs,italia06.krn,NaN,NaN
songs,,"ES WAR EINMAL EIN JUNGER KNAB
",,,,folksongs,italia02.krn,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,italia04.krn,NaN,NaN
songs,,"Richmudis von Adocht Es weidet ein Schaefer ihn Grinen hols,
",,,,folksongs,ussr21.krn,NaN,NaN
songs,,"Ritter und Magd Es spielt's ein Graf mit seiner Dam',
",,,,folksongs,ussr05.krn,NaN,NaN
songs,,"Graserin und Reiter Es ging ein Knab spazieren,
",,,,folksongs,ussr31.krn,NaN,NaN
songs,,"GOTT SEI DES KAISERS SCHUTZ
",,,,folksongs,rossiya1.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Du hast gesagt, du naehmest mich,
",,,,folksongs,ussr35.krn,NaN,NaN
songs,,"Der Werber und der Jude Dort unden in dem Judenhaus,
",,,,folksongs,ussr28.krn,NaN,NaN
songs,,"Jungfer Doertchen Es war ein Reiter hochgemut,
",,,,folksongs,ussr07.krn,NaN,NaN
songs,,"Die dienende Schwester Es wohnt ein Markgraf ueber dem Rhein,
",,,,folksongs,ussr10.krn,NaN,NaN
songs,,"Jungfer Doertchen Es ging's ein Jaegere wohlgemut,
",,,,folksongs,ussr09.krn,NaN,NaN
songs,,"Die dienende Schwester Es war ein Markgraf ueberm Rhein,
",,,,folksongs,ussr11.krn,NaN,NaN
songs,,"Verschlafener Jaeger Es wollte ein Jaeger frueh jagen
",,,,folksongs,ussr32.krn,NaN,NaN
songs,,"Die Mordeltern Es waren mal zwei Bauernsoehn'.
",,,,folksongs,ussr14.krn,NaN,NaN
songs,,"Das weinholende Maedchen Es hatt' ein Maedelein sein Kruegelein verlorn,
",,,,folksongs,ussr27.krn,NaN,NaN
songs,,"Koenig von Mailand Es kehrt ein Fuerst beim Fuersten ein,
",,,,folksongs,ussr13.krn,NaN,NaN
songs,,"Die elfjaehrige Markgraefin Kyrillischer Text ......
",,,,folksongs,ussr01.krn,NaN,NaN
songs,,"Das hungernde Kind 'Vater, Vater, Brot will ich!
",,,,folksongs,ussr25.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Es sassen der Bursche viere, viere
",,,,folksongs,ussr29.krn,NaN,NaN
songs,,"Das hungernde Kind 'Mamma, ich will Prot!'
",,,,folksongs,ussr24.krn,NaN,NaN
songs,,"Die verkaufte Muellerin Es wollt ein Muellerlein frueh aufstehn,
",,,,folksongs,ussr17.krn,NaN,NaN
songs,,"Die Rabenmutter Es wollt' ein Schaefer in' Wald austreib'm,
",,,,folksongs,ussr23.krn,NaN,NaN
songs,,"Entfuehrung unterm Tanz ohne Text
",,,,folksongs,ussr19.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Stand ich auf hohen Felsen
",,,,folksongs,ussr36.krn,NaN,NaN
songs,,"Tod der Geschwister ohne Text
",,,,folksongs,ussr20.krn,NaN,NaN
songs,,"Ritter und Magd Es spielet ein Reiter mit seiner Madam,
",,,,folksongs,ussr03.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Jungfraeulein bist du's zaertlich,
",,,,folksongs,ussr33.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stand auf hohem Berge
",,,,folksongs,ussr34.krn,NaN,NaN
songs,,"Die dienende Schwester Es war ein Markgraf uebern Rhein,
",,,,folksongs,ussr04.krn,NaN,NaN
songs,,"Die dienende Schwester Es wohnt ein Markgraf an dem Rhein,
",,,,folksongs,ussr06.krn,NaN,NaN
songs,,"Die Mordeltern Es waren mal zwei Bauernsoehn,
",,,,folksongs,ussr12.krn,NaN,NaN
songs,,"Die verkaufte Muellerin Es war einmal ein Muellermann,
",,,,folksongs,ussr18.krn,NaN,NaN
songs,,"Ritter und Magd Es spielt' ein Graf mit seiner Magd
",,,,folksongs,ussr02.krn,NaN,NaN
songs,,"Die Koenigstochter im Heeresdienst ohne Text
",,,,folksongs,ussr26.krn,NaN,NaN
songs,,"Die verkaufte Muellerin Es wollt ein Mueller spazierengehn,
",,,,folksongs,ussr16.krn,NaN,NaN
songs,,"Die Rabenmutter Es trieb ein Hirtlein in den Wald
",,,,folksongs,ussr22.krn,NaN,NaN
songs,,"Die Mordeltern Es waren einmal zwei Bauernsoehn,
",,,,folksongs,ussr15.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Es waren drei Gesellen,
",,,,folksongs,ussr30.krn,NaN,NaN
songs,,"Die dienende Schwester Es war ein Markgraf an dem Rhein,
",,,,folksongs,ussr08.krn,NaN,NaN
songs,,"Die dienende Schwester Es wohnt ein Pfalzgraf ueberm Rhein,
",,,,folksongs,luxemb02.krn,NaN,NaN
songs,,"BRAUNS MAEDCHEN AN DEM LADEN LAG
",,,,folksongs,luxemb01.krn,NaN,NaN
songs,,"Das Schwabentoechterlein 'Ach Mutter, ich kann nicht laenger mehr warten,
",,,,folksongs,luxemb05.krn,NaN,NaN
songs,,"Das mannstolle Maedchen Brau's Medchen auf dere Laden sas,
",,,,folksongs,luxemb06.krn,NaN,NaN
songs,,"Der junge Held Gestern Abend beim hellen Lichtenschein,
",,,,folksongs,luxemb04.krn,NaN,NaN
songs,,"Graserin und Reiter De' Ko'belenzer Medercher
",,,,folksongs,luxemb08.krn,NaN,NaN
songs,,"BRAUNS MAEDCHEN AN DEM LADEN LAG
",,,,folksongs,luxemb03.krn,NaN,NaN
songs,,"Reiter und Hirtenmaedchen Es wollt' sich ein Maedchen die Laemmelein hueten im Walde,
",,,,folksongs,luxemb07.krn,NaN,NaN
songs,,"Die Geburt im Walde Redselille slog Guldvaeven saa hart,
",,,,folksongs,danmark3.krn,NaN,NaN
songs,,"Bai Raedder 'Skon Guldborg, I drage af Landet med mig.'
",,,,folksongs,danmark8.krn,NaN,NaN
songs,,"Ritter und Magd En Aften jeg laa saa sildig i min Seng
",,,,folksongs,danmark6.krn,NaN,NaN
songs,,"SYV SPRING
",,,,folksongs,danmark1.krn,NaN,NaN
songs,,"Die Koenigstochter Stander op, stander op, mine Sonner syv,
",,,,folksongs,danmark4.krn,NaN,NaN
songs,,"Das Schwabentoechterlein Kejseren havde de Dotre tre,
",,,,folksongs,danmark9.krn,NaN,NaN
songs,,"Ritter und Magd Og Greven har sovet hos Jomfru'n i Nat,
",,,,folksongs,danmark5.krn,NaN,NaN
songs,,"Das Schwabentoechterlein Kejseren havde de Dottre tre,
",,,,folksongs,danmark2.krn,NaN,NaN
songs,,"Der grausame Bruder Krist give at Dronningen hun var dod,
",,,,folksongs,danmark7.krn,NaN,NaN
songs,,"Siehst du wohl, da kummt er, lange Schritte nimmt er
",,,,folksongs,deut5130.krn,NaN,NaN
songs,,"Es geht nix ueber die Gemuetlichkeit, eicha, eicha
",,,,folksongs,deut5122.krn,NaN,NaN
songs,,"Es geht nix ueber die Gemuetlichkeit, ja, ja, ja, ja
",,,,folksongs,deut5126.krn,NaN,NaN
songs,,"Siehgst an doch do koemmt er, kleena Schrittla nimmt er
",,,,folksongs,deut5128.krn,NaN,NaN
songs,,"Sixt as da, da kimmt er, klaana Schrittla nimmt er
",,,,folksongs,deut5134.krn,NaN,NaN
songs,,"Es geht nix ueber die Gemuetlichkeit, eijo, eijo
",,,,folksongs,deut5123.krn,NaN,NaN
songs,,"Das Madl von der Gmaa hat schoene weisse Baa
",,,,folksongs,deut5144.krn,NaN,NaN
songs,,"Es geht nichts ueber die Gemuetlichkeit, eija, eijo
",,,,folksongs,deut5124.krn,NaN,NaN
songs,,"Dahaam bo meiner Mutter, do rumplt alles um und um
",,,,folksongs,deut5141.krn,NaN,NaN
songs,,"Does Maala vo der Haa hot schoena weissa Baa
",,,,folksongs,deut5145.krn,NaN,NaN
songs,,"Siehgst du net do kummt er, der besuffne Schinder
",,,,folksongs,deut5129.krn,NaN,NaN
songs,,"Siehgst an net, do kuemmt er, klaana Schrittla nimmt er
",,,,folksongs,deut5135.krn,NaN,NaN
songs,,"Siehst du wohl, da kimmt er, grosse Schritte nimmt er
",,,,folksongs,deut5136.krn,NaN,NaN
songs,,"Siehgst as net, da kimmt er, der mit seim Zylinder
",,,,folksongs,deut5133.krn,NaN,NaN
songs,,"Und es geht nix ueber die Gemuetlichkeit, eijou, bleib dou
",,,,folksongs,deut5127.krn,NaN,NaN
songs,,"Der Buechabecher Boder, der hot a sammats Kaeppl auf
",,,,folksongs,deut5139.krn,NaN,NaN
songs,,"Sixt as net, da kuemmt er, klaana Schrittla nimmt er
",,,,folksongs,deut5131.krn,NaN,NaN
songs,,"Trau di, liebe Margaret, wie oft hab ich dei Wiesla gmaeht
",,,,folksongs,deut5138.krn,NaN,NaN
songs,,"Die Kauernburger Lena, die hot so gutn Schnupftabak
",,,,folksongs,deut5140.krn,NaN,NaN
songs,,"Es geht nix ueber die Gemuetlichkeit, heidi, heida
",,,,folksongs,deut5125.krn,NaN,NaN
songs,,"As Maadla von Gmaa hot schoena weissa Baa
",,,,folksongs,deut5143.krn,NaN,NaN
songs,,"Es geht nichts ueber die Gemuetlichkeit, eijo, bleib do
",,,,folksongs,deut5120.krn,NaN,NaN
songs,,"Does Madla von der Gmaa hot schoene weisse Baa
",,,,folksongs,deut5142.krn,NaN,NaN
songs,,"Siehgst as net, da kimmt er, der mit seim Zylinder
",,,,folksongs,deut5132.krn,NaN,NaN
songs,,"Es geht nix ueber die Gemuetlichkeit, eijo, eijo
",,,,folksongs,deut5121.krn,NaN,NaN
songs,,"Sixt as net, do kummt er, lange Schrittla nimmt er
",,,,folksongs,deut5137.krn,NaN,NaN
songs,,"Ick heff mol en Hamborger Veermaster sehn, to my hoodah, to my hoodah
",,,,folksongs,deut3761.krn,NaN,NaN
songs,,"O KLOSTERLEBEN DU EINSAMKEIT
",,,,folksongs,deut3723.krn,NaN,NaN
songs,,"ES WAR EIN WACKER MAEGDLEIN
",,,,folksongs,deut3675.krn,NaN,NaN
songs,,"NUN SCHUERZ DICH GRETLEIN
",,,,folksongs,deut3666.krn,NaN,NaN
songs,,"Lied der Siegerlaender Hammerschmiede Es ist kein Doerfchen so kleine
",,,,folksongs,deut3767.krn,NaN,NaN
songs,,"WAS WOLLN WIR ABER HEBEN AN
",,,,folksongs,deut3700.krn,NaN,NaN
songs,,"ES REISTE WOL EIN FASSBINDER
",,,,folksongs,deut3692.krn,NaN,NaN
songs,,"RUHIG IST DES TODES SCHLUMMER
",,,,folksongs,deut3750.krn,NaN,NaN
songs,,"ALS WIR JUENGST IN REGENSBURG WAREN
",,,,folksongs,deut3697.krn,NaN,NaN
songs,,"ES WOLLT EIN JAEGER JAGEN
",,,,folksongs,deut3735.krn,NaN,NaN
songs,,"ES BLUEHN DREI ROSEN AUF EINEM ZWEIG
",,,,folksongs,deut3726.krn,NaN,NaN
songs,,"DER EICHWALD BRAUSET
",,,,folksongs,deut3746.krn,NaN,NaN
songs,,"ES WOLLT EIN JUNGFRAU FRUEH AUFSTEHN
",,,,folksongs,deut3742.krn,NaN,NaN
songs,,"FREI UND UNERSCHUETTERLICH (GAUDEAMUS IGITUR)
",,,,folksongs,deut3743.krn,NaN,NaN
songs,,"ES HUETT SICH EIN MAEDEL DIE LAEMMELEIN
",,,,folksongs,deut3686.krn,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,deut3693.krn,NaN,NaN
songs,,"'s Konzellerer Doerfl is scheibnkuglrund ja, da wenn ma auss'n ummigeht, nacha beisst oan koa Hund
",,,,folksongs,deut3756.krn,NaN,NaN
songs,,"ES BLUEHEN DREI BLUEMCHEN
",,,,folksongs,deut3727.krn,NaN,NaN
songs,,"ES WOLLT  EIN MAEGDLEIN WASSER HOLN
",,,,folksongs,deut3673.krn,NaN,NaN
songs,,"ES HATT EIN SCHWAB EIN TOECHTERLEIN
",,,,folksongs,deut3677.krn,NaN,NaN
songs,,"ES HATT EIN BAUR SEIN FRAU VERLOREN
",,,,folksongs,deut3710.krn,NaN,NaN
songs,,"ES FUHR EIN BAUR INS HOLZ
",,,,folksongs,deut3704.krn,NaN,NaN
songs,,"ES IST BALD ZEIT ZUM SCHLAFEN
",,,,folksongs,deut3721.krn,NaN,NaN
songs,,"DRUEBEN IM ODENWALD
",,,,folksongs,deut3738.krn,NaN,NaN
songs,,"ES WAR EINMAL EIN ARMER MANN
",,,,folksongs,deut3741.krn,NaN,NaN
songs,,"ES SASS EIN KAEFER AUF DEM BAEUMEL
",,,,folksongs,deut3713.krn,NaN,NaN
songs,,"EI DU FEIN LIEBER SCHIFFSMANN MEIN
",,,,folksongs,deut3699.krn,NaN,NaN
songs,,"Und's Deandl is wunderschoe, i muass's aufrichti sagn, im ganz'n Land Tirol g'fallt koani mir so wohl
",,,,folksongs,deut3768.krn,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,deut3694.krn,NaN,NaN
songs,,"ES WOLLT EIN MAEGDLEIN FRUEH AUFSTEHN
",,,,folksongs,deut3682.krn,NaN,NaN
songs,,"Gruenes Gras, gruenes Gras unter meinen Fuessen, hab' verloren meinen Schatz, werd' ihn suchen mussen.
",,,,folksongs,deut3766.krn,NaN,NaN
songs,,"BERGLEUT SIND DIE SCHOENSTEN LEUT
",,,,folksongs,deut3739.krn,NaN,NaN
songs,,"Muede kehrt ein Wandersmann zurueck nach der Heimat seiner Liebe Glueck
",,,,folksongs,deut3772.krn,NaN,NaN
songs,,"ES WAR EIN REICHER SCHLAECHTERSMANN
",,,,folksongs,deut3679.krn,NaN,NaN
songs,,"NACH N N MARSCHIEREN
",,,,folksongs,deut3731.krn,NaN,NaN
songs,,"ICH STAND AUF HOHEM BERGE
",,,,folksongs,deut3670.krn,NaN,NaN
songs,,"ABSCHIED MUSS ICH NEHMEN HIER
",,,,folksongs,deut3719.krn,NaN,NaN
