Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,Beta_new
songs,,"No_17_Song_of_Medicine_Men's_Dance_(c).krn
",,,,densmore,seminole017.krn,,,,NaN
songs,,"No_140_Sandhill_Crane_Dance_Song_(d).krn
",,,,densmore,seminole140.krn,,,,NaN
songs,,"No_167_Hair_Dance_Song_(e).krn
",,,,densmore,seminole167.krn,,,,NaN
songs,,"No_185_Old_Man's_Dance_Song_(d).krn
",,,,densmore,seminole185.krn,,,,NaN
songs,,"No_224_Ball_Game_Song_(g).krn
",,,,densmore,seminole224.krn,,,,NaN
songs,,"No_147_Fox_Dance_Song_(b).krn
",,,,densmore,seminole147.krn,,,,NaN
songs,,"No_157_Switchgrass_Dance_Song_(g).krn
",,,,densmore,seminole157.krn,,,,NaN
songs,,"No_7_Corn_Dance_Song_(c).krn
",,,,densmore,seminole007.krn,,,,NaN
songs,,"No_203_Song_Used_in_Treatment_of_Lumbago.krn
",,,,densmore,seminole203.krn,,,,NaN
songs,,"No_70_Alligator_Dance_Song_(f).krn
",,,,densmore,seminole070.krn,,,,NaN
songs,,"No_240_Song_of_Friendship_(a).krn
",,,,densmore,seminole240.krn,,,,NaN
songs,,"No_204_Song_for_a_Sick_Baby.krn
",,,,densmore,seminole204.krn,,,,NaN
songs,,"No_115_Hinata_Dance_Song_(k).krn
",,,,densmore,seminole115.krn,,,,NaN
songs,,"No_161_Switchgrass_Dance_Song_(k).krn
",,,,densmore,seminole161.krn,,,,NaN
songs,,"No_225_Ball_Game_Song_(h).krn
",,,,densmore,seminole225.krn,,,,NaN
songs,,"No_56_Cow_Creek_Hunting_Dance_Song_(w).krn
",,,,densmore,seminole056.krn,,,,NaN
songs,,"No_14_Buffalo_Dance_Song_(f).krn
",,,,densmore,seminole014.krn,,,,NaN
songs,,"No_229_The_Opossum_Calls_Her_Lost_Baby.krn
",,,,densmore,seminole229.krn,,,,NaN
songs,,"No_124_Blackbird_Dance_Song.krn
",,,,densmore,seminole124.krn,,,,NaN
songs,,"No_86_Bird_Dance_Song_(i).krn
",,,,densmore,seminole086.krn,,,,NaN
songs,,"No_75_Baby_Alligator_Dance_Song_(b).krn
",,,,densmore,seminole075.krn,,,,NaN
songs,,"No_96_Black_Grass_Dance_Song_(a).krn
",,,,densmore,seminole096.krn,,,,NaN
songs,,"No_59_Calusa_Hunting_Dance_Song_(c).krn
",,,,densmore,seminole059.krn,,,,NaN
songs,,"No_154_Switchgrass_Dance_Song_(d).krn
",,,,densmore,seminole154.krn,,,,NaN
songs,,"No_172_Steal_Partner_Dance_Song_(a).krn
",,,,densmore,seminole172.krn,,,,NaN
songs,,"No_52_Cow_Creek_Hunting_Dance_Song_(s).krn
",,,,densmore,seminole052.krn,,,,NaN
songs,,"No_162_Switchgrass_Dance_Song_(l).krn
",,,,densmore,seminole162.krn,,,,NaN
songs,,"No_141_Screech_Owl_Dance_Song_(a).krn
",,,,densmore,seminole141.krn,,,,NaN
songs,,"No_113_Hinata_Dance_Song_(i).krn
",,,,densmore,seminole113.krn,,,,NaN
songs,,"No_41_Cow_Creek_Hunting_Dance_Song_(h).krn
",,,,densmore,seminole041.krn,,,,NaN
songs,,"No_119_Hinata_Dance_Song_(o).krn
",,,,densmore,seminole119.krn,,,,NaN
songs,,"No_63_Calusa_Hunting_Dance_Song_(g).krn
",,,,densmore,seminole063.krn,,,,NaN
songs,,"No_223_Ball_Game_Song_(f).krn
",,,,densmore,seminole223.krn,,,,NaN
songs,,"No_210_Song_for_Success_in_Hunting_(b).krn
",,,,densmore,seminole210.krn,,,,NaN
songs,,"No_18_Song_of_Medicine_Men's_Dance_(d).krn
",,,,densmore,seminole018.krn,,,,NaN
songs,,"No_163_Hair_Dance_Song_(a).krn
",,,,densmore,seminole163.krn,,,,NaN
songs,,"No_170_Two-direction_Dance_Song_(b).krn
",,,,densmore,seminole170.krn,,,,NaN
songs,,"No_107_Hinata_Dance_Song_(c).krn
",,,,densmore,seminole107.krn,,,,NaN
songs,,"No_234_My_Old_Slaves.krn
",,,,densmore,seminole234.krn,,,,NaN
songs,,"No_49_Cow_Creek_Hunting_Dance_Song_(p).krn
",,,,densmore,seminole049.krn,,,,NaN
songs,,"No_159_Switchgrass_Dance_Song_(i).krn
",,,,densmore,seminole159.krn,,,,NaN
songs,,"No_198_Skunk_Dance_Song_(b).krn
",,,,densmore,seminole198.krn,,,,NaN
songs,,"No_57_Calusa_Hunting_Dance_Song_(a).krn
",,,,densmore,seminole057.krn,,,,NaN
songs,,"No_165_Hair_Dance_Song_(c).krn
",,,,densmore,seminole165.krn,,,,NaN
songs,,"No_26_Cypress_Swamp_Hunting_Dance_Song_(a).krn
",,,,densmore,seminole026.krn,,,,NaN
songs,,"No_15_Song_of_Medicine_Men's_Dance_(a).krn
",,,,densmore,seminole015.krn,,,,NaN
songs,,"No_24_Corn_Dance_Song_(n).krn
",,,,densmore,seminole024.krn,,,,NaN
songs,,"No_78_Bird_Dance_Song_(a).krn
",,,,densmore,seminole078.krn,,,,NaN
songs,,"No_145_Rabbit_Dance_Song.krn
",,,,densmore,seminole145.krn,,,,NaN
songs,,"No_152_Switchgrass_Dance_Song_(b).krn
",,,,densmore,seminole152.krn,,,,NaN
songs,,"No_128_Catfish_Dance_Song_(b).krn
",,,,densmore,seminole128.krn,,,,NaN
songs,,"No_230_The_Opossum_Dies.krn
",,,,densmore,seminole230.krn,,,,NaN
songs,,"No_174_Steal_Partner_Dance_Song_(c).krn
",,,,densmore,seminole174.krn,,,,NaN
songs,,"No_20_Corn_Dance_Song_(j).krn
",,,,densmore,seminole020.krn,,,,NaN
songs,,"No_195_Drunken_Dance_Song_(c).krn
",,,,densmore,seminole195.krn,,,,NaN
songs,,"No_90_Bird_Dance_Song_(m).krn
",,,,densmore,seminole090.krn,,,,NaN
songs,,"No_148_Fox_Dance_Song_(c).krn
",,,,densmore,seminole148.krn,,,,NaN
songs,,"No_11_Corn_Dance_Song_(g).krn
",,,,densmore,seminole011.krn,0.13,0.9837565240451572,0.7772181251873739,0.27
songs,,"No_108_Hinata_Dance_Song_(d).krn
",,,,densmore,seminole108.krn,,,,NaN
songs,,"No_66_Closing_Song_of_Alligator_Dance.krn
",,,,densmore,seminole066.krn,,,,NaN
songs,,"No_238_Drinking_Song_(b).krn
",,,,densmore,seminole238.krn,,,,NaN
songs,,"No_19_Corn_Dance_Song_(i).krn
",,,,densmore,seminole019.krn,,,,NaN
songs,,"No_110_Hinata_Dance_Song_(f).krn
",,,,densmore,seminole110.krn,,,,NaN
songs,,"No_116_Hinata_Dance_Song_(l).krn
",,,,densmore,seminole116.krn,,,,NaN
songs,,"No_149_Fox_Dance_Song_(d).krn
",,,,densmore,seminole149.krn,,,,NaN
songs,,"No_228_Ball_Game_Song_(k).krn
",,,,densmore,seminole228.krn,,,,NaN
songs,,"No_27_Cypress_Swamp_Hunting_Dance_Song_(b).krn
",,,,densmore,seminole027.krn,,,,NaN
songs,,"No_103_Stomp_Dance_Song_(e).krn
",,,,densmore,seminole103.krn,,,,NaN
songs,,"No_186_Old_Man's_Dance_Song_(e).krn
",,,,densmore,seminole186.krn,,,,NaN
songs,,"No_243_Song_of_Friendship_(d).krn
",,,,densmore,seminole243.krn,,,,NaN
songs,,"No_188_Snake_Dance_Song_(a).krn
",,,,densmore,seminole188.krn,,,,NaN
songs,,"No_143_Screech_Owl_Dance_Song_(c).krn
",,,,densmore,seminole143.krn,,,,NaN
songs,,"No_84_Bird_Dance_Song_(g).krn
",,,,densmore,seminole084.krn,,,,NaN
songs,,"No_2_Buffalo_Dance_Song_(b).krn
",,,,densmore,seminole002.krn,,,,NaN
songs,,"No_231_The_Rabbit_Brings_Back_a_Snake.krn
",,,,densmore,seminole231.krn,,,,NaN
songs,,"No_5_Corn_Dance_Song_(a).krn
",,,,densmore,seminole005.krn,,,,NaN
songs,,"No_114_Hinata_Dance_Song_(j).krn
",,,,densmore,seminole114.krn,,,,NaN
songs,,"No_207_Song_for_the_Dying.krn
",,,,densmore,seminole207.krn,,,,NaN
songs,,"No_213_the_Unsuccessful_Hunter.krn
",,,,densmore,seminole213.krn,,,,NaN
songs,,"No_32_Cypress_Swamp_Hunting_Dance_Song_(g).krn
",,,,densmore,seminole032.krn,,,,NaN
songs,,"No_93_Chicken_Dance_Song_(b).krn
",,,,densmore,seminole093.krn,,,,NaN
songs,,"No_1_Buffalo_Dance_Song_(a).krn
",,,,densmore,seminole001.krn,,,,NaN
songs,,"No_16_Song_of_Medicine_Men's_Dance_(b).krn
",,,,densmore,seminole016.krn,,,,NaN
songs,,"No_222_Ball_Game_Song_(e).krn
",,,,densmore,seminole222.krn,,,,NaN
songs,,"No_37_Cow_Creek_Hunting_Dance_Song_(d).krn
",,,,densmore,seminole037.krn,,,,NaN
songs,,"No_153_Switchgrass_Dance_Song_(c).krn
",,,,densmore,seminole153.krn,,,,NaN
songs,,"No_6_Corn_Dance_Song_(b).krn
",,,,densmore,seminole006.krn,,,,NaN
songs,,"No_40_Cow_Creek_Hunting_Dance_Song_(g).krn
",,,,densmore,seminole040.krn,,,,NaN
songs,,"No_58_Calusa_Hunting_Dance_Song_(b).krn
",,,,densmore,seminole058.krn,,,,NaN
songs,,"No_89_Bird_Dance_Song_(l).krn
",,,,densmore,seminole089.krn,,,,NaN
songs,,"No_80_Bird_Dance_Song_(c).krn
",,,,densmore,seminole080.krn,,,,NaN
songs,,"No_219_Ball_Game_Song_(b).krn
",,,,densmore,seminole219.krn,,,,NaN
songs,,"No_62_Calusa_Hunting_Dance_Song_(f).krn
",,,,densmore,seminole062.krn,,,,NaN
songs,,"No_166_Hair_Dance_Song_(d).krn
",,,,densmore,seminole166.krn,,,,NaN
songs,,"No_4_Buffalo_Dance_Song_(d).krn
",,,,densmore,seminole004.krn,,,,NaN
songs,,"No_12_Corn_Dance_Song_(h).krn
",,,,densmore,seminole012.krn,,,,NaN
songs,,"No_150_Fox_Dance_Song_(e).krn
",,,,densmore,seminole150.krn,,,,NaN
songs,,"No_77_Lizard_Dance_Song_(b).krn
",,,,densmore,seminole077.krn,,,,NaN
songs,,"No_69_Alligator_Dance_Song_(e).krn
",,,,densmore,seminole069.krn,,,,NaN
songs,,"No_236_Song_to_a_Little_Child.krn
",,,,densmore,seminole236.krn,,,,NaN
songs,,"No_184_Old_Man's_Dance_Song_(c).krn
",,,,densmore,seminole184.krn,,,,NaN
songs,,"No_242_Song_of_Friendship_(c).krn
",,,,densmore,seminole242.krn,,,,NaN
songs,,"No_111_Hinata_Dance_Song_(g).krn
",,,,densmore,seminole111.krn,,,,NaN
songs,,"No_155_Switchgrass_Dance_Song_(e).krn
",,,,densmore,seminole155.krn,,,,NaN
songs,,"No_47_Cow_Creek_Hunting_Dance_Song_(n).krn
",,,,densmore,seminole047.krn,,,,NaN
songs,,"No_109_Hinata_Dance_Song_(e).krn
",,,,densmore,seminole109.krn,,,,NaN
songs,,"No_48_Cow_Creek_Hunting_Dance_Song_(o).krn
",,,,densmore,seminole048.krn,,,,NaN
songs,,"No_38_Cow_Creek_Hunting_Dance_Song_(e).krn
",,,,densmore,seminole038.krn,,,,NaN
songs,,"No_220_Ball_Game_Song_(c).krn
",,,,densmore,seminole220.krn,,,,NaN
songs,,"No_216_Song_for_Success_in_Hunting_(c).krn
",,,,densmore,seminole216.krn,,,,NaN
songs,,"No_156_Switchgrass_Dance_Song_(f).krn
",,,,densmore,seminole156.krn,,,,NaN
songs,,"No_28_The_Superman_Sets_an_Example.krn
",,,,densmore,yuman028.krn,,,,NaN
songs,,"No_91_The_Bush_is_Singing.krn
",,,,densmore,yuman091.krn,,,,NaN
songs,,"No_24_Memorial_Ceremony_Song_(e).krn
",,,,densmore,yuman024.krn,,,,NaN
songs,,"No_38_Coyote_Eats_the_Heart.krn
",,,,densmore,yuman038.krn,,,,NaN
songs,,"No_49_White_Cloud_Declares_His_Power.krn
",,,,densmore,yuman049.krn,,,,NaN
songs,,"No_12_The_Wonder-boy_and_His_War_Bonnet.mscz.xml.krn
",,,,densmore,yuman012.krn,,,,NaN
songs,,"No_40_Song_When_Treating_the_Sick_(a).krn
",,,,densmore,yuman040.krn,-0.24,0.9759092689488158,0.949404728261776,-0.24
songs,,"No_110_Song_in_the_Early_Morning_(b).krn
",,,,densmore,yuman110.krn,,,,NaN
songs,,"No_15_Corn_Dance_Song_(a).krn
",,,,densmore,yuman015.krn,,,,NaN
songs,,"No_47_Song_of_Coyote.krn
",,,,densmore,yuman047.krn,,,,NaN
songs,,"No_4_The_Wonder-boy_Decides_to_Change_His_Name.krn
",,,,densmore,yuman004.krn,,,,NaN
songs,,"No_64_The_Deer_is_Taking_Away_the_Daylight.krn
",,,,densmore,yuman064.krn,,,,NaN
songs,,"No_71_The_Howling_Coyote.krn
",,,,densmore,yuman071.krn,,,,NaN
songs,,"No_97_Song_Concerning_the_Meadow_Lark_and_the_Diver.krn
",,,,densmore,yuman097.krn,,,,NaN
songs,,"No_108_Song_Concerning_the_Pleiades.krn
",,,,densmore,yuman108.krn,,,,NaN
songs,,"No_61_The_Water_Bug_Sees_a_Fish.krn
",,,,densmore,yuman061.krn,,,,NaN
songs,,"No_56_My_Power_Is_in_the_Sky.krn
",,,,densmore,yuman056.krn,,,,NaN
songs,,"No_74_The_Redbird_Speaks_(a).krn
",,,,densmore,yuman074.krn,,,,NaN
songs,,"No_94_The_Hunt_(c).krn
",,,,densmore,yuman094.krn,,,,NaN
songs,,"No_31_The_Four_Corners_of_the_Earth.krn
",,,,densmore,yuman031.krn,,,,NaN
songs,,"No_102_Song_in_the_Early_Evening_(c).krn
",,,,densmore,yuman102.krn,,,,NaN
songs,,"No_14_Song_Concerning_the_Humming_Bird.krn
",,,,densmore,yuman014.krn,,,,NaN
songs,,"No_67_Song_of_the_Blackbird.krn
",,,,densmore,yuman067.krn,,,,NaN
songs,,"No_57_The_Deer_Begins_His_Travels.krn
",,,,densmore,yuman057.krn,,,,NaN
songs,,"No_18_Corn_Dance_Song_(d).krn
",,,,densmore,yuman018.krn,,,,NaN
songs,,"No_16_Corn_Dance_Song_(b).krn
",,,,densmore,yuman016.krn,,,,NaN
songs,,"No_130_Yaqui_Song.krn
",,,,densmore,yuman130.krn,,,,NaN
songs,,"No_65_All_is_Darkness.krn
",,,,densmore,yuman065.krn,,,,NaN
songs,,"No_53_I_Will_Go_Toward_the_South.krn
",,,,densmore,yuman053.krn,,,,NaN
songs,,"No_37_Coyote_Seizes_the_Heart.krn
",,,,densmore,yuman037.krn,,,,NaN
songs,,"No_98_Song_Concerning_the_Quail.krn
",,,,densmore,yuman098.krn,,,,NaN
songs,,"No_48_At_the_End_of_the_Path_in_the_Sky.krn
",,,,densmore,yuman048.krn,,,,NaN
songs,,"No_2_I_Have_Finished_the_Flute.krn
",,,,densmore,yuman002.krn,,,,NaN
songs,,"No_51_White_Cloud_Demonstrates_His_Power_(b).krn
",,,,densmore,yuman051.krn,,,,NaN
songs,,"No_55_Song_Concerning_the_Ocean.krn
",,,,densmore,yuman055.krn,,,,NaN
songs,,"No_89_The_Summer_Rains.krn
",,,,densmore,yuman089.krn,,,,NaN
songs,,"No_122_Song_of_Tunak_Dance_(c).krn
",,,,densmore,yuman122.krn,,,,NaN
songs,,"No_90_The_Rising_Sun.krn
",,,,densmore,yuman090.krn,,,,NaN
songs,,"No_92_The_Hunt_(a).krn
",,,,densmore,yuman092.krn,,,,NaN
songs,,"No_5_The_Wonder-boy_Selects_a_New_Name.krn
",,,,densmore,yuman005.krn,,,,NaN
songs,,"No_10_The_Wonder-boy_Meets_His_Brother.krn
",,,,densmore,yuman010.krn,,,,NaN
songs,,"No_23_Memorial_Ceremony_Song_(d).krn
",,,,densmore,yuman023.krn,,,,NaN
songs,,"No_58_The_Water_Bug_and_the_Shadows.krn
",,,,densmore,yuman058.krn,,,,NaN
songs,,"No_84_The_Quail_in_the_Bush.krn
",,,,densmore,yuman084.krn,,,,NaN
songs,,"No_36_Coyote_Makes_a_Request.krn
",,,,densmore,yuman036.krn,,,,NaN
songs,,"No_46_On_Top_of_His_Own_Mountain.krn
",,,,densmore,yuman046.krn,,,,NaN
songs,,"No_120_Song_of_Tunak_Dance_(a).krn
",,,,densmore,yuman120.krn,,,,NaN
songs,,"No_9_The_Wonder-boy_on_His_Travels.krn
",,,,densmore,yuman009.krn,,,,NaN
songs,,"No_27_The_Illness_of_the_Superman.krn
",,,,densmore,yuman027.krn,,,,NaN
songs,,"No_60_The_Water_Bug_on_the_Mountain.krn
",,,,densmore,yuman060.krn,,,,NaN
songs,,"No_103_Song_at_About_Midnight_(a).krn
",,,,densmore,yuman103.krn,,,,NaN
songs,,"No_63_The_Water_Bug_Wanders_Forever_Beside_the_Sea.krn
",,,,densmore,yuman063.krn,,,,NaN
songs,,"No_105_Song_at_About_Midnight_(c).krn
",,,,densmore,yuman105.krn,,,,NaN
songs,,"No_6_The_Wonder-boy_and_His_Father_(a).krn
",,,,densmore,yuman006.krn,,,,NaN
songs,,"No_20_Memorial_Ceremony_Song_(a).krn
",,,,densmore,yuman020.krn,,,,NaN
songs,,"No_73_The_Dance_of_the_Blackbirds_is_Completed.krn
",,,,densmore,yuman073.krn,,,,NaN
songs,,"No_111_Closing_Song_of_the_Dance.krn
",,,,densmore,yuman111.krn,,,,NaN
songs,,"No_42_Song_When_Treating_the_Sick_(c).krn
",,,,densmore,yuman042.krn,-0.27,0.937799899086306,0.9496289041549956,-0.36
songs,,"No_22_Memorial_Ceremony_Song_(c).krn
",,,,densmore,yuman022.krn,,,,NaN
songs,,"No_96_Song_of_the_Deer_Dance.krn
",,,,densmore,yuman096.krn,,,,NaN
songs,,"No_13_Song_Concerning_the_Wild_Cat.krn
",,,,densmore,yuman013.krn,,,,NaN
songs,,"No_25_Memorial_Ceremony_Song_(f).krn
",,,,densmore,yuman025.krn,,,,NaN
songs,,"No_112_Bird_Dance_Song_(a).krn
",,,,densmore,yuman112.krn,,,,NaN
songs,,"No_95_The_Deer_is_Dancing.krn
",,,,densmore,yuman095.krn,,,,NaN
songs,,"No_44_I_Have_Arrived_in_the_Sky.krn
",,,,densmore,yuman044.krn,,,,NaN
songs,,"No_8_The_Wonder-boy_on_the_Mountain.krn
",,,,densmore,yuman008.krn,,,,NaN
songs,,"No_59_Dance_of_the_Water_Bug.krn
",,,,densmore,yuman059.krn,,,,NaN
songs,,"No_76_The_Humming_Bird_Speaks.krn
",,,,densmore,yuman076.krn,,,,NaN
songs,,"No_29_The_Superman_Grows_Weaker.krn
",,,,densmore,yuman029.krn,,,,NaN
songs,,"No_121_Song_of_Tunak_Dance_(b).mscz.xml.krn
",,,,densmore,yuman121.krn,,,,NaN
songs,,"No_3_The_Wonder-boy_Is_Born.krn
",,,,densmore,yuman003.krn,,,,NaN
songs,,"No_43_Song_When_Treating_the_Sick_(d).krn
",,,,densmore,yuman043.krn,-0.12,0.9901806393892952,0.9937885233734494,0.02
songs,,"No_126_Lullaby.krn
",,,,densmore,yuman126.krn,,,,NaN
songs,,"No_109_Song_in_the_Early_Morning_(a).krn
",,,,densmore,yuman109.krn,,,,NaN
songs,,"No_69_Song_Concerning_the_Raven.krn
",,,,densmore,yuman069.krn,,,,NaN
songs,,"No_85_The_Little_FLy.krn
",,,,densmore,yuman085.krn,,,,NaN
songs,,"No_7_The_Wonder-boy_and_His_Father_(b).krn
",,,,densmore,yuman007.krn,,,,NaN
songs,,"No_80_Song_of_the_Nighthawk_(b).krn
",,,,densmore,yuman080.krn,,,,NaN
songs,,"No_129_Song_of_Admiration.krn
",,,,densmore,yuman129.krn,,,,NaN
songs,,"No_107_Song_Concerning_the_Diver.krn
",,,,densmore,yuman107.krn,,,,NaN
songs,,"No_54_Song_to_the_Woodpecker.krn
",,,,densmore,yuman054.krn,0.03,0.9739656994884268,0.9940413204678652,0.19
songs,,"No_104_Song_at_About_Midnight_(b).krn
",,,,densmore,yuman104.krn,,,,NaN
songs,,"No_127_Why_Did_You_Cry?.krn
",,,,densmore,yuman127.krn,,,,NaN
songs,,"No_75_The_Redbird_Speaks_(b).krn
",,,,densmore,yuman075.krn,,,,NaN
songs,,"No_78_The_Redbird_and_His_Shadow.krn
",,,,densmore,yuman078.krn,,,,NaN
songs,,"No_50_White_Cloud_Demonstrates_His_Power_(a).krn
",,,,densmore,yuman050.krn,,,,NaN
songs,,"No_117_Dancing_Song_(c).krn
",,,,densmore,yuman117.krn,,,,NaN
songs,,"No_68_Song_of_the_Buzzards.krn
",,,,densmore,yuman068.krn,,,,NaN
songs,,"No_118_Dancing_Song_(d).krn
",,,,densmore,yuman118.krn,,,,NaN
songs,,"No_119_Dancing_Song_(e).krn
",,,,densmore,yuman119.krn,,,,NaN
songs,,"No_100_Song_in_the_Early_Evening_(a).krn
",,,,densmore,yuman100.krn,,,,NaN
songs,,"No_30_The_Superman_Speaks.krn
",,,,densmore,yuman030.krn,,,,NaN
songs,,"No_70_Song_Concerning_the_Deer.krn
",,,,densmore,yuman070.krn,,,,NaN
songs,,"No_116_Dancing_Song_(b).krn
",,,,densmore,yuman116.krn,0.14,0.9525640051157616,0.9624640865678542,0.04
songs,,"No_86_Voices_of_the_People.krn
",,,,densmore,yuman086.krn,,,,NaN
songs,,"No_81_Song_of_the_Nighthawk_(c).krn
",,,,densmore,yuman081.krn,,,,NaN
songs,,"No_21_Memorial_Ceremony_Song_(b).krn
",,,,densmore,yuman021.krn,,,,NaN
songs,,"No_77_The_Owl_Hooted.krn
",,,,densmore,yuman077.krn,,,,NaN
songs,,"No_101_Song_in_the_Early_Evening_(b).krn
",,,,densmore,yuman101.krn,,,,NaN
songs,,"No_82_Song_of_the_Nighthawk_(d).krn
",,,,densmore,yuman082.krn,,,,NaN
songs,,"No_17_Corn_Dance_Song_(c).krn
",,,,densmore,yuman017.krn,,,,NaN
songs,,"No_39_I_am_Going_to_Die.krn
",,,,densmore,yuman039.krn,,,,NaN
songs,,"No_106_Song_at_About_Midnight_(d).krn
",,,,densmore,yuman106.krn,,,,NaN
songs,,"No_1_I_Will_Make_a_Flute.krn
",,,,densmore,yuman001.krn,,,,NaN
songs,,"No_123_Song_of_Tunak_Dance_(d).krn
",,,,densmore,yuman123.krn,,,,NaN
songs,,"No_41_Song_When_Treating_the_Sick_(b).krn
",,,,densmore,yuman041.krn,-0.32,0.9950968084974902,0.9908187737990464,-0.33
songs,,"No_52_White_Cloud_is_Singing_in_the_Sky.krn
",,,,densmore,yuman052.krn,,,,NaN
songs,,"No_32_The_Superman_Dies.krn
",,,,densmore,yuman032.krn,,,,NaN
songs,,"No_115_Dancing_Song_(a).krn
",,,,densmore,yuman115.krn,,,,NaN
songs,,"No_62_The_Water_Bug_Stands_Upon_the_Fish.krn
",,,,densmore,yuman062.krn,,,,NaN
songs,,"No_128_Sleep,_My_Baby.krn
",,,,densmore,yuman128.krn,,,,NaN
songs,,"No_26_Memorial_Ceremony_Song_(g).krn
",,,,densmore,yuman026.krn,,,,NaN
songs,,"No_33_Coyote_Comes_to_the_Cremation_of_the_Superman.krn
",,,,densmore,yuman033.krn,,,,NaN
songs,,"No_83_Dancing_Song.krn
",,,,densmore,yuman083.krn,,,,NaN
songs,,"No_45_The_Sky_is_in_Darkness.krn
",,,,densmore,yuman045.krn,,,,NaN
songs,,"No_11_The_Wonder-boy_Meets_a_Jack_Rabbit.krn
",,,,densmore,yuman011.krn,,,,NaN
songs,,"No_35_Buzzard_Tells_the_Animals_What_to_Do.krn
",,,,densmore,yuman035.krn,,,,NaN
songs,,"No_66_The_Spider_Makes_a_Road.krn
",,,,densmore,yuman066.krn,,,,NaN
songs,,"No_88_The_Deer_and_the_Flower.krn
",,,,densmore,yuman088.krn,,,,NaN
songs,,"No_93_The_Hunt_(b).krn
",,,,densmore,yuman093.krn,,,,NaN
songs,,"No_34_Coyote_Plans_to_Seize_the_Heart.krn
",,,,densmore,yuman034.krn,,,,NaN
songs,,"No_114_Bird_Dance_Song_(c).krn
",,,,densmore,yuman114.krn,,,,NaN
songs,,"No_87_The_Deer_Are_At_Play.krn
",,,,densmore,yuman087.krn,,,,NaN
songs,,"No_99_Opening_Song_of_the_Dance.krn
",,,,densmore,yuman099.krn,,,,NaN
songs,,"No_113_Bird_Dance_Song_(b).krn
",,,,densmore,yuman113.krn,,,,NaN
songs,,"No_19_Corn_Dance_Song_(e).krn
",,,,densmore,yuman019.krn,,,,NaN
songs,,"No_72_The_Blackbirds_are_Dancing.krn
",,,,densmore,yuman072.krn,-0.31,0.9313108704057124,0.7371425401024259,-0.12
songs,,"No_79_Song_of_the_Nighthawk_(a).krn
",,,,densmore,yuman079.krn,,,,NaN
songs,,"The Yellow Start
",,,,densmore,pawnee057.krn,,,,NaN
songs,,"Our Hearts Are Set in the Heavens
",,,,densmore,pawnee064.krn,,,,NaN
songs,,"Hand Game Guessing Song (c)
",,,,densmore,pawnee042.krn,,,,NaN
songs,,"Hand Game Guessing Song (a)
",,,,densmore,pawnee040.krn,,,,NaN
songs,,"Mother is Coming
",,,,densmore,pawnee011.krn,,,,NaN
songs,,"Crow Lance Society Song
",,,,densmore,pawnee025.krn,,,,NaN
songs,,"Brown Bear's Song
",,,,densmore,pawnee037.krn,,,,NaN
songs,,"Song of Affection (a)
",,,,densmore,pawnee068.krn,,,,NaN
songs,,"The Little Rattlesnake
",,,,densmore,pawnee077.krn,,,,NaN
songs,,"Running Scout's Ghost Dance Song
",,,,densmore,pawnee058.krn,,,,NaN
songs,,"Song Concerning the Ghost Dance
",,,,densmore,pawnee059.krn,,,,NaN
songs,,"Unreal the Buffalo is Standing
",,,,densmore,pawnee009.krn,,,,NaN
songs,,"I Hear the Sound of a Child Crying
",,,,densmore,pawnee047.krn,,,,NaN
songs,,"Song of Affection (b)
",,,,densmore,pawnee069.krn,,,,NaN
songs,,"Hand Game Guessing Song (g)
",,,,densmore,pawnee046.krn,,,,NaN
songs,,"You Need Not Fear the Horse
",,,,densmore,pawnee078.krn,,,,NaN
songs,,"The Waves of Dust
",,,,densmore,pawnee008.krn,,,,NaN
songs,,"The Band of the Dead Is Coming
",,,,densmore,pawnee010.krn,,,,NaN
songs,,"Bear Dance Song (d)
",,,,densmore,pawnee020.krn,,,,NaN
songs,,"Ghost Dance Song (c)
",,,,densmore,pawnee055.krn,,,,NaN
songs,,"He Comes
",,,,densmore,pawnee034.krn,,,,NaN
songs,,"Song Concerning Iron Shirt
",,,,densmore,pawnee031.krn,,,,NaN
songs,,"Father Gave Me a Pipe
",,,,densmore,pawnee085.krn,,,,NaN
songs,,"Song of a Warrior's Wife
",,,,densmore,pawnee070.krn,,,,NaN
songs,,"A Woman Welcomes the Warriors
",,,,densmore,pawnee035.krn,,,,NaN
songs,,"Song to Comfort a Child's Grief
",,,,densmore,pawnee082.krn,,,,NaN
songs,,"Yonder the Smoke Was Standing
",,,,densmore,pawnee005.krn,,,,NaN
songs,,"The Buffalo Are Coming
",,,,densmore,pawnee007.krn,,,,NaN
songs,,"Everything Will Be Right
",,,,densmore,pawnee080.krn,,,,NaN
songs,,"A Poor Man's Prayer
",,,,densmore,pawnee079.krn,,,,NaN
songs,,"My Trust is in Mother Corn
",,,,densmore,pawnee067.krn,,,,NaN
songs,,"Song as the Boys Flew Away
",,,,densmore,pawnee076.krn,,,,NaN
songs,,"Song of the Strange Little Boy
",,,,densmore,pawnee075.krn,,,,NaN
songs,,"Song Received from a Dead Relative
",,,,densmore,pawnee084.krn,,,,NaN
songs,,"Women's War Song
",,,,densmore,pawnee038.krn,,,,NaN
songs,,"Ghost Dance Song (a)
",,,,densmore,pawnee053.krn,,,,NaN
songs,,"It Is Mine, This Country Wide
",,,,densmore,pawnee030.krn,,,,NaN
