Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,Beta_new
songs,,"Song of Pretended Search
",,,"2
",densmore,sioux002.krn,,,,NaN
songs,,"In a Sacred Manner I Live
",,,"77
",densmore,sioux077.krn,,,,NaN
songs,,"Toward Them I Walk
",,,"54
",densmore,sioux054.krn,,,,NaN
songs,,"It Is I, Myself
",,,"170
",densmore,sioux170.krn,,,,NaN
songs,,"His Horses He Granted Me
",,,"131
",densmore,sioux131.krn,,,,NaN
songs,,"Horses Are Coming
",,,"110
",densmore,sioux110.krn,,,,NaN
songs,,"Song of the Buffalo Hunt (a)
",,,"180
",densmore,sioux180.krn,,,,NaN
songs,,"I Struck the Enemy
",,,"173
",densmore,sioux173.krn,,,,NaN
songs,,"He Is Returning
",,,"146
",densmore,sioux146.krn,,,,NaN
songs,,"Song of the Elk Society
",,,"104
",densmore,sioux104.krn,,,,NaN
songs,,"When I Came You Cried
",,,"172
",densmore,sioux172.krn,,,,NaN
songs,,"Song of the Camp
",,,"135
",densmore,sioux135.krn,,,,NaN
songs,,"I Have Been Helping
",,,"236
",densmore,sioux236.krn,,,,NaN
songs,,"An Appeal to the Bear
",,,"87
",densmore,sioux087.krn,,,,NaN
songs,,"Song of the Moccasin Game (e)
",,,"210
",densmore,sioux210.krn,,,,NaN
songs,,"Father, Sing to Me
",,,"73
",densmore,sioux073.krn,,,,NaN
songs,,"Song of the Famine
",,,"240
",densmore,sioux240.krn,,,,NaN
songs,,"A Blacktail Deer
",,,"56
",densmore,sioux056.krn,,,,NaN
songs,,"The Sunrise
",,,"79
",densmore,sioux079.krn,,,,NaN
songs,,"In the North
",,,"97
",densmore,sioux097.krn,,,,NaN
songs,,"Dancing Song (f)
",,,"34
",densmore,sioux034.krn,,,,NaN
songs,,"Song of Little Girl's Play (a)
",,,"215
",densmore,sioux215.krn,,,,NaN
songs,,"When a Horse Neighs
",,,"109
",densmore,sioux109.krn,,,,NaN
songs,,"Noon Song
",,,"24
",densmore,sioux024.krn,,,,NaN
songs,,"Song of the White Horse Riders (b)
",,,"124
",densmore,sioux124.krn,,,,NaN
songs,,"I Am Sitting
",,,"82
",densmore,sioux082.krn,,,,NaN
songs,,"Song of the Braves' dance
",,,"6
",densmore,sioux006.krn,,,,NaN
songs,,"Song of the Moccasin Game (f)
",,,"211
",densmore,sioux211.krn,,,,NaN
songs,,"See My Desire
",,,"141
",densmore,sioux141.krn,,,,NaN
songs,,"Take Fresh Courage
",,,"223
",densmore,sioux223.krn,,,,NaN
songs,,"Dancing Song (b)
",,,"30
",densmore,sioux030.krn,,,,NaN
songs,,"I Fear Not
",,,"185
",densmore,sioux185.krn,,,,NaN
songs,,"I Expect to Give Something
",,,"221
",densmore,sioux221.krn,,,,NaN
songs,,"Song of Sitting Bull (a)
",,,"193
",densmore,sioux193.krn,,,,NaN
songs,,"Behold the Dawn
",,,"80
",densmore,sioux080.krn,,,,NaN
songs,,"Ceremonial Song of the Miwatani
",,,"122
",densmore,sioux122.krn,,,,NaN
songs,,"May I Be There
",,,"156
",densmore,sioux156.krn,,,,NaN
songs,,"Song of the Buffalo Hunt (c)
",,,"182
",densmore,sioux182.krn,,,,NaN
songs,,"I Made It Walk
",,,"52
",densmore,sioux052.krn,,,,NaN
songs,,"Two War Parties
",,,"175
",densmore,sioux175.krn,,,,NaN
songs,,"Song of the Return of the Young Men
",,,"10
",densmore,sioux010.krn,,,,NaN
songs,,"Adventures I Seek
",,,"130
",densmore,sioux130.krn,,,,NaN
songs,,"Dancing Song (g)
",,,"35
",densmore,sioux035.krn,,,,NaN
songs,,"They Move With a Purpose
",,,"65
",densmore,sioux065.krn,,,,NaN
songs,,"These Are My Spies
",,,"69
",densmore,sioux069.krn,,,,NaN
songs,,"Song of the Elks
",,,"46
",densmore,sioux046.krn,,,,NaN
songs,,"When You Return
",,,"151b
",densmore,sioux151b.krn,,,,NaN
songs,,"Song Sung after Raising the Sacred Pole (c)
",,,"16
",densmore,sioux016.krn,,,,NaN
songs,,"Chasing, They Walked
",,,"112
",densmore,sioux112.krn,,,,NaN
songs,,"The Earth Only Endures
",,,"142
",densmore,sioux142.krn,,,,NaN
songs,,"Song Concerning War Paint
",,,"138
",densmore,sioux138.krn,,,,NaN
songs,,"Song of the Shuffling-feet Dance
",,,"201
",densmore,sioux201.krn,,,,NaN
songs,,"Song in Honor of Gabriel Renville (b)
",,,"190
",densmore,sioux190.krn,,,,NaN
songs,,"Song Concerning White Butterfly
",,,"147
",densmore,sioux147.krn,,,,NaN
songs,,"With Dauntless Courage
",,,"7
",densmore,sioux007.krn,,,,NaN
songs,,"A Root of Herb
",,,"113
",densmore,sioux113.krn,,,,NaN
songs,,"Song of the Departure of the Young Men
",,,"9
",densmore,sioux009.krn,,,,NaN
songs,,"Song of the Badger Society (b)
",,,"121
",densmore,sioux121.krn,,,,NaN
songs,,"An Elk Am I
",,,"107
",densmore,sioux107.krn,,,,NaN
songs,,"Song Preceding Treatment of Fractures
",,,"86
",densmore,sioux086.krn,,,,NaN
songs,,"My Horse Flies like a Bird
",,,"108
",densmore,sioux108.krn,,,,NaN
songs,,"At the Wind Center I Stand
",,,"137
",densmore,sioux137.krn,,,,NaN
songs,,"A Short Time
",,,"231
",densmore,sioux231.krn,,,,NaN
songs,,"Clear the Way, I Come
",,,"136
",densmore,sioux136.krn,,,,NaN
songs,,"Song in Honor of Onihang
",,,"150
",densmore,sioux150.krn,,,,NaN
songs,,"Song in Honor of Red Fish
",,,"192
",densmore,sioux192.krn,,,,NaN
songs,,"Black Face-paint He Grants Me
",,,"27
",densmore,sioux027.krn,,,,NaN
songs,,"Love Song (a)
",,,"233
",densmore,sioux233.krn,,,,NaN
songs,,"Dancing Song (d)
",,,"32
",densmore,sioux032.krn,,,,NaN
songs,,"Northward They Are Walking
",,,"95
",densmore,sioux095.krn,,,,NaN
songs,,"Those Are Not My Interest
",,,"125a
",densmore,sioux125a.krn,,,,NaN
songs,,"You May Go on the Warpath
",,,"151
",densmore,sioux151a.krn,,,,NaN
songs,,"The Poor Are Many
",,,"220
",densmore,sioux220.krn,,,,NaN
songs,,"Song of the Grass Dance (b)
",,,"197
",densmore,sioux197.krn,,,,NaN
songs,,"Prancing They Come
",,,"111
",densmore,sioux111.krn,,,,NaN
songs,,"In a Sacred Manner I Return
",,,"42
",densmore,sioux042.krn,,,,NaN
songs,,"They Are Charging Them
",,,"195
",densmore,sioux195.krn,,,,NaN
songs,,"Against the Wind
",,,"99
",densmore,sioux099.krn,,,,NaN
songs,,"Begging Song
",,,"205
",densmore,sioux205.krn,,,,NaN
songs,,"Opening Song of the Sun Dance (b)
",,,"20
",densmore,sioux020.krn,,,,NaN
songs,,"Watch Your Horses
",,,"127
",densmore,sioux127.krn,,,,NaN
songs,,"Song for Securing Fair Weather
",,,"4
",densmore,sioux004.krn,,,,NaN
songs,,"I Look for Them
",,,"179
",densmore,sioux179.krn,,,,NaN
songs,,"Sister, I Bring You a Horse
",,,"176
",densmore,sioux176.krn,,,,NaN
songs,,"Song of the Strong Heart Society (a)
",,,"116
",densmore,sioux116.krn,,,,NaN
songs,,"Song of the Moccasin Game (d)
",,,"209
",densmore,sioux209.krn,,,,NaN
songs,,"Tremble, O Tribe of the Enemy
",,,"139
",densmore,sioux139.krn,,,,NaN
songs,,"Song To Secure Buffalo in Time of Famine
",,,"183
",densmore,sioux183.krn,,,,NaN
songs,,"I Look for Him in Vain
",,,"152
",densmore,sioux152.krn,,,,NaN
songs,,"Song of the Ticketless Society
",,,"237
",densmore,sioux237.krn,,,,NaN
songs,,"Those Hills I Trod Upon
",,,"132a
",densmore,sioux132a.krn,,,,NaN
songs,,"I Sing for the Animals
",,,"61
",densmore,sioux061.krn,,,,NaN
songs,,"Opening Song of the Sun Dance (a)
",,,"19
",densmore,sioux019.krn,,,,NaN
songs,,"Song of Self-reliance
",,,"177
",densmore,sioux177.krn,,,,NaN
songs,,"Those Are Not My Interest
",,,"125b
",densmore,sioux125b.krn,,,,NaN
songs,,"Learn the Songs of Victory
",,,"149
",densmore,sioux149.krn,,,,NaN
songs,,"You Have Relied Upon Me
",,,"235
",densmore,sioux235.krn,,,,NaN
songs,,"Song of the Moccasin Game (a)
",,,"206
",densmore,sioux206.krn,,,,NaN
songs,,"He Comes to Attack
",,,"58
",densmore,sioux058.krn,,,,NaN
songs,,"One of Them Will Be Killed
",,,"168
",densmore,sioux168.krn,,,,NaN
songs,,"Song of Victory over the Sacred Pole
",,,"12
",densmore,sioux012.krn,,,,NaN
songs,,"Song Concerning a Message from Washington
",,,"239
",densmore,sioux239.krn,,,,NaN
songs,,"Sitting Bull's Medicine Song (a)
",,,"91
",densmore,sioux091.krn,,,,NaN
songs,,"Owls Hooting
",,,"47
",densmore,sioux047.krn,,,,NaN
songs,,"Where the Wind Is Blowing
",,,"51
",densmore,sioux051.krn,,,,NaN
songs,,"Song of the Moccasin Game (c)
",,,"208
",densmore,sioux208.krn,,,,NaN
songs,,"I Wish To Do My Part
",,,"186
",densmore,sioux186.krn,,,,NaN
songs,,"I Donated a Horse
",,,"229
",densmore,sioux229.krn,,,,NaN
songs,,"Song of the Strong Heart Society (c)
",,,"118
",densmore,sioux118.krn,,,,NaN
songs,,"The White Horse Riders Said This
",,,"224
",densmore,sioux224.krn,,,,NaN
songs,,"Captives I Am Bringing
",,,"166
",densmore,sioux166.krn,,,,NaN
songs,,"Song of the White Horse Riders (a)
",,,"123
",densmore,sioux123.krn,,,,NaN
songs,,"Song in Honor of John Grass
",,,"191
",densmore,sioux191.krn,,,,NaN
songs,,"Even the Eagle Dies
",,,"164
",densmore,sioux164.krn,,,,NaN
songs,,"I Am the Fox
",,,"178
",densmore,sioux178.krn,,,,NaN
songs,,"Song of the Grass Dance (a)
",,,"196
",densmore,sioux196.krn,,,,NaN
songs,,"Song Concerning Sitting Crow
",,,"158
",densmore,sioux158.krn,,,,NaN
songs,,"Song of Sitting Bull (b)
",,,"194
",densmore,sioux194.krn,,,,NaN
songs,,"Wolf Song
",,,"133b
",densmore,sioux133b.krn,,,,NaN
songs,,"They Deserted Their Leader
",,,"167
",densmore,sioux167.krn,,,,NaN
songs,,"Worthy of Reverence
",,,"63
",densmore,sioux063.krn,,,,NaN
songs,,"A Night Is Different
",,,"162
",densmore,sioux162.krn,,,,NaN
songs,,"Dancing Song (c)
",,,"31
",densmore,sioux031.krn,,,,NaN
songs,,"These Are Good
",,,"84
",densmore,sioux084.krn,,,,NaN
songs,,"We Will Eat
",,,"83
",densmore,sioux083.krn,,,,NaN
songs,,"A Prairie Fire
",,,"157
",densmore,sioux157.krn,,,,NaN
songs,,"Buffalo Society Song (a)
",,,"101
",densmore,sioux101.krn,,,,NaN
songs,,"Song of the Night Dance
",,,"203
",densmore,sioux203.krn,,,,NaN
songs,,"Song of Healing
",,,"90
",densmore,sioux090.krn,,,,NaN
songs,,"He Lies Over There
",,,"148
",densmore,sioux148.krn,,,,NaN
songs,,"I Intend to Take His Horses
",,,"169
",densmore,sioux169.krn,,,,NaN
songs,,"From Whence the Winds Blow
",,,"75
",densmore,sioux075.krn,,,,NaN
songs,,"I Wish to Roam
",,,"161
",densmore,sioux161.krn,,,,NaN
songs,,"Song at Sunrise
",,,"36
",densmore,sioux036.krn,,,,NaN
songs,,"The Horsemen in the Cloud
",,,"37
",densmore,sioux037.krn,,,,NaN
songs,,"Song of the Grass Dance (c)
",,,"198
",densmore,sioux198.krn,,,,NaN
songs,,"Song in Honor of Gabriel Renville (a)
",,,"189
",densmore,sioux189.krn,,,,NaN
songs,,"Song of the Bear
",,,"88
",densmore,sioux088.krn,,,,NaN
songs,,"Dancing Song (e)
",,,"33
",densmore,sioux033.krn,,,,NaN
songs,,"I Come
",,,"100
",densmore,sioux100.krn,,,,NaN
songs,,"Song of the Fox Society (a)
",,,"114
",densmore,sioux114.krn,,,,NaN
songs,,"Song in Time of Danger
",,,"39
",densmore,sioux039.krn,,,,NaN
songs,,"Song Sung after Raising the Sacred Pole (a)
",,,"14
",densmore,sioux014.krn,,,,NaN
songs,,"Song of the Moccasin Game (b)
",,,"207
",densmore,sioux207.krn,,,,NaN
songs,,"Song of Cutting the Sacred Pole
",,,"11
",densmore,sioux011.krn,,,,NaN
songs,,"Song of the Strong Heart Society (d)
",,,"119
",densmore,sioux119.krn,,,,NaN
songs,,"Friends, Go On
",,,"128
",densmore,sioux128.krn,,,,NaN
songs,,"I Have Caused Them to Roam
",,,"68
",densmore,sioux068.krn,,,,NaN
songs,,"A Wolf I Considered Myself
",,,"129
",densmore,sioux129.krn,,,,NaN
songs,,"Song of the Badger Society (a)
",,,"120
",densmore,sioux120.krn,,,,NaN
songs,,"Those Hills I Trod Upon
",,,"132c
",densmore,sioux132c.krn,,,,NaN
songs,,"Song of Little Girl's Play (b)
",,,"216
",densmore,sioux216.krn,,,,NaN
songs,,"Those Hills I Trod Upon
",,,"132b
",densmore,sioux132b.krn,,,,NaN
songs,,"Begging Song of the Old Women
",,,"204
",densmore,sioux204.krn,,,,NaN
songs,,"Love Song (b)
",,,"234
",densmore,sioux234.krn,,,,NaN
songs,,"Like a Wolf I Roam
",,,"126
",densmore,sioux126.krn,,,,NaN
songs,,"Song of the Buffalo Hunt (b)
",,,"181
",densmore,sioux181.krn,,,,NaN
songs,,"Come
",,,"232
",densmore,sioux232.krn,,,,NaN
songs,,"Two White Buffalo
",,,"222
",densmore,sioux222.krn,,,,NaN
songs,,"I Am Required to Roam
",,,"70
",densmore,sioux070.krn,,,,NaN
songs,,"Song Concerning the Sun and Moon
",,,"25
",densmore,sioux025.krn,,,,NaN
songs,,"Something Sacred I Wear
",,,"105
",densmore,sioux105.krn,,,,NaN
songs,,"Horses I Seek
",,,"171
",densmore,sioux171.krn,,,,NaN
songs,,"Their Votes Could Be Heard
",,,"98
",densmore,sioux098.krn,,,,NaN
songs,,"A Wind
",,,"41
",densmore,sioux041.krn,,,,NaN
songs,,"No_79_Bird_Dance_Song_(b).krn
",,,,densmore,seminole079.krn,,,,NaN
songs,,"No_175_Steal_Partner_Dance_Song_(d).krn
",,,,densmore,seminole175.krn,,,,NaN
songs,,"No_233_Song_Concerning_the_Removal_of_the_Seminole_to_Oklahoma_(b).krn
",,,,densmore,seminole233.krn,,,,NaN
songs,,"No_193_Drunken_Dance_Song_(a).krn
",,,,densmore,seminole193.krn,,,,NaN
songs,,"No_160_Switchgrass_Dance_Song_(j).krn
",,,,densmore,seminole160.krn,,,,NaN
songs,,"No_232_Song_Concerning_the_Removal_of_the_Seminole_to_Oklahoma_(a).krn
",,,,densmore,seminole232.krn,,,,NaN
songs,,"No_21_Corn_Dance_Song_(k).krn
",,,,densmore,seminole021.krn,,,,NaN
songs,,"No_235_Song_to_a_Motherless_Boy.krn
",,,,densmore,seminole235.krn,,,,NaN
songs,,"No_139_Sandhill_Crane_Dance_Song_(c).krn
",,,,densmore,seminole139.krn,,,,NaN
songs,,"No_82_Bird_Dance_Song_(e).krn
",,,,densmore,seminole082.krn,,,,NaN
songs,,"No_102_Stomp_Dance_Song_(d).krn
",,,,densmore,seminole102.krn,,,,NaN
songs,,"No_177_Steal_Partner_Dance_Song_(f).krn
",,,,densmore,seminole177.krn,,,,NaN
songs,,"No_65_Alligator_Dance_Song_(b)_.krn
",,,,densmore,seminole065.krn,,,,NaN
songs,,"No_30_Cypress_Swamp_Hunting_Dance_Song_(e).krn
",,,,densmore,seminole030.krn,,,,NaN
songs,,"No_137_Sandhill_Crane_Dance_Song_(a).krn
",,,,densmore,seminole137.krn,,,,NaN
songs,,"No_9_Corn_Dance_Song_(e).krn
",,,,densmore,seminole009.krn,,,,NaN
songs,,"No_181_Song_of_an_Old_Dance_(d).krn
",,,,densmore,seminole181.krn,,,,NaN
songs,,"No_205_Song_for_Bringing_a_Child_into_the_World.krn
",,,,densmore,seminole205.krn,,,,NaN
songs,,"No_45_Cow_Creek_Hunting_Dance_Song_(l).krn
",,,,densmore,seminole045.krn,,,,NaN
songs,,"No_29_Cypress_Swamp_Hunting_Dance_Song_(d).krn
",,,,densmore,seminole029.krn,,,,NaN
songs,,"No_94_Chicken_Dance_Song_(c).krn
",,,,densmore,seminole094.krn,,,,NaN
songs,,"No_53_Cow_Creek_Hunting_Dance_Song_(t).krn
",,,,densmore,seminole053.krn,,,,NaN
songs,,"No_218_Ball_Game_Song_(a).krn
",,,,densmore,seminole218.krn,,,,NaN
songs,,"No_99_Stomp_Dance_Song_(a).krn
",,,,densmore,seminole099.krn,,,,NaN
songs,,"No_202_Little_Boys'_Dance.krn
",,,,densmore,seminole202.krn,,,,NaN
songs,,"No_226_Ball_Game_Song_(i).krn
",,,,densmore,seminole226.krn,,,,NaN
songs,,"No_239_Drinking_Song_(c).krn
",,,,densmore,seminole239.krn,,,,NaN
songs,,"No_191_Crawfish_Dance_Song_(b).krn
",,,,densmore,seminole191.krn,,,,NaN
songs,,"No_127_Catfish_Dance_Song_(a).krn
",,,,densmore,seminole127.krn,,,,NaN
songs,,"No_197_Skunk_Dance_Song_(a).krn
",,,,densmore,seminole197.krn,,,,NaN
songs,,"No_35_Cow_Creek_Hunting_Dance_Song_(b).krn
",,,,densmore,seminole035.krn,,,,NaN
songs,,"No_164_Hair_Dance_Song_(b).krn
",,,,densmore,seminole164.krn,,,,NaN
songs,,"No_76_Lizard_Dance_Song_(a).krn
",,,,densmore,seminole076.krn,,,,NaN
songs,,"No_61_Calusa_Hunting_Dance_Song_(e).krn
",,,,densmore,seminole061.krn,,,,NaN
songs,,"No_81_Bird_Dance_Song_(d).krn
",,,,densmore,seminole081.krn,,,,NaN
songs,,"No_54_Cow_Creek_Hunting_Dance_Song_(u).krn
",,,,densmore,seminole054.krn,,,,NaN
songs,,"No_10_Corn_Dance_Song_(f).krn
",,,,densmore,seminole010.krn,,,,NaN
songs,,"No_123_Quail_Dance_Song_(b).krn
",,,,densmore,seminole123.krn,,,,NaN
songs,,"No_133_Whooping_Crane_Dance_Song_(a).krn
",,,,densmore,seminole133.krn,,,,NaN
songs,,"No_67_Alligator_Dance_Song_(c).krn
",,,,densmore,seminole067.krn,,,,NaN
songs,,"No_130_Catfish_Dance_Song_(d).krn
",,,,densmore,seminole130.krn,,,,NaN
songs,,"No_178_Song_of_an_Old_Dance_(a).krn
",,,,densmore,seminole178.krn,,,,NaN
songs,,"No_68_Alligator_Dance_Song_(d).krn
",,,,densmore,seminole068.krn,,,,NaN
songs,,"No_214_We_Are_Going_to_Hunt.krn
",,,,densmore,seminole214.krn,,,,NaN
songs,,"No_104_Stomp_Dance_Song_(f).krn
",,,,densmore,seminole104.krn,,,,NaN
songs,,"No_194_Drunken_Dance_Song_(b).krn
",,,,densmore,seminole194.krn,,,,NaN
songs,,"No_55_Cow_Creek_Hunting_Dance_Song_(v).krn
",,,,densmore,seminole055.krn,,,,NaN
songs,,"No_39_Cow_Creek_Hunting_Dance_Song_(f).krn
",,,,densmore,seminole039.krn,,,,NaN
songs,,"No_25_Calusa_Corn_Dance_Song.krn
",,,,densmore,seminole025.krn,0.15,0.9566544823944588,0.8033144785748516,0.22
songs,,"No_211_They_Are_Feeding.krn
",,,,densmore,seminole211.krn,,,,NaN
songs,,"No_51_Cow_Creek_Hunting_Dance_Song_(r).krn
",,,,densmore,seminole051.krn,,,,NaN
songs,,"No_192_Crawfish_Dance_Song_(c).krn
",,,,densmore,seminole192.krn,,,,NaN
songs,,"No_97_Black_Grass_Dance_Song_(b).krn
",,,,densmore,seminole097.krn,,,,NaN
songs,,"No_23_Corn_Dance_Song_(m).krn
",,,,densmore,seminole023.krn,,,,NaN
songs,,"No_199_Lightningbug_Dance_Song.krn
",,,,densmore,seminole199.krn,,,,NaN
songs,,"No_212_The_Old_Bear_Makes_a_Noise.krn
",,,,densmore,seminole212.krn,,,,NaN
songs,,"No_142_Screech_Owl_Dance_Song_(b).krn
",,,,densmore,seminole142.krn,,,,NaN
songs,,"No_100_Stomp_Dance_Song_(b).krn
",,,,densmore,seminole100.krn,,,,NaN
songs,,"No_171_Two-direction_Dance_Song_(c).krn
",,,,densmore,seminole171.krn,,,,NaN
songs,,"No_85_Bird_Dance_Song_(h).krn
",,,,densmore,seminole085.krn,,,,NaN
songs,,"No_73_Alligator_Dance_Song_(i).krn
",,,,densmore,seminole073.krn,,,,NaN
songs,,"No_215_We_Are_Tying_up_the_Dead_Animal.krn
",,,,densmore,seminole215.krn,,,,NaN
songs,,"No_87_Bird_Dance_Song_(j).krn
",,,,densmore,seminole087.krn,,,,NaN
songs,,"No_168_Hair_Dance_Song_(f).krn
",,,,densmore,seminole168.krn,,,,NaN
songs,,"No_126_Buzzard_Dance_Song_(b).krn
",,,,densmore,seminole126.krn,,,,NaN
songs,,"No_241_Song_of_Friendship_(b).krn
",,,,densmore,seminole241.krn,,,,NaN
songs,,"No_92_Chicken_Dance_Song_(a).krn
",,,,densmore,seminole092.krn,,,,NaN
songs,,"No_31_Cypress_Swamp_Hunting_Dance_Song_(f).krn
",,,,densmore,seminole031.krn,,,,NaN
songs,,"No_179_Song_of_an_Old_Dance_(b).krn
",,,,densmore,seminole179.krn,,,,NaN
songs,,"No_13_Buffalo_Dance_Song_(e).krn
",,,,densmore,seminole013.krn,,,,NaN
songs,,"No_8_Corn_Dance_Song_(d).krn
",,,,densmore,seminole008.krn,,,,NaN
songs,,"No_180_Song_of_an_Old_Dance_(c).krn
",,,,densmore,seminole180.krn,,,,NaN
songs,,"No_22_Corn_Dance_Song_(l).krn
",,,,densmore,seminole022.krn,,,,NaN
songs,,"No_43_Cow_Creek_Hunting_Dance_Song_(j).krn
",,,,densmore,seminole043.krn,,,,NaN
songs,,"No_173_Steal_Partner_Dance_Song_(b).krn
",,,,densmore,seminole173.krn,,,,NaN
songs,,"No_117_Hinata_Dance_Song_(m).krn
",,,,densmore,seminole117.krn,,,,NaN
songs,,"No_3_Buffalo_Dance_Song_(c).krn
",,,,densmore,seminole003.krn,,,,NaN
songs,,"No_169_Two-direction_Dance_Song_(a).krn
",,,,densmore,seminole169.krn,,,,NaN
songs,,"No_105_Hinata_Dance_Song_(a).krn
",,,,densmore,seminole105.krn,,,,NaN
songs,,"No_98_Black_Grass_Dance_Song_(c).krn
",,,,densmore,seminole098.krn,,,,NaN
songs,,"No_221_Ball_Game_Song_(d).krn
",,,,densmore,seminole221.krn,,,,NaN
songs,,"No_122_Quail_Dance_Song_(a).krn
",,,,densmore,seminole122.krn,,,,NaN
songs,,"No_146_Fox_Dance_Song_(a).krn
",,,,densmore,seminole146.krn,,,,NaN
songs,,"No_182_Old_Man's_Dance_Song_(a).krn
",,,,densmore,seminole182.krn,,,,NaN
songs,,"No_129_Catfish_Dance_Song_(c).krn
",,,,densmore,seminole129.krn,,,,NaN
songs,,"No_151_Switchgrass_Dance_Song_(a).krn
",,,,densmore,seminole151.krn,,,,NaN
songs,,"No_132_Turkey_Dance_Song.krn
",,,,densmore,seminole132.krn,,,,NaN
songs,,"No_227_Ball_Game_Song_(j).krn
",,,,densmore,seminole227.krn,,,,NaN
songs,,"No_196_Drunken_Dance_Song_(d).krn
",,,,densmore,seminole196.krn,,,,NaN
songs,,"No_112_Hinata_Dance_Song_(h).krn
",,,,densmore,seminole112.krn,,,,NaN
songs,,"No_138_Sandhill_Crane_Dance_Song_(b).krn
",,,,densmore,seminole138.krn,,,,NaN
songs,,"No_136_Whooping_Crane_Dance_Song_(d).krn
",,,,densmore,seminole136.krn,,,,NaN
songs,,"No_101_Stomp_Dance_Song_(c).krn
",,,,densmore,seminole101.krn,,,,NaN
songs,,"No_190_Crawfish_Dance_Song_(a).krn
",,,,densmore,seminole190.krn,,,,NaN
songs,,"No_134_Whooping_Crane_Dance_Song_(b).krn
",,,,densmore,seminole134.krn,,,,NaN
songs,,"No_158_Switchgrass_Dance_Song_(h).krn
",,,,densmore,seminole158.krn,,,,NaN
songs,,"No_120_Hinata_Dance_Song_(p).krn
",,,,densmore,seminole120.krn,,,,NaN
songs,,"No_183_Old_Man's_Dance_Song_(b).krn
",,,,densmore,seminole183.krn,,,,NaN
songs,,"No_83_Bird_Dance_Song_(f).krn
",,,,densmore,seminole083.krn,,,,NaN
songs,,"No_106_Hinata_Dance_Song_(b).krn
",,,,densmore,seminole106.krn,,,,NaN
songs,,"No_206_The_White_Sun-Lady_-_part_2..krn
",,,,densmore,seminole206.krn,,,,NaN
songs,,"No_46_Cow_Creek_Hunting_Dance_Song_(m).krn
",,,,densmore,seminole046.krn,,,,NaN
songs,,"No_201_""Little_Fish""_Dance.krn
",,,,densmore,seminole201.krn,,,,NaN
songs,,"No_135_Whooping_Crane_Dance_Song_(c).krn
",,,,densmore,seminole135.krn,,,,NaN
songs,,"No_200_""Little_Bug""_Dance_Song.krn
",,,,densmore,seminole200.krn,,,,NaN
songs,,"No_36_Cow_Creek_Hunting_Dance_Song_(c).krn
",,,,densmore,seminole036.krn,,,,NaN
songs,,"No_217_Feeding_the_Fire_(d).krn
",,,,densmore,seminole217.krn,,,,NaN
songs,,"No_144_Screech_Owl_Dance_Song_(d).krn
",,,,densmore,seminole144.krn,,,,NaN
songs,,"No_64_Alligator_Dance_Song_(a).krn
",,,,densmore,seminole064.krn,,,,NaN
songs,,"No_34_Cow_Creek_Hunting_Dance_Song_(a).krn
",,,,densmore,seminole034.krn,,,,NaN
songs,,"No_208_Song_for_Success_in_Hunting_(a).krn
",,,,densmore,seminole208.krn,,,,NaN
songs,,"No_33_Cypress_Swamp_Hunting_Dance_Song_(h).krn
",,,,densmore,seminole033.krn,,,,NaN
songs,,"No_71_Alligator_Dance_Song_(g).krn
",,,,densmore,seminole071.krn,,,,NaN
songs,,"No_189_Snake_Dance_Song_(b).krn
",,,,densmore,seminole189.krn,,,,NaN
songs,,"No_44_Cow_Creek_Hunting_Dance_Song_(k).krn
",,,,densmore,seminole044.krn,,,,NaN
songs,,"No_74_Baby_Alligator_Dance_Song_(a).krn
",,,,densmore,seminole074.krn,,,,NaN
songs,,"No_50_Cow_Creek_Hunting_Dance_Song_(q).krn
",,,,densmore,seminole050.krn,,,,NaN
songs,,"No_121_Hinata_Dance_Song_(q).krn
",,,,densmore,seminole121.krn,,,,NaN
songs,,"No_131_Catfish_Dance_Song_(e).krn
",,,,densmore,seminole131.krn,,,,NaN
songs,,"No_60_Calusa_Hunting_Dance_Song_(d).krn
",,,,densmore,seminole060.krn,,,,NaN
songs,,"No_95_Chicken_Dance_Song_(d).krn
",,,,densmore,seminole095.krn,,,,NaN
songs,,"No_176_Steal_Partner_Dance_Song_(e).krn
",,,,densmore,seminole176.krn,,,,NaN
songs,,"No_42_Cow_Creek_Hunting_Dance_Song_(i).krn
",,,,densmore,seminole042.krn,,,,NaN
songs,,"No_72_Alligator_Dance_Song_(h).krn
",,,,densmore,seminole072.krn,,,,NaN
songs,,"No_88_Bird_Dance_Song_(k).krn
",,,,densmore,seminole088.krn,,,,NaN
songs,,"No_209_It_Moves_about_as_it_Feeds.krn
",,,,densmore,seminole209.krn,,,,NaN
songs,,"No_28_Cypress_Swamp_Hunting_Dance_Song_(c).krn
",,,,densmore,seminole028.krn,,,,NaN
songs,,"No_237_Drinking_Song_(a).krn
",,,,densmore,seminole237.krn,,,,NaN
songs,,"No_118_Hinata_Dance_Song_(n).krn
",,,,densmore,seminole118.krn,,,,NaN
songs,,"No_187_Old_Man's_Dance_SOng_(f).krn
",,,,densmore,seminole187.krn,,,,NaN
songs,,"No_91_Bird_Dance_Song_(n).krn
",,,,densmore,seminole091.krn,,,,NaN
songs,,"No_125_Buzzard_Dance_Song_(a).krn
",,,,densmore,seminole125.krn,,,,NaN
