piece_id,gamma,g_obs,shuff_g_mean,shuff_g_var,shuff_g_std,Z_g
7,7,0.023669193041952252,0.0008750204442600928,0.0001524816099458071,0.01234834442124964,1.8459294477133974
7,8,0.02290109261394291,-0.0007625147213544825,0.0003289556279358802,0.018137133950431095,1.3047048888744044
7,9,0.015194908964939913,-0.0034023449899311126,0.000834428371176861,0.028886473844636367,0.643804919039094
7,10,0.006784521132031984,-0.003124876364636264,0.0018484332302659639,0.04299340914914708,0.23048643252020026
8,1,0.31237309206368646,-0.00046269128486923475,2.5396895487486865e-05,0.005039533260877129,62.07634063597921
8,2,0.05863245238825521,-2.139269480868141e-05,2.538063280562749e-05,0.005037919491777086,11.642473679620913
8,3,0.0031647953191632494,-0.0007411538265355555,3.3224031802429294e-05,0.005764029129214155,0.6776421593537864
8,4,0.0003272933530996669,-0.00011544785971886536,3.569993775180239e-05,0.005974942489413801,0.07409966097631333
8,5,-0.00885474156182231,-0.0007983259077994597,5.187650484960784e-05,0.00720253461287121,-1.1185528549388324
8,6,-0.0019368600363578459,-0.00021410451090899305,7.624315932771634e-05,0.008731732893745453,-0.1972982392398723
8,7,0.02083157765651844,-0.000673234066102842,0.00012273258102215258,0.01107847376772417,1.941134868710257
8,8,0.002372724528813097,-5.308143074662689e-05,0.0002131422960948224,0.014599393689288004,0.16615799335143674
8,9,0.008946407437749104,-0.002059063260063836,0.00045197122030281577,0.021259614773151834,0.5176702783773597
8,10,0.0001058107750637749,-0.0017033218571019533,0.0007849584590373669,0.028017110112168366,0.06457242109991877
9,1,0.3272965336610184,-4.506581286031282e-05,1.9160075873400027e-05,0.004377222392499612,74.78294912197741
9,2,0.06109792846765649,-0.0005243731710440936,1.9573268931320627e-05,0.0044241687277183075,13.928560466653195
9,3,0.007770685948211287,-0.00018104292206706877,2.1168988845575787e-05,0.0046009769446907454,1.7282696622625289
9,4,0.016647625755583095,-0.0003015925216689086,2.374934595142838e-05,0.004873330067974914,3.4779540972678586
9,5,0.004126193032037095,-0.0003526451821036395,2.669401608277357e-05,0.005166625212145117,0.8668788677786015
9,6,0.010421848468400219,-3.79906613064344e-05,3.4812793153473595e-05,0.005900236703173322,1.7727829671784257
9,7,0.00735544724370818,-0.000808552361102104,5.3646630547004314e-05,0.007324386018432147,1.114632623712788
9,8,0.0045073903650112435,-0.0009453066055086349,8.678459064244544e-05,0.009315824743008287,0.5853155379090011
9,9,0.0043709555061127725,0.0008191117796484315,0.00013972169814046166,0.011820393315810675,0.3004843943486618
9,10,0.007373463541764935,0.000346151373084671,0.0002611034850882292,0.016158696887070726,0.43489349529807203
10,1,0.416311730372354,0.00038854065288701576,1.8467056163692367e-05,0.00429733128391242,96.78639188850201
10,2,0.010612209303795916,4.884180803544099e-05,2.084464714914601e-05,0.0045655938440849085,2.3136897097069116
10,3,0.005436565788789149,-0.00012136231979833157,2.66172301729838e-05,0.005159188906503017,1.077287187833317
10,4,0.0073215529520581635,-0.0006419172965839604,3.027082048122594e-05,0.0055018924454432894,1.447405656800422
10,5,0.007178406628051026,0.0005139310547465078,3.2782851593472964e-05,0.005725631108748883,1.163972223624582
10,6,0.0038968759250160856,-0.0003369935119147712,5.47678257476731e-05,0.007400528747844515,0.5721036403194862
