piece_id,tau,S_obs,shuff_S_mean,shuff_S_var,shuff_S_std,Z_S
20,9,0.6505316582739304,0.9764529773976487,3.5930612898558996e-05,0.005994214952648845,-54.37264457453158
20,10,0.661803675449199,0.976561276883024,3.653574868280807e-05,0.006044480844771375,-52.07355429144887
21,1,0.6932621831004454,0.8211313017441859,6.972963540300487e-05,0.008350427258709872,-15.312883362988075
21,2,0.6882804989207688,0.9725293619575596,2.061345468305585e-05,0.0045402042556536865,-62.60706501977968
21,3,0.7123578055285215,0.9773263228312606,1.623877338300143e-05,0.004029736143099376,-65.75331681615882
21,4,0.686049708681123,0.9772113541987477,1.711137296946454e-05,0.004136589533597036,-70.38688348283871
21,5,0.713402661531342,0.9778608261438084,1.912555415454462e-05,0.004373277278488596,-60.47139199549294
21,6,0.7099598954181877,0.9775458268908581,1.8764018565304335e-05,0.00433174544096307,-61.77323555125125
21,7,0.7048638097215972,0.9777557728867392,1.9094919636272584e-05,0.004369773407886567,-62.44991162988602
21,8,0.7069930169230334,0.9779042276544817,1.665076800741982e-05,0.004080535259916255,-66.3910966271146
21,9,0.6989212314652867,0.9777378538463787,1.897696393251579e-05,0.00435625572395788,-64.00373165599491
21,10,0.7109989366831198,0.9770235012021762,2.2470613658146606e-05,0.00474031788576954,-56.119562217053755
22,1,0.6502879122561999,0.8397894957282449,4.5093982867537714e-05,0.006715205348128805,-28.219774920933688
22,2,0.47770886504736554,0.9807085974180046,1.2386531837737319e-05,0.0035194505022428314,-142.91996209354093
22,3,0.6674941978103459,0.9848708176615895,8.812532831320711e-06,0.0029685910515462907,-106.91153289232184
22,4,0.5093534262725854,0.9840268835749941,8.799269280711876e-06,0.0029663562295705274,-160.01903364490127
22,5,0.6684211844821024,0.9846687609794713,8.914608315833986e-06,0.002985734133481075,-105.9195368238146
22,6,0.5273117791428388,0.9846768105620894,8.458904386686379e-06,0.0029084195685434347,-157.25551992771923
22,7,0.6520860705513332,0.984918036620135,8.366195868426156e-06,0.0028924377034650474,-115.0697094254026
22,8,0.5060294000172457,0.9847291623341149,8.598133795752871e-06,0.002932257457276368,-163.25297805244912
22,9,0.6364625180170908,0.9851829020765145,8.291143416602347e-06,0.002879434565431614,-121.10724384776987
22,10,0.5627020251826729,0.9848283667062444,9.769281827754126e-06,0.003125585037677607,-135.0551453359985
23,1,0.6007522295815105,0.7998099861209953,0.0002478859014174686,0.015744392697639012,-12.643088899156774
23,2,0.52966259296063,0.957221976158174,0.00014894449353758765,0.012204281770656873,-35.0335555366755
23,3,0.6078583628599873,0.9639944909873034,0.00010454070636879573,0.01022451496985533,-34.8315914424599
23,4,0.555734534175204,0.9633816830930728,0.00011313721545022038,0.010636597926509226,-38.324956131123834
23,5,0.5923548859639726,0.9646871337396056,0.00010607868862893186,0.010299450889680083,-36.15068917399326
23,6,0.5516936681785997,0.9652261655198686,0.0001128258147041411,0.01062194966586366,-38.93188259687023
23,7,0.5936865122443007,0.9649320401905513,0.00010879121199951606,0.010430302584274152,-35.5929777632703
23,8,0.5618832495539767,0.9652328889210441,0.00011534329469761607,0.010739799565057816,-37.55653324102757
23,9,0.5832515917977149,0.9637179241743191,0.00010576510368114658,0.010284216240489431,-36.99517041256784
23,10,0.5682340963152834,0.9646280458205115,9.864769195567679e-05,0.00993215444682959,-39.91016769093434
