measure,obs,mu_null,sigma_null,Z,absZ,experiment,transform,rep,N
S_theta,0.7104948209789366,0.7046974759710801,0.007354568829215682,0.7882644302446071,0.7882644302446071,static_transform_control,static_tanh,16,4000
gamma_R,0.2671337775417101,0.2652886956167531,0.0011775114313557547,1.566933344190632,1.566933344190632,static_transform_control,static_tanh,16,4000
PE,0.947637874569712,0.9470495587507738,0.0021371343970067163,0.2752825558197253,0.2752825558197253,static_transform_control,linear_AR1_original,17,4000
S_theta,0.7115577370178743,0.7225518023219935,0.007183635906927473,-1.5304318657794371,1.5304318657794371,static_transform_control,linear_AR1_original,17,4000
gamma_R,0.24678993175616037,0.24916862647559695,0.0038123150657953645,-0.623950192568964,0.623950192568964,static_transform_control,linear_AR1_original,17,4000
PE,0.9782227578156638,0.968411085207008,0.002846664372971058,3.4467261760174988,3.4467261760174988,static_transform_control,static_square,17,4000
S_theta,0.7040626935727936,0.6842152419645875,0.008776192437611833,2.2615105296855793,2.2615105296855793,static_transform_control,static_square,17,4000
gamma_R,0.09190648093349862,0.12670003595467338,0.006757194010196999,-5.149112925967385,5.149112925967385,static_transform_control,static_square,17,4000
PE,0.947637874569712,0.9442024317863758,0.003790124163447521,0.9064195881676328,0.9064195881676328,static_transform_control,static_exp,17,4000
S_theta,0.6619913929750497,0.6621003443020732,0.009676687468578377,-0.01125915530260418,0.01125915530260418,static_transform_control,static_exp,17,4000
gamma_R,0.24678993175616037,0.2523356033803611,0.008225446393957388,-0.6742091989408265,0.6742091989408265,static_transform_control,static_exp,17,4000
PE,0.947637874569712,0.9526066513562168,0.0025633171522030057,-1.9384167043997718,1.9384167043997718,static_transform_control,static_tanh,17,4000
S_theta,0.7152256014920451,0.7150210264220853,0.007234450599241862,0.028277899911457464,0.028277899911457464,static_transform_control,static_tanh,17,4000
gamma_R,0.24678993175616037,0.24610086707998532,0.0014969655665328142,0.4603076327072918,0.4603076327072918,static_transform_control,static_tanh,17,4000
PE,0.9447303097798319,0.9438170588621954,0.0027329980488629523,0.3341571787862972,0.3341571787862972,static_transform_control,linear_AR1_original,18,4000
S_theta,0.7060446508231608,0.7077043989325991,0.007343707456885283,-0.22600956249722515,0.22600956249722515,static_transform_control,linear_AR1_original,18,4000
gamma_R,0.2587208213430505,0.260631411837554,0.0038921693296711185,-0.4908806202079921,0.4908806202079921,static_transform_control,linear_AR1_original,18,4000
PE,0.9792018874339973,0.9689177646260201,0.002919495951114993,3.5225679295939947,3.5225679295939947,static_transform_control,static_square,18,4000
S_theta,0.6964065254704501,0.6796321471471762,0.009097894922211618,1.8437647902836167,1.8437647902836167,static_transform_control,static_square,18,4000
gamma_R,0.10439619565096014,0.13622452781226205,0.007517050330179625,-4.234151796685036,4.234151796685036,static_transform_control,static_square,18,4000
PE,0.9447303097798319,0.9425775212616199,0.0032406425443784336,0.6643091574374496,0.6643091574374496,static_transform_control,static_exp,18,4000
S_theta,0.6424254299900508,0.6420521937735241,0.008846334501504837,0.04219105850714206,0.04219105850714206,static_transform_control,static_exp,18,4000
gamma_R,0.2587208213430505,0.2710762989521614,0.007482003168039263,-1.6513595799971785,1.6513595799971785,static_transform_control,static_exp,18,4000
PE,0.9447303097798319,0.9469803655442587,0.0025915543212421746,-0.868226355891448,0.868226355891448,static_transform_control,static_tanh,18,4000
S_theta,0.6991708107342572,0.7022847170552966,0.0074468062900009185,-0.4181532592328217,0.4181532592328217,static_transform_control,static_tanh,18,4000
gamma_R,0.2587208213430505,0.25798259345385405,0.0014917361293814893,0.49487833314231117,0.49487833314231117,static_transform_control,static_tanh,18,4000
PE,0.944651893166675,0.9436418181882159,0.0028709661687590705,0.3518240616870983,0.3518240616870983,static_transform_control,linear_AR1_original,19,4000
S_theta,0.7256234388997913,0.7140659390922441,0.008294183073526874,1.3934464316848816,1.3934464316848816,static_transform_control,linear_AR1_original,19,4000
gamma_R,0.2524651363346475,0.2495350843206457,0.0037770218734135266,0.7757572267787128,0.7757572267787128,static_transform_control,linear_AR1_original,19,4000
PE,0.9772353343693251,0.9716295206496208,0.0026935150870040893,2.0812260331310872,2.0812260331310872,static_transform_control,static_square,19,4000
S_theta,0.705394144819401,0.6894530629744182,0.009246610282201634,1.7239919666201369,1.7239919666201369,static_transform_control,static_square,19,4000
gamma_R,0.09879946120793237,0.12013828202168825,0.006109801328347595,-3.4925555950158844,3.4925555950158844,static_transform_control,static_square,19,4000
PE,0.944651893166675,0.9420705706382426,0.0032762351109708694,0.7878929444924389,0.7878929444924389,static_transform_control,static_exp,19,4000
S_theta,0.6536161865425082,0.6520363046695925,0.009771051861130507,0.16169005091463076,0.16169005091463076,static_transform_control,static_exp,19,4000
gamma_R,0.2524651363346475,0.2554966510004255,0.007975168770533832,-0.3801191865655128,0.3801191865655128,static_transform_control,static_exp,19,4000
PE,0.944651893166675,0.9473892024058,0.0028469801432815427,-0.9614781633039219,0.9614781633039219,static_transform_control,static_tanh,19,4000
S_theta,0.7123795365660859,0.7057840749611968,0.006835991139351337,0.9648142413354484,0.9648142413354484,static_transform_control,static_tanh,19,4000
gamma_R,0.2524651363346475,0.2499031173924304,0.0014375923817372604,1.7821595152869647,1.7821595152869647,static_transform_control,static_tanh,19,4000
