measure,obs,mu_null,sigma_null,Z,absZ,experiment,epsilon,rep,N
PE,0.9565020357969239,0.9575103152579082,0.0018445859544241818,-0.546615601493617,0.546615601493617,mixed_linear_nonlinear,0.30000000000000004,4,4000
S_theta,0.7371032047145579,0.7486862831859729,0.007206258776842876,-1.6073636584682265,1.6073636584682265,mixed_linear_nonlinear,0.30000000000000004,4,4000
gamma_R,0.2526720629492226,0.2146412625095192,0.003471414921278531,10.955417690518129,10.955417690518129,mixed_linear_nonlinear,0.30000000000000004,4,4000
PE,0.9586603131853595,0.9553414834974759,0.0023427768906965018,1.4166221722021815,1.4166221722021815,mixed_linear_nonlinear,0.30000000000000004,5,4000
S_theta,0.7405500939059098,0.7336692092905249,0.007052283168122398,0.975696019480284,0.975696019480284,mixed_linear_nonlinear,0.30000000000000004,5,4000
gamma_R,0.2757111971769489,0.23998501380816337,0.0029771339599433937,12.000193424102703,12.000193424102703,mixed_linear_nonlinear,0.30000000000000004,5,4000
PE,0.9487476733537905,0.9532732272409804,0.0024367365571952085,-1.8572191867958863,1.8572191867958863,mixed_linear_nonlinear,0.30000000000000004,6,4000
S_theta,0.7195949718984299,0.7259653378299302,0.007055617877425554,-0.9028785348314132,0.9028785348314132,mixed_linear_nonlinear,0.30000000000000004,6,4000
gamma_R,0.2864426681008455,0.24045358424894317,0.0030715843806059556,14.972430561334509,14.972430561334509,mixed_linear_nonlinear,0.30000000000000004,6,4000
PE,0.9510988415411098,0.9562760255134843,0.0023656516431342623,-2.188481126289275,2.188481126289275,mixed_linear_nonlinear,0.30000000000000004,7,4000
S_theta,0.7230142521267697,0.7430218564607213,0.006815941311165902,-2.9354132350252207,2.9354132350252207,mixed_linear_nonlinear,0.30000000000000004,7,4000
gamma_R,0.27107656308264394,0.2311877052051986,0.003469407268548032,11.497312016106735,11.497312016106735,mixed_linear_nonlinear,0.30000000000000004,7,4000
PE,0.9555097856600072,0.9548458601577136,0.0024206580143077694,0.2742748039456214,0.2742748039456214,mixed_linear_nonlinear,0.30000000000000004,8,4000
S_theta,0.7405353930257101,0.7379027407906049,0.007182674009947643,0.366528152531931,0.366528152531931,mixed_linear_nonlinear,0.30000000000000004,8,4000
gamma_R,0.26134550850376037,0.22341348762345525,0.0033421629148869913,11.349542750098918,11.349542750098918,mixed_linear_nonlinear,0.30000000000000004,8,4000
PE,0.9526496612257107,0.9580984383151935,0.0023134749876317093,-2.355234925215531,2.355234925215531,mixed_linear_nonlinear,0.30000000000000004,9,4000
S_theta,0.7363280946649173,0.7425498871420669,0.006463832743178336,-0.9625546830115347,0.9625546830115347,mixed_linear_nonlinear,0.30000000000000004,9,4000
gamma_R,0.2698260873420054,0.2305381417150935,0.003720472844941495,10.559933445107497,10.559933445107497,mixed_linear_nonlinear,0.30000000000000004,9,4000
PE,0.9562912865691252,0.9529408689682897,0.0021707668519838257,1.5434258164453059,1.5434258164453059,mixed_linear_nonlinear,0.30000000000000004,10,4000
S_theta,0.7377733654128998,0.7351379969791588,0.007221371327711619,0.364940163598558,0.364940163598558,mixed_linear_nonlinear,0.30000000000000004,10,4000
gamma_R,0.27065861036481,0.23497382182929666,0.0038140652504431594,9.356103315580949,9.356103315580949,mixed_linear_nonlinear,0.30000000000000004,10,4000
PE,0.9528570630947143,0.958528783671576,0.0021578533689396184,-2.6284087039930952,2.6284087039930952,mixed_linear_nonlinear,0.30000000000000004,11,4000
S_theta,0.7275216528963324,0.7452470337771618,0.0073726753516392,-2.4041992947496946,2.4041992947496946,mixed_linear_nonlinear,0.30000000000000004,11,4000
gamma_R,0.2761234854750383,0.22999496043243503,0.0035595762520835095,12.958993367708606,12.958993367708606,mixed_linear_nonlinear,0.30000000000000004,11,4000
PE,0.9461476954102642,0.9505333164294935,0.0023147458992102713,-1.8946446867993116,1.8946446867993116,mixed_linear_nonlinear,0.30000000000000004,12,4000
S_theta,0.7187612182540646,0.7323142423333954,0.006590721763905236,-2.056379341266584,2.056379341266584,mixed_linear_nonlinear,0.30000000000000004,12,4000
gamma_R,0.2596981260819444,0.22807401392518245,0.0033925587577263144,9.321610741373389,9.321610741373389,mixed_linear_nonlinear,0.30000000000000004,12,4000
PE,0.9505232629043516,0.9546518721987013,0.002024188767113959,-2.039636501014743,2.039636501014743,mixed_linear_nonlinear,0.30000000000000004,13,4000
S_theta,0.7288631175299782,0.7385976030198169,0.007081500439530517,-1.3746360072928347,1.3746360072928347,mixed_linear_nonlinear,0.30000000000000004,13,4000
gamma_R,0.27030368743411637,0.22688497069143657,0.00384552196268364,11.290721302337738,11.290721302337738,mixed_linear_nonlinear,0.30000000000000004,13,4000
PE,0.9501264981816387,0.9535768792897629,0.002145564189527765,-1.6081462978199437,1.6081462978199437,mixed_linear_nonlinear,0.30000000000000004,14,4000
S_theta,0.7228491177811706,0.7421835313111791,0.007390353349777044,-2.616169026693673,2.616169026693673,mixed_linear_nonlinear,0.30000000000000004,14,4000
gamma_R,0.2623729719196287,0.229511136708589,0.0037102199834396893,8.857112343126891,8.857112343126891,mixed_linear_nonlinear,0.30000000000000004,14,4000
PE,0.9600479338273836,0.9577581264115473,0.002204646818343145,1.038627773294383,1.038627773294383,mixed_linear_nonlinear,0.30000000000000004,15,4000
S_theta,0.7438531686737381,0.7413340213871141,0.007212412533723457,0.34927942277913754,0.34927942277913754,mixed_linear_nonlinear,0.30000000000000004,15,4000
gamma_R,0.2615230373387093,0.22757329146375935,0.004129286716569419,8.221697403263668,8.221697403263668,mixed_linear_nonlinear,0.30000000000000004,15,4000
PE,0.9507265983779867,0.951399211694874,0.002398360305329631,-0.2804471519114968,0.2804471519114968,mixed_linear_nonlinear,0.30000000000000004,16,4000
S_theta,0.7270555052020617,0.7253517026239463,0.007157285296791191,0.2380515107982747,0.2380515107982747,mixed_linear_nonlinear,0.30000000000000004,16,4000
gamma_R,0.282559928695729,0.24475080556676665,0.003508570382230423,10.776219089248201,10.776219089248201,mixed_linear_nonlinear,0.30000000000000004,16,4000
PE,0.9535149945400595,0.9537066836277782,0.0022773377376155085,-0.08417244598924732,0.08417244598924732,mixed_linear_nonlinear,0.30000000000000004,17,4000
S_theta,0.7254304808654312,0.734859503769214,0.006979107232623952,-1.3510356825736631,1.3510356825736631,mixed_linear_nonlinear,0.30000000000000004,17,4000
gamma_R,0.2796235516913078,0.23263131571254728,0.003802973621533883,12.35670836964859,12.35670836964859,mixed_linear_nonlinear,0.30000000000000004,17,4000
PE,0.9557614770212612,0.9586411410417166,0.0019352199134966487,-1.4880293450744044,1.4880293450744044,mixed_linear_nonlinear,0.30000000000000004,18,4000
S_theta,0.7323812915368676,0.74898628240494,0.006959801541322327,-2.385842580350009,2.385842580350009,mixed_linear_nonlinear,0.30000000000000004,18,4000
gamma_R,0.27281133382026923,0.22785244515243147,0.0038044648486851027,11.817401515321249,11.817401515321249,mixed_linear_nonlinear,0.30000000000000004,18,4000
PE,0.952442860038657,0.9568648282326196,0.0023112757432671572,-1.9132153343641733,1.9132153343641733,mixed_linear_nonlinear,0.30000000000000004,19,4000
S_theta,0.7526189231651768,0.7418730759561326,0.0077655863576632,1.3837779549563543,1.3837779549563543,mixed_linear_nonlinear,0.30000000000000004,19,4000
gamma_R,0.26345879858532206,0.22838963430957243,0.0039378230663231015,8.905723717164133,8.905723717164133,mixed_linear_nonlinear,0.30000000000000004,19,4000
PE,0.9526078503343158,0.9566278958533709,0.002224758373437843,-1.8069582598505138,1.8069582598505138,mixed_linear_nonlinear,0.4,0,4000
S_theta,0.7258937132995356,0.7341134768479434,0.007072758880593995,-1.1621721717335691,1.1621721717335691,mixed_linear_nonlinear,0.4,0,4000
gamma_R,0.3055296119025014,0.24955874803515204,0.003084128707729018,18.148031152877273,18.148031152877273,mixed_linear_nonlinear,0.4,0,4000
PE,0.9475919055855185,0.9553638860078735,0.0023244954322205057,-3.34351288224759,3.34351288224759,mixed_linear_nonlinear,0.4,1,4000
S_theta,0.7111254347242167,0.7227061192954071,0.007782173912868634,-1.4881040568934676,1.4881040568934676,mixed_linear_nonlinear,0.4,1,4000
gamma_R,0.30730969025128263,0.2566914254486494,0.0032552773637920624,15.549601200085803,15.549601200085803,mixed_linear_nonlinear,0.4,1,4000
PE,0.9539127073470751,0.957346010281494,0.0020256180457840682,-1.6949409300359748,1.6949409300359748,mixed_linear_nonlinear,0.4,2,4000
S_theta,0.7231475173558375,0.7291918192769651,0.006538767819753397,-0.9243793460394725,0.9243793460394725,mixed_linear_nonlinear,0.4,2,4000
gamma_R,0.3111684559792611,0.2572928260823689,0.003052664501441367,17.648722901404305,17.648722901404305,mixed_linear_nonlinear,0.4,2,4000
PE,0.9511159871754883,0.9511205036569838,0.0026852559595387467,-0.0016819556733207596,0.0016819556733207596,mixed_linear_nonlinear,0.4,3,4000
S_theta,0.7199844546614084,0.7231429556135004,0.0070266769467417535,-0.44950137540571167,0.44950137540571167,mixed_linear_nonlinear,0.4,3,4000
gamma_R,0.31023988264212843,0.2569917229859636,0.003370571388476074,15.797962279695174,15.797962279695174,mixed_linear_nonlinear,0.4,3,4000
PE,0.9566170587158621,0.9591958105457101,0.0019424993774498547,-1.3275431950116978,1.3275431950116978,mixed_linear_nonlinear,0.4,4,4000
S_theta,0.7102720451678581,0.7273400607560135,0.006996453726307518,-2.439523829619224,2.439523829619224,mixed_linear_nonlinear,0.4,4,4000
gamma_R,0.31579080721474206,0.26090215535885003,0.003107354166356604,17.664111947769825,17.664111947769825,mixed_linear_nonlinear,0.4,4,4000
PE,0.9535352297997364,0.9575532367148264,0.0019753805585522215,-2.034041945838965,2.034041945838965,mixed_linear_nonlinear,0.4,5,4000
S_theta,0.7191296834016111,0.7283852934335215,0.007050715677517776,-1.312719226705353,1.312719226705353,mixed_linear_nonlinear,0.4,5,4000
gamma_R,0.31509535659013177,0.25674149854440437,0.0030807999031324494,18.941138626496073,18.941138626496073,mixed_linear_nonlinear,0.4,5,4000
PE,0.9482392812284054,0.954622665128876,0.002216392533645038,-2.880078236851194,2.880078236851194,mixed_linear_nonlinear,0.4,6,4000
S_theta,0.7224075790971647,0.7302348826891503,0.007490847779619328,-1.044915585293518,1.044915585293518,mixed_linear_nonlinear,0.4,6,4000
gamma_R,0.30284525340149515,0.2552018454341806,0.0031561270706677224,15.095529077425551,15.095529077425551,mixed_linear_nonlinear,0.4,6,4000
PE,0.9424332859943412,0.953007700969086,0.002302982165686059,-4.591618264483934,4.591618264483934,mixed_linear_nonlinear,0.4,7,4000
S_theta,0.709293972946706,0.7170995061528892,0.0068323617461070645,-1.1424355876107681,1.1424355876107681,mixed_linear_nonlinear,0.4,7,4000
gamma_R,0.31356725998283175,0.2621099369486127,0.0029226857557670656,17.606177103605166,17.606177103605166,mixed_linear_nonlinear,0.4,7,4000
PE,0.9549008285717128,0.9562325274122682,0.0022453140052134564,-0.5931013824628926,0.5931013824628926,mixed_linear_nonlinear,0.4,8,4000
S_theta,0.7255755824794483,0.7289635533594097,0.007662626508832505,-0.44214224405380065,0.44214224405380065,mixed_linear_nonlinear,0.4,8,4000
gamma_R,0.3148338333910712,0.2622871731043776,0.0032143646689561157,16.347448313560026,16.347448313560026,mixed_linear_nonlinear,0.4,8,4000
PE,0.9524512595744901,0.9576139044765603,0.0018504526316928346,-2.7899362640519416,2.7899362640519416,mixed_linear_nonlinear,0.4,9,4000
S_theta,0.7148822574148804,0.7333454934407915,0.0073965984780706056,-2.4961793019657272,2.4961793019657272,mixed_linear_nonlinear,0.4,9,4000
gamma_R,0.30604908576495593,0.25225111412608053,0.003477505328251406,15.47027727084077,15.47027727084077,mixed_linear_nonlinear,0.4,9,4000
PE,0.9493749987729342,0.9531430887531268,0.002153189399176253,-1.7500039623240689,1.7500039623240689,mixed_linear_nonlinear,0.4,10,4000
S_theta,0.7111709523819734,0.725737109973975,0.00708944610924561,-2.0546256177905593,2.0546256177905593,mixed_linear_nonlinear,0.4,10,4000
gamma_R,0.31796571933355156,0.2617067346363113,0.00357850812354301,15.72135167924095,15.72135167924095,mixed_linear_nonlinear,0.4,10,4000
PE,0.9485636178246555,0.9539334144761592,0.0023605349209951444,-2.27482194978075,2.27482194978075,mixed_linear_nonlinear,0.4,11,4000
S_theta,0.7015037387126228,0.7243993114010414,0.007184816050218432,-3.186660942797903,3.186660942797903,mixed_linear_nonlinear,0.4,11,4000
gamma_R,0.30749761480054716,0.2551177585435181,0.00326882855314723,16.024045129744632,16.024045129744632,mixed_linear_nonlinear,0.4,11,4000
PE,0.9574019784793953,0.9575466364053904,0.0022032241973185987,-0.06565737893179671,0.06565737893179671,mixed_linear_nonlinear,0.4,12,4000
S_theta,0.7144194387059799,0.7318696147823012,0.007202380234231965,-2.4228346058963783,2.4228346058963783,mixed_linear_nonlinear,0.4,12,4000
gamma_R,0.3064250874397364,0.25577776683511344,0.003353092565910763,15.104659238915522,15.104659238915522,mixed_linear_nonlinear,0.4,12,4000
PE,0.9523813938602467,0.954814776624279,0.0019171082504487234,-1.2692985716705423,1.2692985716705423,mixed_linear_nonlinear,0.4,13,4000
S_theta,0.7245845612152046,0.7263007598585635,0.006448906168575522,-0.26612243975909766,0.26612243975909766,mixed_linear_nonlinear,0.4,13,4000
gamma_R,0.3076310951022405,0.25291746207982924,0.003521048433367675,15.539017442620327,15.539017442620327,mixed_linear_nonlinear,0.4,13,4000
PE,0.9526394140317889,0.9527420940815179,0.0019889182076666847,-0.05162607961112702,0.05162607961112702,mixed_linear_nonlinear,0.4,14,4000
S_theta,0.7086415065506211,0.7184436851302578,0.007350809720392249,-1.3334828342031502,1.3334828342031502,mixed_linear_nonlinear,0.4,14,4000
gamma_R,0.3133264759048112,0.2597139979443521,0.0028857298284329434,18.578481406061712,18.578481406061712,mixed_linear_nonlinear,0.4,14,4000
PE,0.952194416073495,0.9562062248232257,0.0021275266565673194,-1.8856679127130764,1.8856679127130764,mixed_linear_nonlinear,0.4,15,4000
S_theta,0.7217208701725949,0.7325953378157287,0.007905510141995068,-1.375555460408213,1.375555460408213,mixed_linear_nonlinear,0.4,15,4000
gamma_R,0.3073637971038654,0.2523902609414272,0.0034900676248691975,15.751424347973357,15.751424347973357,mixed_linear_nonlinear,0.4,15,4000
PE,0.9524706246803253,0.9535870273044905,0.002119585396679027,-0.5267080184239894,0.5267080184239894,mixed_linear_nonlinear,0.4,16,4000
S_theta,0.7290746147918075,0.7250687454372552,0.006768719581246469,0.5918208468335728,0.5918208468335728,mixed_linear_nonlinear,0.4,16,4000
gamma_R,0.3008477547352212,0.24957812220138337,0.0032947944168328458,15.560798656178756,15.560798656178756,mixed_linear_nonlinear,0.4,16,4000
PE,0.9560228815656998,0.957315591472178,0.0019240580630811332,-0.6718663699826808,0.6718663699826808,mixed_linear_nonlinear,0.4,17,4000
S_theta,0.7206132068731732,0.7317482598872131,0.006533309082640819,-1.7043511753677907,1.7043511753677907,mixed_linear_nonlinear,0.4,17,4000
gamma_R,0.3058508946101608,0.2540874343421526,0.0032203047138669215,16.074087661676888,16.074087661676888,mixed_linear_nonlinear,0.4,17,4000
PE,0.9526316827578433,0.955364476255072,0.002356664361557214,-1.159602335320682,1.159602335320682,mixed_linear_nonlinear,0.4,18,4000
S_theta,0.7129565222544164,0.7213634328912035,0.00631143706668967,-1.3320121151420294,1.3320121151420294,mixed_linear_nonlinear,0.4,18,4000
gamma_R,0.31756169093795605,0.2616081351113336,0.003410881002613916,16.404429173501708,16.404429173501708,mixed_linear_nonlinear,0.4,18,4000
PE,0.9500907233242187,0.9549215162881041,0.0020825077658252556,-2.3196998557030533,2.3196998557030533,mixed_linear_nonlinear,0.4,19,4000
S_theta,0.7157307167850308,0.726739435237448,0.006522506023652489,-1.6878050265490678,1.6878050265490678,mixed_linear_nonlinear,0.4,19,4000
gamma_R,0.3132383362933251,0.25859769036318064,0.0034272280915214385,15.943101676050981,15.943101676050981,mixed_linear_nonlinear,0.4,19,4000
PE,0.9521057787343732,0.9583535748953871,0.0020719579866357164,-3.0154067801145814,3.0154067801145814,mixed_linear_nonlinear,0.5,0,4000
S_theta,0.6997219898358904,0.7254411056236434,0.00678980763541015,-3.7879005074639913,3.7879005074639913,mixed_linear_nonlinear,0.5,0,4000
gamma_R,0.33481769074451617,0.2734788185757169,0.002647740426547632,23.16649757422731,23.16649757422731,mixed_linear_nonlinear,0.5,0,4000
PE,0.955570579264758,0.9610478709226542,0.0022149600386556488,-2.472862517745751,2.472862517745751,mixed_linear_nonlinear,0.5,1,4000
S_theta,0.6971238641755405,0.7270355464056341,0.007978816663340911,-3.7488870207438567,3.7488870207438567,mixed_linear_nonlinear,0.5,1,4000
gamma_R,0.34041572610068893,0.27595311197927214,0.0028460363470348385,22.649961652309038,22.649961652309038,mixed_linear_nonlinear,0.5,1,4000
PE,0.9502047026631548,0.9558501400167216,0.002083708359313109,-2.7093222179268057,2.7093222179268057,mixed_linear_nonlinear,0.5,2,4000
S_theta,0.6988175106691898,0.711608258658122,0.007181300322085886,-1.7811186575214828,1.7811186575214828,mixed_linear_nonlinear,0.5,2,4000
gamma_R,0.3407565908506628,0.28319434287031703,0.002783740680329413,20.678020904423523,20.678020904423523,mixed_linear_nonlinear,0.5,2,4000
PE,0.947399865215023,0.9547699322552154,0.0022484046023175694,-3.2779096042570424,3.2779096042570424,mixed_linear_nonlinear,0.5,3,4000
S_theta,0.6944586808182336,0.7213665795043456,0.006794613224689556,-3.9601810723142967,3.9601810723142967,mixed_linear_nonlinear,0.5,3,4000
gamma_R,0.33238294730421913,0.26996853166106083,0.0029032002923212426,21.49848765455142,21.49848765455142,mixed_linear_nonlinear,0.5,3,4000
PE,0.9623079610304679,0.9628607308752923,0.0019030724390811623,-0.2904617992845971,0.2904617992845971,mixed_linear_nonlinear,0.5,4,4000
S_theta,0.7149729395139913,0.7255656436833555,0.007353702447809982,-1.4404586321709043,1.4404586321709043,mixed_linear_nonlinear,0.5,4,4000
gamma_R,0.3392498677452471,0.2741262926831927,0.002542793838284938,25.611032275419902,25.611032275419902,mixed_linear_nonlinear,0.5,4,4000
PE,0.9559997452257043,0.9589362923530221,0.002408600524907729,-1.2191922641179074,1.2191922641179074,mixed_linear_nonlinear,0.5,5,4000
S_theta,0.7134876964664476,0.72994629068318,0.006372532350388496,-2.5827400022110463,2.5827400022110463,mixed_linear_nonlinear,0.5,5,4000
gamma_R,0.33318978638226293,0.26657653402017273,0.002335879727823814,28.51741533120346,28.51741533120346,mixed_linear_nonlinear,0.5,5,4000
PE,0.9519161841844889,0.9597603399580226,0.0020806612828747598,-3.770030152479105,3.770030152479105,mixed_linear_nonlinear,0.5,6,4000
S_theta,0.7213246760141542,0.7245667606922542,0.00731803806364006,-0.4430264846815256,0.4430264846815256,mixed_linear_nonlinear,0.5,6,4000
gamma_R,0.34139245407073915,0.27458382816810456,0.0032470045330033645,20.575464315979556,20.575464315979556,mixed_linear_nonlinear,0.5,6,4000
PE,0.9472611936039683,0.9573704074116975,0.00220930703092915,-4.575739662349092,4.575739662349092,mixed_linear_nonlinear,0.5,7,4000
S_theta,0.7052003464194141,0.7174730908180519,0.0069593660629921434,-1.763485968053991,1.763485968053991,mixed_linear_nonlinear,0.5,7,4000
gamma_R,0.34651033416281674,0.28518678145008525,0.002426077324377639,25.276833552064467,25.276833552064467,mixed_linear_nonlinear,0.5,7,4000
PE,0.950602355234869,0.9571781499384664,0.0021424402889923984,-3.0693012717241253,3.0693012717241253,mixed_linear_nonlinear,0.5,8,4000
S_theta,0.6996303006420813,0.7261115242591069,0.008115127331643598,-3.263192619759198,3.263192619759198,mixed_linear_nonlinear,0.5,8,4000
gamma_R,0.33605120811854905,0.27353671016851977,0.002587956895337956,24.155927041383602,24.155927041383602,mixed_linear_nonlinear,0.5,8,4000
PE,0.9600575647705079,0.9616117419542033,0.002259483571318127,-0.6878461978764329,0.6878461978764329,mixed_linear_nonlinear,0.5,9,4000
S_theta,0.7175634289648334,0.7300829683220331,0.007379238291741005,-1.6965896563080045,1.6965896563080045,mixed_linear_nonlinear,0.5,9,4000
gamma_R,0.33514019308924214,0.276361273489872,0.002678383572687939,21.945669096372754,21.945669096372754,mixed_linear_nonlinear,0.5,9,4000
PE,0.961551397303745,0.9632222405362918,0.002073795977229771,-0.8056931592561013,0.8056931592561013,mixed_linear_nonlinear,0.5,10,4000
S_theta,0.7109259925139169,0.7245579475953576,0.007172698692163333,-1.900533629878336,1.900533629878336,mixed_linear_nonlinear,0.5,10,4000
gamma_R,0.33622458891297125,0.2749803393874132,0.0027601675816503967,22.18859823320513,22.18859823320513,mixed_linear_nonlinear,0.5,10,4000
PE,0.9512708089009919,0.9562977397359451,0.0019585072525447832,-2.566715455570291,2.566715455570291,mixed_linear_nonlinear,0.5,11,4000
S_theta,0.7132257620462368,0.7193239815851216,0.007308475024396697,-0.8344038282306621,0.8344038282306621,mixed_linear_nonlinear,0.5,11,4000
gamma_R,0.33356704655181557,0.2724366556611177,0.0029800175226675123,20.51343336933739,20.51343336933739,mixed_linear_nonlinear,0.5,11,4000
PE,0.9596163911198142,0.960438799768488,0.0020418751177687096,-0.40277127700761534,0.40277127700761534,mixed_linear_nonlinear,0.5,12,4000
S_theta,0.7172449020808546,0.7237880090240317,0.007740975449718543,-0.8452561289824361,0.8452561289824361,mixed_linear_nonlinear,0.5,12,4000
gamma_R,0.33223622139880193,0.2714753547514775,0.0026639588233561278,22.808485669750798,22.808485669750798,mixed_linear_nonlinear,0.5,12,4000
PE,0.9530086421939071,0.9561244682123825,0.002327165577417103,-1.3388931362303835,1.3388931362303835,mixed_linear_nonlinear,0.5,13,4000
S_theta,0.7032001406166486,0.7060277595785628,0.007772467780752888,-0.3637993802838628,0.3637993802838628,mixed_linear_nonlinear,0.5,13,4000
gamma_R,0.33978581150361165,0.2819924252160982,0.002656794860216467,21.753048062884552,21.753048062884552,mixed_linear_nonlinear,0.5,13,4000
PE,0.9482781666443031,0.9582428816110206,0.0021211074960469315,-4.697883056511055,4.697883056511055,mixed_linear_nonlinear,0.5,14,4000
S_theta,0.7027065329701614,0.7210574505866003,0.007088383912853967,-2.588871855989861,2.588871855989861,mixed_linear_nonlinear,0.5,14,4000
gamma_R,0.34008648050048684,0.2738880496999746,0.0025973594904426735,25.486818842019403,25.486818842019403,mixed_linear_nonlinear,0.5,14,4000
PE,0.9520223320238682,0.9573631432912745,0.002438403890742318,-2.1902898398756956,2.1902898398756956,mixed_linear_nonlinear,0.5,15,4000
S_theta,0.6911711751371947,0.7143848147292111,0.007547860712091888,-3.0755256989344644,3.0755256989344644,mixed_linear_nonlinear,0.5,15,4000
gamma_R,0.3395065507028614,0.2790184778197677,0.0028381157294996356,21.312757705535095,21.312757705535095,mixed_linear_nonlinear,0.5,15,4000
PE,0.9505198748453739,0.955190041474965,0.0021687821512777947,-2.1533590300157748,2.1533590300157748,mixed_linear_nonlinear,0.5,16,4000
S_theta,0.6911564289647928,0.7005120395996126,0.007064934623051242,-1.3242317351804835,1.3242317351804835,mixed_linear_nonlinear,0.5,16,4000
gamma_R,0.3412622872111345,0.28652291833384913,0.0028206216169987036,19.40684583405096,19.40684583405096,mixed_linear_nonlinear,0.5,16,4000
PE,0.9618937031181749,0.9638566358117764,0.0019512562229930875,-1.0059840786006484,1.0059840786006484,mixed_linear_nonlinear,0.5,17,4000
S_theta,0.7068275774873766,0.732676462686328,0.007663176725075515,-3.373129202980339,3.373129202980339,mixed_linear_nonlinear,0.5,17,4000
gamma_R,0.33795332448640436,0.27305341496308716,0.002821244326167585,23.00400178791962,23.00400178791962,mixed_linear_nonlinear,0.5,17,4000
PE,0.9585665117737777,0.9581078834162036,0.0019568615715425453,0.23436934131862383,0.23436934131862383,mixed_linear_nonlinear,0.5,18,4000
S_theta,0.7009821505567535,0.7061963905499694,0.006999644114561185,-0.7449293003866946,0.7449293003866946,mixed_linear_nonlinear,0.5,18,4000
gamma_R,0.3384917371882413,0.2805431525381455,0.0025627767204566393,22.611640018241804,22.611640018241804,mixed_linear_nonlinear,0.5,18,4000
PE,0.9546174401911866,0.9586068003160274,0.0016929267299568389,-2.3564871735131536,2.3564871735131536,mixed_linear_nonlinear,0.5,19,4000
S_theta,0.7053392883507092,0.7252976570628976,0.006786859904491358,-2.940736805098992,2.940736805098992,mixed_linear_nonlinear,0.5,19,4000
gamma_R,0.33813367688182283,0.2767183364902995,0.0030818583289856758,19.928021938547978,19.928021938547978,mixed_linear_nonlinear,0.5,19,4000
PE,0.9597946554220446,0.9632215598515717,0.001965529329636466,-1.7435020571078996,1.7435020571078996,mixed_linear_nonlinear,0.6000000000000001,0,4000
S_theta,0.7046977351509228,0.711626973885229,0.00750971406761365,-0.9227034041401352,0.9227034041401352,mixed_linear_nonlinear,0.6000000000000001,0,4000
gamma_R,0.3538157616059243,0.28830656308021413,0.002737763274060315,23.927999599671367,23.927999599671367,mixed_linear_nonlinear,0.6000000000000001,0,4000
PE,0.9592924902380503,0.9598553596489313,0.0021086228449033757,-0.2669369784366582,0.2669369784366582,mixed_linear_nonlinear,0.6000000000000001,1,4000
S_theta,0.7054800062011848,0.7083209231662745,0.007232807498194118,-0.39278205120197374,0.39278205120197374,mixed_linear_nonlinear,0.6000000000000001,1,4000
gamma_R,0.3595260525933812,0.29987074607569725,0.0021915356607892893,27.2207783724582,27.2207783724582,mixed_linear_nonlinear,0.6000000000000001,1,4000
PE,0.9621278023636627,0.9645534330350172,0.001932280854666348,-1.255319932139639,1.255319932139639,mixed_linear_nonlinear,0.6000000000000001,2,4000
S_theta,0.6976471785821176,0.7189029452464815,0.007373549791092242,-2.882704703512322,2.882704703512322,mixed_linear_nonlinear,0.6000000000000001,2,4000
gamma_R,0.3538545868151195,0.287491916356001,0.0025422268628218325,26.104149645188212,26.104149645188212,mixed_linear_nonlinear,0.6000000000000001,2,4000
PE,0.9640573196602716,0.9663942980699776,0.001865842037207126,-1.2525060337926661,1.2525060337926661,mixed_linear_nonlinear,0.6000000000000001,3,4000
S_theta,0.7193025739021467,0.7293413875403303,0.006986759469382425,-1.4368340118442564,1.4368340118442564,mixed_linear_nonlinear,0.6000000000000001,3,4000
gamma_R,0.35209182091122193,0.28329416004817426,0.0023636298741899335,29.10678258651901,29.10678258651901,mixed_linear_nonlinear,0.6000000000000001,3,4000
PE,0.9653861453792765,0.9643694847271292,0.002352888504774184,0.43209044971079097,0.43209044971079097,mixed_linear_nonlinear,0.6000000000000001,4,4000
S_theta,0.70154867725771,0.7355815951571976,0.008014850447006398,-4.246232431223857,4.246232431223857,mixed_linear_nonlinear,0.6000000000000001,4,4000
gamma_R,0.3479036186238641,0.282125371844064,0.0024746445123035605,26.580887255830298,26.580887255830298,mixed_linear_nonlinear,0.6000000000000001,4,4000
PE,0.9612844149023841,0.9655598485736014,0.0019476467029156206,-2.195179271896176,2.195179271896176,mixed_linear_nonlinear,0.6000000000000001,5,4000
S_theta,0.7081500388385423,0.7188982733755875,0.007274725189640368,-1.4774763660284131,1.4774763660284131,mixed_linear_nonlinear,0.6000000000000001,5,4000
gamma_R,0.3563007557692992,0.2898836782875735,0.0020610331524610584,32.22513786467615,32.22513786467615,mixed_linear_nonlinear,0.6000000000000001,5,4000
PE,0.9593587861809372,0.9638333797314104,0.0019038071007639352,-2.3503397737500227,2.3503397737500227,mixed_linear_nonlinear,0.6000000000000001,6,4000
S_theta,0.6956305714838805,0.7149584643646637,0.007373016663069426,-2.6214362131574074,2.6214362131574074,mixed_linear_nonlinear,0.6000000000000001,6,4000
gamma_R,0.352368777286307,0.2860104133122638,0.0023444634239003113,28.304286301744764,28.304286301744764,mixed_linear_nonlinear,0.6000000000000001,6,4000
PE,0.9620588942181868,0.9625741676515703,0.0020090104186188573,-0.2564812151336533,0.2564812151336533,mixed_linear_nonlinear,0.6000000000000001,7,4000
