measure,obs,mu_null,sigma_null,Z,absZ,experiment,epsilon,rep,N
PE,0.9807875250203764,0.979954572169615,0.0015294134517360735,0.5446224170552728,0.5446224170552728,mixed_linear_nonlinear,0.9,10,4000
S_theta,0.7229525094385832,0.7292668891572195,0.007724022936644267,-0.8174988306520424,0.8174988306520424,mixed_linear_nonlinear,0.9,10,4000
gamma_R,0.35732718983262146,0.2961414732276602,0.0019642942922518617,31.14895606341049,31.14895606341049,mixed_linear_nonlinear,0.9,10,4000
PE,0.9805838689184807,0.9824856856076165,0.0012317300392357632,-1.5440207095345357,1.5440207095345357,mixed_linear_nonlinear,0.9,11,4000
S_theta,0.7304249968794247,0.7430456689483794,0.007901425175677046,-1.5972652766243847,1.5972652766243847,mixed_linear_nonlinear,0.9,11,4000
gamma_R,0.36780037305602364,0.29366628661551397,0.0019508690847467893,38.00054397301181,38.00054397301181,mixed_linear_nonlinear,0.9,11,4000
PE,0.9829109251941496,0.9815937134117858,0.0014579168138471818,0.9034889850044896,0.9034889850044896,mixed_linear_nonlinear,0.9,12,4000
S_theta,0.7446135435797728,0.7331828462754819,0.00742765986649242,1.538936557374814,1.538936557374814,mixed_linear_nonlinear,0.9,12,4000
gamma_R,0.36028884686741125,0.30754944251688143,0.0017290334468374655,30.502246470127123,30.502246470127123,mixed_linear_nonlinear,0.9,12,4000
PE,0.983469679777851,0.9834392891498521,0.0013607049411133551,0.022334473169514393,0.022334473169514393,mixed_linear_nonlinear,0.9,13,4000
S_theta,0.748422285672701,0.7519421153634915,0.0060353012141760465,-0.583206962814548,0.583206962814548,mixed_linear_nonlinear,0.9,13,4000
gamma_R,0.355514311704193,0.2938046075342821,0.002050202416951309,30.099322710620168,30.099322710620168,mixed_linear_nonlinear,0.9,13,4000
PE,0.9837232117130976,0.9811191102116621,0.0014141060166812972,1.8415178711614424,1.8415178711614424,mixed_linear_nonlinear,0.9,14,4000
S_theta,0.73925114835793,0.7294665622889734,0.007545078472129274,1.2968170052968744,1.2968170052968744,mixed_linear_nonlinear,0.9,14,4000
gamma_R,0.357545587385911,0.29871788986013853,0.002188745167288636,26.87736261167709,26.87736261167709,mixed_linear_nonlinear,0.9,14,4000
PE,0.9796021116778718,0.9795516781377072,0.001481364800569218,0.034045321007541436,0.034045321007541436,mixed_linear_nonlinear,0.9,15,4000
S_theta,0.7283897249773282,0.7189787801662305,0.00783612730901551,1.2009688510637615,1.2009688510637615,mixed_linear_nonlinear,0.9,15,4000
gamma_R,0.3521690587533164,0.29441853816889296,0.002774553746936971,20.814345603568995,20.814345603568995,mixed_linear_nonlinear,0.9,15,4000
PE,0.9827758797699124,0.9800520903238499,0.0015456053749042706,1.7622800038666107,1.7622800038666107,mixed_linear_nonlinear,0.9,16,4000
S_theta,0.7243506682266524,0.7233310618650239,0.008247096052893447,0.12363216762471592,0.12363216762471592,mixed_linear_nonlinear,0.9,16,4000
gamma_R,0.3610064024041715,0.3047489271123452,0.0017028322905756422,33.03759013919595,33.03759013919595,mixed_linear_nonlinear,0.9,16,4000
PE,0.9788512727364721,0.9771084309886021,0.001783585715506503,0.9771561482679012,0.9771561482679012,mixed_linear_nonlinear,0.9,17,4000
S_theta,0.7378908505333344,0.7372982630155824,0.0076507512664001345,0.07745481418986937,0.07745481418986937,mixed_linear_nonlinear,0.9,17,4000
gamma_R,0.35785254482867845,0.2897975004284859,0.001996604044039592,34.08539845612125,34.08539845612125,mixed_linear_nonlinear,0.9,17,4000
PE,0.982401265515969,0.9830573412214726,0.001331294959466417,-0.4928101776683575,0.4928101776683575,mixed_linear_nonlinear,0.9,18,4000
S_theta,0.7469924349330851,0.7532898120529145,0.0068937221669829,-0.9134944761757733,0.9134944761757733,mixed_linear_nonlinear,0.9,18,4000
gamma_R,0.35825932722992815,0.2890444429964695,0.0024615499091622736,28.11841595241683,28.11841595241683,mixed_linear_nonlinear,0.9,18,4000
PE,0.9778800854317808,0.9789132699660857,0.001335176248954649,-0.7738188386093676,0.7738188386093676,mixed_linear_nonlinear,0.9,19,4000
S_theta,0.7329834784250514,0.7458390091856866,0.007813413499709319,-1.6453155539654252,1.6453155539654252,mixed_linear_nonlinear,0.9,19,4000
gamma_R,0.3573942405951296,0.28668215949880216,0.002497405708124369,28.31421457326389,28.31421457326389,mixed_linear_nonlinear,0.9,19,4000
PE,0.9871259594832559,0.9863081669232193,0.0011287851366129714,0.7244891286311778,0.7244891286311778,mixed_linear_nonlinear,1.0,0,4000
S_theta,0.760077616362728,0.7605782784203892,0.00858550426370491,-0.05831481090490346,0.05831481090490346,mixed_linear_nonlinear,1.0,0,4000
gamma_R,0.35454445573030424,0.2924225706155151,0.0023810971536960338,26.089605381435657,26.089605381435657,mixed_linear_nonlinear,1.0,0,4000
PE,0.9844448041106263,0.983440767596901,0.0014253528223141135,0.7044126184106331,0.7044126184106331,mixed_linear_nonlinear,1.0,1,4000
S_theta,0.7616673880659913,0.7532620879791244,0.006390701675921604,1.3152390008339385,1.3152390008339385,mixed_linear_nonlinear,1.0,1,4000
gamma_R,0.35624989039468546,0.28788443990816326,0.0016158865425126149,42.30832344220015,42.30832344220015,mixed_linear_nonlinear,1.0,1,4000
PE,0.9835091826808133,0.985598172260937,0.0011579320623735093,-1.8040692092433621,1.8040692092433621,mixed_linear_nonlinear,1.0,2,4000
S_theta,0.7621613206342701,0.7590296866069994,0.007607598336111755,0.4116455534206422,0.4116455534206422,mixed_linear_nonlinear,1.0,2,4000
gamma_R,0.35815649846893904,0.27955517015981585,0.0019658803008519854,39.9827640955853,39.9827640955853,mixed_linear_nonlinear,1.0,2,4000
PE,0.9834339341005882,0.9843028446889344,0.001428170657758988,-0.608408094386703,0.608408094386703,mixed_linear_nonlinear,1.0,3,4000
S_theta,0.7444928182817234,0.7490948970527601,0.007913510495157865,-0.5815470610486482,0.5815470610486482,mixed_linear_nonlinear,1.0,3,4000
gamma_R,0.3587122250607223,0.2856677992730094,0.0021991987171881403,33.21410894651045,33.21410894651045,mixed_linear_nonlinear,1.0,3,4000
PE,0.9843336294562295,0.9834983526537805,0.0015111021046826513,0.5527600020280626,0.5527600020280626,mixed_linear_nonlinear,1.0,4,4000
S_theta,0.7561739322855449,0.7525949710879768,0.00779324878286701,0.45923866891509946,0.45923866891509946,mixed_linear_nonlinear,1.0,4,4000
gamma_R,0.35804636866444106,0.285049377566132,0.002009253272136839,36.33040797324511,36.33040797324511,mixed_linear_nonlinear,1.0,4,4000
PE,0.984894198795843,0.9852433301721715,0.0012809210941864212,-0.2725627502842224,0.2725627502842224,mixed_linear_nonlinear,1.0,5,4000
S_theta,0.7550902903999726,0.7597059015905728,0.00804370855026289,-0.5738163139251766,0.5738163139251766,mixed_linear_nonlinear,1.0,5,4000
gamma_R,0.35279961621841494,0.28388268136702527,0.0015260315835234327,45.1608836904072,45.1608836904072,mixed_linear_nonlinear,1.0,5,4000
PE,0.9848903345665788,0.9842746438286741,0.0013613446848178572,0.45226660431488075,0.45226660431488075,mixed_linear_nonlinear,1.0,6,4000
S_theta,0.7579200293967079,0.7563258192964741,0.006989829565104269,0.2280756755776447,0.2280756755776447,mixed_linear_nonlinear,1.0,6,4000
gamma_R,0.3537398406765072,0.2874720924690646,0.0018159977246314117,36.49109649677167,36.49109649677167,mixed_linear_nonlinear,1.0,6,4000
PE,0.9813320334592881,0.9832457427355359,0.001549203673944842,-1.2352857848411762,1.2352857848411762,mixed_linear_nonlinear,1.0,7,4000
S_theta,0.737934382967376,0.7387340466882578,0.007507354225742493,-0.10651738240081729,0.10651738240081729,mixed_linear_nonlinear,1.0,7,4000
gamma_R,0.35559091953164346,0.28722085045997825,0.0023080889892349975,29.621938058084172,29.621938058084172,mixed_linear_nonlinear,1.0,7,4000
PE,0.9846107636345544,0.9847246903421442,0.001337691747696489,-0.08516663707164882,0.08516663707164882,mixed_linear_nonlinear,1.0,8,4000
S_theta,0.767778589872037,0.766890618439552,0.007201400303447169,0.12330538437919153,0.12330538437919153,mixed_linear_nonlinear,1.0,8,4000
gamma_R,0.35287710205216183,0.2799286361952211,0.002474717570744381,29.477491378944798,29.477491378944798,mixed_linear_nonlinear,1.0,8,4000
PE,0.9876472068961647,0.9845934364605398,0.0013010239957418374,2.34720531336833,2.34720531336833,mixed_linear_nonlinear,1.0,9,4000
S_theta,0.7471319312537273,0.7415359506207865,0.008113921058737617,0.6896764945617431,0.6896764945617431,mixed_linear_nonlinear,1.0,9,4000
gamma_R,0.3561629449028455,0.2969414227960371,0.002095545870170025,28.26066608697208,28.26066608697208,mixed_linear_nonlinear,1.0,9,4000
PE,0.9836590673669245,0.9846796435797001,0.001390193783748062,-0.7341251447866269,0.7341251447866269,mixed_linear_nonlinear,1.0,10,4000
S_theta,0.7630033892166654,0.7621445301177233,0.006812197084110005,0.12607666635856432,0.12607666635856432,mixed_linear_nonlinear,1.0,10,4000
gamma_R,0.3522421196990405,0.28437861571724676,0.002200963504578496,30.833543509750385,30.833543509750385,mixed_linear_nonlinear,1.0,10,4000
PE,0.9857765408775006,0.9861076098597841,0.0011828159828956733,-0.27989897589397317,0.27989897589397317,mixed_linear_nonlinear,1.0,11,4000
S_theta,0.7631071097546953,0.7346498318828448,0.007974736623877427,3.56842855306915,3.56842855306915,mixed_linear_nonlinear,1.0,11,4000
gamma_R,0.3562100771496225,0.30014929310355076,0.002494661698094049,22.472299185457825,22.472299185457825,mixed_linear_nonlinear,1.0,11,4000
PE,0.9862577423025197,0.9864366648981887,0.0009963777890270658,-0.1795730471307446,0.1795730471307446,mixed_linear_nonlinear,1.0,12,4000
S_theta,0.7457698786934066,0.7527971847738345,0.007507466421515221,-0.9360422925487539,0.9360422925487539,mixed_linear_nonlinear,1.0,12,4000
gamma_R,0.3538938167140768,0.27878064724046026,0.0024093202204453785,31.17608395771128,31.17608395771128,mixed_linear_nonlinear,1.0,12,4000
PE,0.985688045821307,0.9843675066451645,0.00132463284770961,0.9969095802099507,0.9969095802099507,mixed_linear_nonlinear,1.0,13,4000
S_theta,0.7589655211466231,0.7674215457957942,0.006309212938731462,-1.3402661681080217,1.3402661681080217,mixed_linear_nonlinear,1.0,13,4000
gamma_R,0.3523649201722524,0.2779138372962796,0.0021493507550069866,34.63887069271334,34.63887069271334,mixed_linear_nonlinear,1.0,13,4000
PE,0.9871380159125261,0.9862917927173335,0.0012927113156350684,0.6546111146067842,0.6546111146067842,mixed_linear_nonlinear,1.0,14,4000
S_theta,0.7659413157800629,0.7663470146537861,0.006852845138599819,-0.059201523676355484,0.059201523676355484,mixed_linear_nonlinear,1.0,14,4000
gamma_R,0.3518413110793437,0.28510576904144647,0.0023144675704918623,28.83407954759756,28.83407954759756,mixed_linear_nonlinear,1.0,14,4000
PE,0.9841174573286035,0.9830941872927882,0.0014628162671706292,0.6995205473032258,0.6995205473032258,mixed_linear_nonlinear,1.0,15,4000
S_theta,0.7389530824390373,0.7474778196297414,0.007184754077738348,-1.1865036852294701,1.1865036852294701,mixed_linear_nonlinear,1.0,15,4000
gamma_R,0.3561309777278583,0.2895162382141521,0.001774966601680038,37.53013687731032,37.53013687731032,mixed_linear_nonlinear,1.0,15,4000
PE,0.9822789610642245,0.9802744418352181,0.0014663743079009306,1.3669901458351859,1.3669901458351859,mixed_linear_nonlinear,1.0,16,4000
S_theta,0.7575929978867444,0.7550293750463265,0.007621755903922492,0.3363559359200334,0.3363559359200334,mixed_linear_nonlinear,1.0,16,4000
gamma_R,0.3520697225702567,0.27970357482558944,0.0018787759101896533,38.51771110763404,38.51771110763404,mixed_linear_nonlinear,1.0,16,4000
PE,0.9861735231917982,0.9848960905267192,0.0013929975735373639,0.9170386864602066,0.9170386864602066,mixed_linear_nonlinear,1.0,17,4000
S_theta,0.7559681097382225,0.7530369273446792,0.008038522145561684,0.3646419504064789,0.3646419504064789,mixed_linear_nonlinear,1.0,17,4000
gamma_R,0.3545767500646674,0.28218091595950723,0.0020864144399463844,34.69868340588198,34.69868340588198,mixed_linear_nonlinear,1.0,17,4000
PE,0.986210571902165,0.9844712655683036,0.0012385790992075034,1.4042755403948912,1.4042755403948912,mixed_linear_nonlinear,1.0,18,4000
S_theta,0.7482634682199824,0.751833612341709,0.007318926340423684,-0.4877961541992995,0.4877961541992995,mixed_linear_nonlinear,1.0,18,4000
gamma_R,0.3551381466126733,0.28697749270602585,0.0014525215767367615,46.92574278984367,46.92574278984367,mixed_linear_nonlinear,1.0,18,4000
PE,0.9850373549711638,0.9821061271584435,0.0014717215259919523,1.9917000335676278,1.9917000335676278,mixed_linear_nonlinear,1.0,19,4000
S_theta,0.7443646864519945,0.7355493476508542,0.008457969152094704,1.0422524181182502,1.0422524181182502,mixed_linear_nonlinear,1.0,19,4000
gamma_R,0.35192031833919524,0.28405130241485915,0.0020292072194311415,33.44607454302383,33.44607454302383,mixed_linear_nonlinear,1.0,19,4000
