measure,obs,mu_null,sigma_null,Z,absZ,experiment,lambda,rep,N
gamma_R,0.26827085971121256,0.23493288430506087,0.0031636074322771626,10.537962158647172,10.537962158647172,nonlinear_ar1_sweep,0.44999999999999996,2,4000
PE,0.9562660088410625,0.9564153545179233,0.002319997799004115,-0.06437319764909491,0.06437319764909491,nonlinear_ar1_sweep,0.44999999999999996,3,4000
S_theta,0.7395314590240917,0.7431200064108475,0.007397628130778947,-0.4850943198706021,0.4850943198706021,nonlinear_ar1_sweep,0.44999999999999996,3,4000
gamma_R,0.26428101550733873,0.2266166425599889,0.0033245623722315963,11.329122070905173,11.329122070905173,nonlinear_ar1_sweep,0.44999999999999996,3,4000
PE,0.9484741531575138,0.9519007445498805,0.002222677947399013,-1.5416499706475628,1.5416499706475628,nonlinear_ar1_sweep,0.44999999999999996,4,4000
S_theta,0.7434663246142805,0.7344194453255548,0.007028117764160673,1.2872407082959763,1.2872407082959763,nonlinear_ar1_sweep,0.44999999999999996,4,4000
gamma_R,0.269225466608947,0.22961352158911277,0.003393014696572741,11.674557454715988,11.674557454715988,nonlinear_ar1_sweep,0.44999999999999996,4,4000
PE,0.9600373198642199,0.9577444801500217,0.0021604541657921305,1.061276721581167,1.061276721581167,nonlinear_ar1_sweep,0.44999999999999996,5,4000
S_theta,0.7407192227512156,0.7405776522957549,0.007419671014001628,0.01908042219035689,0.01908042219035689,nonlinear_ar1_sweep,0.44999999999999996,5,4000
gamma_R,0.265731339771927,0.2272606973412611,0.003622866043789025,10.618842089571391,10.618842089571391,nonlinear_ar1_sweep,0.44999999999999996,5,4000
PE,0.9492599640880709,0.9539530558911544,0.002122652089348208,-2.21095667379227,2.21095667379227,nonlinear_ar1_sweep,0.44999999999999996,6,4000
S_theta,0.7294509534295784,0.7378742631849002,0.006497154792788307,-1.296461300979234,1.296461300979234,nonlinear_ar1_sweep,0.44999999999999996,6,4000
gamma_R,0.2714233674548182,0.23819377070546724,0.0037804263464279366,8.789907196776648,8.789907196776648,nonlinear_ar1_sweep,0.44999999999999996,6,4000
PE,0.9455817248481916,0.9536214362704577,0.0022924228651792257,-3.507080453779001,3.507080453779001,nonlinear_ar1_sweep,0.44999999999999996,7,4000
S_theta,0.7355826021065462,0.7406206158711676,0.00649536550451639,-0.7756320658349806,0.7756320658349806,nonlinear_ar1_sweep,0.44999999999999996,7,4000
gamma_R,0.26881258232027694,0.22776661514210517,0.0034637392672317497,11.850189639411301,11.850189639411301,nonlinear_ar1_sweep,0.44999999999999996,7,4000
PE,0.9529420699571391,0.9541163495227327,0.002233553919044111,-0.5257448927385313,0.5257448927385313,nonlinear_ar1_sweep,0.44999999999999996,8,4000
S_theta,0.7282666622607189,0.7253113960461327,0.0064709211424412326,0.45669946357456065,0.45669946357456065,nonlinear_ar1_sweep,0.44999999999999996,8,4000
gamma_R,0.283266198368354,0.24063288255061036,0.0036667196948547763,11.627099796465941,11.627099796465941,nonlinear_ar1_sweep,0.44999999999999996,8,4000
PE,0.948687459184621,0.9506720944020149,0.002208591032691916,-0.8985978789268844,0.8985978789268844,nonlinear_ar1_sweep,0.44999999999999996,9,4000
S_theta,0.7276321109825109,0.7261757442630373,0.0066417638922482355,0.21927408789302788,0.21927408789302788,nonlinear_ar1_sweep,0.44999999999999996,9,4000
gamma_R,0.2714631679966508,0.23793864716868998,0.0032201847174667207,10.410744652665194,10.410744652665194,nonlinear_ar1_sweep,0.44999999999999996,9,4000
PE,0.9513571960741454,0.9533712666076842,0.0022814626246303047,-0.882797952416698,0.882797952416698,nonlinear_ar1_sweep,0.44999999999999996,10,4000
S_theta,0.7324261829555271,0.7375798785999474,0.007224815413433371,-0.7133325004868504,0.7133325004868504,nonlinear_ar1_sweep,0.44999999999999996,10,4000
gamma_R,0.26796048172746434,0.22771268711899562,0.003350319587964533,12.013121002859622,12.013121002859622,nonlinear_ar1_sweep,0.44999999999999996,10,4000
PE,0.9517392588087784,0.9541217488595319,0.0023647518593662878,-1.0075010793699062,1.0075010793699062,nonlinear_ar1_sweep,0.44999999999999996,11,4000
S_theta,0.7270893875845166,0.7297948837300982,0.006938927429126816,-0.3899012020539364,0.3899012020539364,nonlinear_ar1_sweep,0.44999999999999996,11,4000
gamma_R,0.28285109069668113,0.24200312445933225,0.003449263457947477,11.842518478323461,11.842518478323461,nonlinear_ar1_sweep,0.44999999999999996,11,4000
PE,0.9503826449857352,0.9550419948553706,0.0022320639889975694,-2.087462497761043,2.087462497761043,nonlinear_ar1_sweep,0.44999999999999996,12,4000
S_theta,0.7233155194630975,0.7419795271626852,0.006667766161410696,-2.7991395090614613,2.7991395090614613,nonlinear_ar1_sweep,0.44999999999999996,12,4000
gamma_R,0.2681108533293447,0.2281957177099648,0.003414307507862892,11.69055087377407,11.69055087377407,nonlinear_ar1_sweep,0.44999999999999996,12,4000
PE,0.9567210575126832,0.9562896323939423,0.001883985901846517,0.22899593798345405,0.22899593798345405,nonlinear_ar1_sweep,0.44999999999999996,13,4000
S_theta,0.730512854114663,0.732725438323259,0.007389693680379461,-0.29941487486424734,0.29941487486424734,nonlinear_ar1_sweep,0.44999999999999996,13,4000
gamma_R,0.2850055768600732,0.24326180539424347,0.0036415421174099015,11.463212595086116,11.463212595086116,nonlinear_ar1_sweep,0.44999999999999996,13,4000
PE,0.9546692776517492,0.956168524265586,0.0022665299586806928,-0.6614722245760204,0.6614722245760204,nonlinear_ar1_sweep,0.44999999999999996,14,4000
S_theta,0.7382436860659162,0.7426871289458673,0.006422785780632727,-0.6918248610050007,0.6918248610050007,nonlinear_ar1_sweep,0.44999999999999996,14,4000
gamma_R,0.26087665921944714,0.22569352737891574,0.0034022413968069157,10.34116270337302,10.34116270337302,nonlinear_ar1_sweep,0.44999999999999996,14,4000
PE,0.9521781699274945,0.9523546664374009,0.0021486342382835686,-0.0821435806809814,0.0821435806809814,nonlinear_ar1_sweep,0.44999999999999996,15,4000
S_theta,0.7394336502330159,0.7382083919475118,0.0072497352290482805,0.16900731499748506,0.16900731499748506,nonlinear_ar1_sweep,0.44999999999999996,15,4000
gamma_R,0.26861002579736504,0.23518263682571294,0.0033570721257489794,9.957304377008068,9.957304377008068,nonlinear_ar1_sweep,0.44999999999999996,15,4000
PE,0.9530418134118377,0.9555089394551181,0.0020884429754150337,-1.181323154293967,1.181323154293967,nonlinear_ar1_sweep,0.44999999999999996,16,4000
S_theta,0.7365484355666565,0.7398662826908606,0.006518480247742728,-0.5089908994282928,0.5089908994282928,nonlinear_ar1_sweep,0.44999999999999996,16,4000
gamma_R,0.27555961347278146,0.23305992953748345,0.0037248883691705236,11.40965304814277,11.40965304814277,nonlinear_ar1_sweep,0.44999999999999996,16,4000
PE,0.9484657594094398,0.9524970530901824,0.002286191259100273,-1.7633230223831446,1.7633230223831446,nonlinear_ar1_sweep,0.44999999999999996,17,4000
S_theta,0.7211745666991899,0.7316477561865362,0.006149603798374058,-1.703067356975975,1.703067356975975,nonlinear_ar1_sweep,0.44999999999999996,17,4000
gamma_R,0.28617197703788055,0.24299051295714366,0.0034771947302923607,12.418477373312427,12.418477373312427,nonlinear_ar1_sweep,0.44999999999999996,17,4000
PE,0.9488428894824961,0.9542113390029374,0.0018683543084731641,-2.87335731563062,2.87335731563062,nonlinear_ar1_sweep,0.44999999999999996,18,4000
S_theta,0.7311082871517002,0.7336865812567921,0.006527782675826759,-0.39497241760815344,0.39497241760815344,nonlinear_ar1_sweep,0.44999999999999996,18,4000
gamma_R,0.26982350549957523,0.23343230846309918,0.0035217770021836103,10.33319174209849,10.33319174209849,nonlinear_ar1_sweep,0.44999999999999996,18,4000
PE,0.9564662346188596,0.9549653238829516,0.0024001585057985913,0.6253381734089174,0.6253381734089174,nonlinear_ar1_sweep,0.44999999999999996,19,4000
S_theta,0.7389175925240632,0.7370272244248024,0.0073515226114598846,0.2571396701295602,0.2571396701295602,nonlinear_ar1_sweep,0.44999999999999996,19,4000
gamma_R,0.27471897725824346,0.23521495072578522,0.0032857994771847096,12.022652875429118,12.022652875429118,nonlinear_ar1_sweep,0.44999999999999996,19,4000
PE,0.9484434804877246,0.9521505317595417,0.0024992158902641176,-1.4832857322403101,1.4832857322403101,nonlinear_ar1_sweep,0.6,0,4000
S_theta,0.6947084411073424,0.7266257312707606,0.00697848401809178,-4.573671026640214,4.573671026640214,nonlinear_ar1_sweep,0.6,0,4000
gamma_R,0.31176778547298223,0.25612292703830536,0.0030444627481496828,18.277398358214715,18.277398358214715,nonlinear_ar1_sweep,0.6,0,4000
PE,0.953193671502069,0.955052131723794,0.0020917206425691546,-0.8884839513953093,0.8884839513953093,nonlinear_ar1_sweep,0.6,1,4000
S_theta,0.721733726751746,0.7243595186970124,0.007397926171255071,-0.35493621921628266,0.35493621921628266,nonlinear_ar1_sweep,0.6,1,4000
gamma_R,0.3123231394100575,0.2565739492759199,0.003470396712189643,16.064212468367256,16.064212468367256,nonlinear_ar1_sweep,0.6,1,4000
PE,0.9501487726950713,0.9532311886112695,0.0020856291287833007,-1.4779309867025527,1.4779309867025527,nonlinear_ar1_sweep,0.6,2,4000
S_theta,0.7199379496752574,0.7181825559489029,0.005940573834530313,0.29549228327927335,0.29549228327927335,nonlinear_ar1_sweep,0.6,2,4000
gamma_R,0.3160561864993414,0.2611774299701649,0.0034971313496916603,15.692506526532133,15.692506526532133,nonlinear_ar1_sweep,0.6,2,4000
PE,0.9548141955921167,0.958085328486728,0.0022851411670345894,-1.4314795697529112,1.4314795697529112,nonlinear_ar1_sweep,0.6,3,4000
S_theta,0.7320855756365292,0.7252897858354883,0.007215539527364598,0.9418269798492794,0.9418269798492794,nonlinear_ar1_sweep,0.6,3,4000
gamma_R,0.3222899278622069,0.2681971742185148,0.00323041589622613,16.744826480975682,16.744826480975682,nonlinear_ar1_sweep,0.6,3,4000
PE,0.9529744930981393,0.9568755619250165,0.0019013158928598687,-2.0517731122572376,2.0517731122572376,nonlinear_ar1_sweep,0.6,4,4000
S_theta,0.7147047110397223,0.7213139787277523,0.006987067940274332,-0.9459286419605707,0.9459286419605707,nonlinear_ar1_sweep,0.6,4,4000
gamma_R,0.30765859429234277,0.25671513290010833,0.0032448878372064857,15.699606256988996,15.699606256988996,nonlinear_ar1_sweep,0.6,4,4000
PE,0.9546350618134141,0.95692032678453,0.001825832798445118,-1.2516288309981363,1.2516288309981363,nonlinear_ar1_sweep,0.6,5,4000
S_theta,0.7143135227249227,0.7250868252188951,0.006900381399685752,-1.5612618882867955,1.5612618882867955,nonlinear_ar1_sweep,0.6,5,4000
gamma_R,0.30927365467872947,0.2549742742880011,0.003308564444523223,16.41176446800422,16.41176446800422,nonlinear_ar1_sweep,0.6,5,4000
PE,0.9581892273678347,0.9618016797015315,0.0018881521295451096,-1.9132210149650848,1.9132210149650848,nonlinear_ar1_sweep,0.6,6,4000
S_theta,0.7167373324646342,0.7319414910929359,0.0073632189741430765,-2.064879325427254,2.064879325427254,nonlinear_ar1_sweep,0.6,6,4000
gamma_R,0.31868337079627906,0.26148479271933034,0.0035339337725620386,16.185526316606886,16.185526316606886,nonlinear_ar1_sweep,0.6,6,4000
PE,0.9492053612690133,0.954768867309506,0.0021024424627358,-2.646210842437615,2.646210842437615,nonlinear_ar1_sweep,0.6,7,4000
S_theta,0.7072077253981199,0.7233267088497375,0.007070294431539088,-2.279817850260122,2.279817850260122,nonlinear_ar1_sweep,0.6,7,4000
gamma_R,0.30911595364098465,0.25775446744052455,0.0035107071216402856,14.62995471307296,14.62995471307296,nonlinear_ar1_sweep,0.6,7,4000
PE,0.9513473882150199,0.9554478010794571,0.002224480465681525,-1.8433125971196307,1.8433125971196307,nonlinear_ar1_sweep,0.6,8,4000
S_theta,0.7190763944256748,0.7323477925580748,0.006819030075505391,-1.9462295935711007,1.9462295935711007,nonlinear_ar1_sweep,0.6,8,4000
gamma_R,0.3037299699622781,0.25409347507895674,0.003163454804584516,15.690597131777428,15.690597131777428,nonlinear_ar1_sweep,0.6,8,4000
PE,0.9559776131216224,0.957934506325512,0.002180513007709632,-0.8974462417654042,0.8974462417654042,nonlinear_ar1_sweep,0.6,9,4000
S_theta,0.7374163902767213,0.7309597251325883,0.007673544777264106,0.8414188398643897,0.8414188398643897,nonlinear_ar1_sweep,0.6,9,4000
gamma_R,0.31118656844188797,0.25506514300806554,0.0032701582101190615,17.16168510140038,17.16168510140038,nonlinear_ar1_sweep,0.6,9,4000
PE,0.9501109029547851,0.9580669313664054,0.0020984794640041353,-3.7913301264522996,3.7913301264522996,nonlinear_ar1_sweep,0.6,10,4000
S_theta,0.7304504159066908,0.7380523377209423,0.006976465512890206,-1.089652317524628,1.089652317524628,nonlinear_ar1_sweep,0.6,10,4000
gamma_R,0.2979486646186035,0.24304227089927033,0.003373428781760769,16.27613839550946,16.27613839550946,nonlinear_ar1_sweep,0.6,10,4000
PE,0.9466966900297717,0.9524395452147068,0.002402774152863598,-2.390093624942126,2.390093624942126,nonlinear_ar1_sweep,0.6,11,4000
S_theta,0.7060803983112219,0.725813592790117,0.007067035821978389,-2.792287314792593,2.792287314792593,nonlinear_ar1_sweep,0.6,11,4000
gamma_R,0.313672160289016,0.26141372586336126,0.0033881756976317937,15.423767563819496,15.423767563819496,nonlinear_ar1_sweep,0.6,11,4000
PE,0.9472862956355558,0.9509076261931191,0.0025690912252745207,-1.409576476668846,1.409576476668846,nonlinear_ar1_sweep,0.6,12,4000
S_theta,0.6944159626106784,0.711861688734616,0.006752642182216848,-2.5835407316385095,2.5835407316385095,nonlinear_ar1_sweep,0.6,12,4000
gamma_R,0.3053517554545382,0.2563341319227544,0.003393296563019124,14.44542869196533,14.44542869196533,nonlinear_ar1_sweep,0.6,12,4000
PE,0.9496258220574607,0.95145133318757,0.0021737149927568687,-0.8398116294878492,0.8398116294878492,nonlinear_ar1_sweep,0.6,13,4000
S_theta,0.7046370767383434,0.7172352436200802,0.007499208518894553,-1.6799328689147903,1.6799328689147903,nonlinear_ar1_sweep,0.6,13,4000
gamma_R,0.3118202741021401,0.2595667991196268,0.0030597737522279054,17.07756168065239,17.07756168065239,nonlinear_ar1_sweep,0.6,13,4000
PE,0.9533430915704556,0.9540864949731127,0.002312036846135244,-0.3215361398326175,0.3215361398326175,nonlinear_ar1_sweep,0.6,14,4000
S_theta,0.7243983116850292,0.7216242877303287,0.006788431474211218,0.4086398993992684,0.4086398993992684,nonlinear_ar1_sweep,0.6,14,4000
gamma_R,0.31282661588809757,0.26037245055155944,0.0026966245255093673,19.45178679506003,19.45178679506003,nonlinear_ar1_sweep,0.6,14,4000
PE,0.9474306652839407,0.9519745254248426,0.002372871460980078,-1.9149204731996485,1.9149204731996485,nonlinear_ar1_sweep,0.6,15,4000
S_theta,0.7014290322973946,0.7166787588004517,0.0070028836349251685,-2.1776352854134027,2.1776352854134027,nonlinear_ar1_sweep,0.6,15,4000
gamma_R,0.30947829295687057,0.2576073241619097,0.003109868289539821,16.67947448753093,16.67947448753093,nonlinear_ar1_sweep,0.6,15,4000
PE,0.9521581110889086,0.9571743628032233,0.0018945322760318497,-2.6477520482371637,2.6477520482371637,nonlinear_ar1_sweep,0.6,16,4000
S_theta,0.711771312921359,0.7302668109785706,0.007258767197799769,-2.548021937226181,2.548021937226181,nonlinear_ar1_sweep,0.6,16,4000
gamma_R,0.30845627035312306,0.2562114890981464,0.0032994101103147044,15.834582397516341,15.834582397516341,nonlinear_ar1_sweep,0.6,16,4000
PE,0.9521975330798016,0.9566968408249745,0.0021765476722671625,-2.067176291381804,2.067176291381804,nonlinear_ar1_sweep,0.6,17,4000
S_theta,0.7225552399368588,0.7311521698851077,0.007971847531859371,-1.0784112357758218,1.0784112357758218,nonlinear_ar1_sweep,0.6,17,4000
gamma_R,0.302926236960283,0.2543782086436878,0.0032505960092691906,14.935115953553971,14.935115953553971,nonlinear_ar1_sweep,0.6,17,4000
PE,0.9496010472161474,0.9573361979542319,0.0020800231177087003,-3.718781138646838,3.718781138646838,nonlinear_ar1_sweep,0.6,18,4000
S_theta,0.7264581305919067,0.7272003810236072,0.007633399700974973,-0.09723720239694836,0.09723720239694836,nonlinear_ar1_sweep,0.6,18,4000
gamma_R,0.31753239521336074,0.2626381856992663,0.002906442502763666,18.88707912229362,18.88707912229362,nonlinear_ar1_sweep,0.6,18,4000
PE,0.9529516195926573,0.9578401312301881,0.0018527062197528183,-2.638578952999358,2.638578952999358,nonlinear_ar1_sweep,0.6,19,4000
S_theta,0.7097213746590458,0.7310914645741711,0.006829470694585246,-3.129098999146235,3.129098999146235,nonlinear_ar1_sweep,0.6,19,4000
gamma_R,0.3159549861870179,0.25826795168939354,0.0031136596409877615,18.527084251033944,18.527084251033944,nonlinear_ar1_sweep,0.6,19,4000
PE,0.9613199411387842,0.962489965261326,0.0017356835970093467,-0.6740998904165807,0.6740998904165807,nonlinear_ar1_sweep,0.75,0,4000
S_theta,0.7165671493296352,0.7265633515693299,0.006624598758548683,-1.5089521047286405,1.5089521047286405,nonlinear_ar1_sweep,0.75,0,4000
gamma_R,0.3425238074424294,0.2790076090448203,0.002811759687557837,22.589483261557206,22.589483261557206,nonlinear_ar1_sweep,0.75,0,4000
PE,0.9577072605329205,0.9602900210991525,0.002327367661345797,-1.109734662523621,1.109734662523621,nonlinear_ar1_sweep,0.75,1,4000
S_theta,0.7056332449165935,0.7179157758757065,0.0075255419155775246,-1.6321124906219382,1.6321124906219382,nonlinear_ar1_sweep,0.75,1,4000
gamma_R,0.33314271045179566,0.2761843471075892,0.0029847857296773418,19.082898573883128,19.082898573883128,nonlinear_ar1_sweep,0.75,1,4000
PE,0.9582469965231479,0.9601944225590558,0.0018228298459192003,-1.0683531654189518,1.0683531654189518,nonlinear_ar1_sweep,0.75,2,4000
S_theta,0.7118074696840284,0.7186211302772094,0.00638245109197753,-1.067561739994449,1.067561739994449,nonlinear_ar1_sweep,0.75,2,4000
gamma_R,0.34610430206902454,0.2820559662113861,0.0026126675751887334,24.514536968221723,24.514536968221723,nonlinear_ar1_sweep,0.75,2,4000
PE,0.9561807178697054,0.9596858554638917,0.00219345183914054,-1.598000709037576,1.598000709037576,nonlinear_ar1_sweep,0.75,3,4000
S_theta,0.7042280323209004,0.7191816916683539,0.0067877734384562335,-2.2030286489430146,2.2030286489430146,nonlinear_ar1_sweep,0.75,3,4000
gamma_R,0.34243073965348303,0.282272915031466,0.002821307654326326,21.322674444868916,21.322674444868916,nonlinear_ar1_sweep,0.75,3,4000
PE,0.9531229138175905,0.957784412855774,0.0021435656980548865,-2.174647150965984,2.174647150965984,nonlinear_ar1_sweep,0.75,4,4000
S_theta,0.697284344976845,0.7135750189431271,0.006920717055170592,-2.353899724033811,2.353899724033811,nonlinear_ar1_sweep,0.75,4,4000
gamma_R,0.3431946099436588,0.27940463817114014,0.002716583012372804,23.481694276222836,23.481694276222836,nonlinear_ar1_sweep,0.75,4,4000
PE,0.9523674472257329,0.9588203091279348,0.0022148089628457068,-2.913507219110658,2.913507219110658,nonlinear_ar1_sweep,0.75,5,4000
S_theta,0.714005338752164,0.7229613173041871,0.007359665196703654,-1.2169002682397088,1.2169002682397088,nonlinear_ar1_sweep,0.75,5,4000
gamma_R,0.3271548205642931,0.2640585271039165,0.003271641399373488,19.285821934047984,19.285821934047984,nonlinear_ar1_sweep,0.75,5,4000
PE,0.9524860541587754,0.9595596635791813,0.0017195945806914043,-4.113533212905217,4.113533212905217,nonlinear_ar1_sweep,0.75,6,4000
S_theta,0.7073090041100849,0.7271603669124331,0.007312253712309178,-2.7148077163858764,2.7148077163858764,nonlinear_ar1_sweep,0.75,6,4000
gamma_R,0.3347132843201517,0.2677536755695634,0.0030022257476880906,22.303322394110943,22.303322394110943,nonlinear_ar1_sweep,0.75,6,4000
PE,0.9485978199857248,0.9510453808006548,0.0021039738081088024,-1.163303842232744,1.163303842232744,nonlinear_ar1_sweep,0.75,7,4000
S_theta,0.7006741690046299,0.7094185191086679,0.007109594195792683,-1.229936598802334,1.229936598802334,nonlinear_ar1_sweep,0.75,7,4000
gamma_R,0.32923532924763177,0.27083313001579273,0.002951828225015928,19.785094111133077,19.785094111133077,nonlinear_ar1_sweep,0.75,7,4000
PE,0.9569338065800597,0.960043127409127,0.0024071474132923206,-1.29170353751399,1.29170353751399,nonlinear_ar1_sweep,0.75,8,4000
S_theta,0.7158857334887208,0.7238926011883186,0.007391417113777945,-1.0832655736168133,1.0832655736168133,nonlinear_ar1_sweep,0.75,8,4000
gamma_R,0.3390566536016527,0.2784775350898488,0.0032115816098230547,18.86270562968555,18.86270562968555,nonlinear_ar1_sweep,0.75,8,4000
PE,0.9559997572006873,0.9560293260588406,0.002072580387599471,-0.014266688197099853,0.014266688197099853,nonlinear_ar1_sweep,0.75,9,4000
S_theta,0.7009206532109548,0.7115020020254822,0.007869688491467516,-1.3445702235863541,1.3445702235863541,nonlinear_ar1_sweep,0.75,9,4000
gamma_R,0.3322349102871712,0.27818317467550285,0.0023070833662819476,23.4286009780293,23.4286009780293,nonlinear_ar1_sweep,0.75,9,4000
PE,0.956051522331883,0.9574106748399894,0.0021518845871230066,-0.6316103178765803,0.6316103178765803,nonlinear_ar1_sweep,0.75,10,4000
S_theta,0.7070661005990221,0.7310819616202962,0.00704239473430322,-3.4101838830893385,3.4101838830893385,nonlinear_ar1_sweep,0.75,10,4000
gamma_R,0.33165582480670597,0.26870464396975835,0.002745396576290894,22.929722205014325,22.929722205014325,nonlinear_ar1_sweep,0.75,10,4000
PE,0.9507902593396306,0.9579675432281168,0.0023034613269885085,-3.115869063827382,3.115869063827382,nonlinear_ar1_sweep,0.75,11,4000
S_theta,0.6909440891672555,0.7202724210433848,0.00698652686691482,-4.1978414217535915,4.1978414217535915,nonlinear_ar1_sweep,0.75,11,4000
gamma_R,0.33917800963731504,0.2704959696276945,0.002993379498423384,22.9446483634285,22.9446483634285,nonlinear_ar1_sweep,0.75,11,4000
PE,0.9518884438603623,0.9567830325838734,0.0018375155209201458,-2.6636992546654112,2.6636992546654112,nonlinear_ar1_sweep,0.75,12,4000
S_theta,0.7028393320487976,0.7078567972019587,0.007811610449880486,-0.6423086744216634,0.6423086744216634,nonlinear_ar1_sweep,0.75,12,4000
gamma_R,0.3389711843270943,0.28226578315059486,0.002874771254663635,19.725187207332876,19.725187207332876,nonlinear_ar1_sweep,0.75,12,4000
PE,0.9604546549308759,0.958184130605463,0.0019547038887649955,1.1615694522649171,1.1615694522649171,nonlinear_ar1_sweep,0.75,13,4000
S_theta,0.6987715201878961,0.720781085805746,0.007076360491493347,-3.110294570819001,3.110294570819001,nonlinear_ar1_sweep,0.75,13,4000
gamma_R,0.333981372414608,0.2787998877185053,0.0028629047499331354,19.274649181881276,19.274649181881276,nonlinear_ar1_sweep,0.75,13,4000
PE,0.9551691843640021,0.9608452143897545,0.0022794015504090247,-2.4901404602158905,2.4901404602158905,nonlinear_ar1_sweep,0.75,14,4000
S_theta,0.7144190427746172,0.7286970522027858,0.007280246612220089,-1.9611985951413475,1.9611985951413475,nonlinear_ar1_sweep,0.75,14,4000
gamma_R,0.34617053414262244,0.283916987818976,0.0032121097051405795,19.380890454649613,19.380890454649613,nonlinear_ar1_sweep,0.75,14,4000
PE,0.953967517775291,0.9584121068376871,0.0021561545519100337,-2.0613499428688167,2.0613499428688167,nonlinear_ar1_sweep,0.75,15,4000
S_theta,0.7084106332406201,0.7212264302315715,0.007074538890186847,-1.8115381355424123,1.8115381355424123,nonlinear_ar1_sweep,0.75,15,4000
gamma_R,0.3348344235179359,0.27305135839189915,0.0028790883649102944,21.45924587763105,21.45924587763105,nonlinear_ar1_sweep,0.75,15,4000
PE,0.9534252517371442,0.9567184749018864,0.002312303957643964,-1.424217241792787,1.424217241792787,nonlinear_ar1_sweep,0.75,16,4000
S_theta,0.6958363535396149,0.7099697691439437,0.007471065337783798,-1.8917537145407028,1.8917537145407028,nonlinear_ar1_sweep,0.75,16,4000
gamma_R,0.3458535614716002,0.2837496286784595,0.0026641803719079783,23.310708782327815,23.310708782327815,nonlinear_ar1_sweep,0.75,16,4000
PE,0.9596450018029727,0.9633835009311723,0.0019605773325380763,-1.9068358417466111,1.9068358417466111,nonlinear_ar1_sweep,0.75,17,4000
S_theta,0.7052843515127826,0.73220088024778,0.006688795511388452,-4.024121934833988,4.024121934833988,nonlinear_ar1_sweep,0.75,17,4000
gamma_R,0.3361148683997832,0.270770534057345,0.0031605083979297497,20.67526046924639,20.67526046924639,nonlinear_ar1_sweep,0.75,17,4000
PE,0.957349913852642,0.9619138803497678,0.0019340734987869641,-2.359768902261597,2.359768902261597,nonlinear_ar1_sweep,0.75,18,4000
S_theta,0.72065105316203,0.7232963625134885,0.007001582057287097,-0.37781594642674743,0.37781594642674743,nonlinear_ar1_sweep,0.75,18,4000
gamma_R,0.3401114363378993,0.2732129534740878,0.002854715389087906,23.43437917472602,23.43437917472602,nonlinear_ar1_sweep,0.75,18,4000
PE,0.9583713412187445,0.9623804573967405,0.002280309069932853,-1.75814595962384,1.75814595962384,nonlinear_ar1_sweep,0.75,19,4000
S_theta,0.7084421989693223,0.7271575905156971,0.0068359922818409,-2.737772480535165,2.737772480535165,nonlinear_ar1_sweep,0.75,19,4000
gamma_R,0.3385941364138143,0.27332496870222783,0.00299456228130822,21.79589588735241,21.79589588735241,nonlinear_ar1_sweep,0.75,19,4000
PE,0.9545037149776118,0.9604056061319757,0.0020633602713141506,-2.860329936761358,2.860329936761358,nonlinear_ar1_sweep,0.8999999999999999,0,4000
S_theta,0.6901126005774676,0.7091562067665315,0.006687140850157908,-2.8477949867938217,2.8477949867938217,nonlinear_ar1_sweep,0.8999999999999999,0,4000
gamma_R,0.3569922364654804,0.2944224096666467,0.0022126104572321057,28.278735913191998,28.278735913191998,nonlinear_ar1_sweep,0.8999999999999999,0,4000
PE,0.958650269303847,0.9640711914372712,0.0019504665131642401,-2.7792951567416546,2.7792951567416546,nonlinear_ar1_sweep,0.8999999999999999,1,4000
S_theta,0.7011026842581843,0.725681796299288,0.0074140113309513495,-3.315224504512552,3.315224504512552,nonlinear_ar1_sweep,0.8999999999999999,1,4000
gamma_R,0.3515385632198458,0.27982904166320444,0.0027778742321774665,25.814531387344726,25.814531387344726,nonlinear_ar1_sweep,0.8999999999999999,1,4000
PE,0.9614579170998366,0.9657788608642879,0.0020822433299947725,-2.075138722841818,2.075138722841818,nonlinear_ar1_sweep,0.8999999999999999,2,4000
S_theta,0.6968386766699236,0.7100710316515721,0.006269497292513611,-2.1105926622616553,2.1105926622616553,nonlinear_ar1_sweep,0.8999999999999999,2,4000
gamma_R,0.35793215996503847,0.2963367598387596,0.002175934180533111,28.3075658617522,28.3075658617522,nonlinear_ar1_sweep,0.8999999999999999,2,4000
PE,0.9639028092994231,0.9646114225174662,0.001963325216988643,-0.36092503264947506,0.36092503264947506,nonlinear_ar1_sweep,0.8999999999999999,3,4000
S_theta,0.7056451881532102,0.7124248688618438,0.0073255144675028125,-0.9254886791513866,0.9254886791513866,nonlinear_ar1_sweep,0.8999999999999999,3,4000
gamma_R,0.3555086113946042,0.29182961867004326,0.002426981449733432,26.237939614888756,26.237939614888756,nonlinear_ar1_sweep,0.8999999999999999,3,4000
PE,0.970980426914791,0.9704561157338272,0.001827846630192683,0.2868463755673987,0.2868463755673987,nonlinear_ar1_sweep,0.8999999999999999,4,4000
S_theta,0.7143508231022907,0.7314371595886934,0.007420008726817821,-2.3027380580629586,2.3027380580629586,nonlinear_ar1_sweep,0.8999999999999999,4,4000
gamma_R,0.3512715660979655,0.28418296456382414,0.002584812878796728,25.954916150592766,25.954916150592766,nonlinear_ar1_sweep,0.8999999999999999,4,4000
PE,0.9621761025495333,0.9643636078751466,0.0018164616275277961,-1.2042672922248772,1.2042672922248772,nonlinear_ar1_sweep,0.8999999999999999,5,4000
