label,SBP
822.0000000000,0.8032896594
823.0000000000,0.8116400514
824.0000000000,0.8091108362
825.0000000000,0.7995437548
826.0000000000,0.8249304251
827.0000000000,0.8160306198
828.0000000000,0.8219414659
830.0000000000,0.8281036887
831.0000000000,0.8237908926
832.0000000000,0.8048769539
833.0000000000,0.8053700995
834.0000000000,0.7782682333
835.0000000000,0.8037459106
837.0000000000,0.8200131311
838.0000000000,0.8295975978
839.0000000000,0.7876242561
840.0000000000,0.8288417684
841.0000000000,0.8185497510
842.0000000000,0.8136318199
843.0000000000,0.8183971492
844.0000000000,0.8057595724
845.0000000000,0.8280989674
846.0000000000,0.8251763076
847.0000000000,0.8119218191
848.0000000000,0.8385274797
850.0000000000,0.8089875702
851.0000000000,0.8163643932
852.0000000000,0.8161880159
855.0000000000,0.8109242668
857.0000000000,0.8038338774
858.0000000000,0.8221872308
859.0000000000,0.8076705904
860.0000000000,0.8153729248
861.0000000000,0.8291621355
862.0000000000,0.8251902511
863.0000000000,0.8009663600
864.0000000000,0.7835979848
866.0000000000,0.8221202073
867.0000000000,0.8170289125
868.0000000000,0.8024900946
870.0000000000,0.7992763584
871.0000000000,0.8207813127
872.0000000000,0.7923442949
873.0000000000,0.7693431044
874.0000000000,0.8179372494
875.0000000000,0.7862559547
876.0000000000,0.8217662366
877.0000000000,0.8067261058
878.0000000000,0.8196365656
879.0000000000,0.8145492668
880.0000000000,0.8176369824
881.0000000000,0.8133454052
882.0000000000,0.8049254237
885.0000000000,0.8047349567
886.0000000000,0.6799962048
888.0000000000,0.7815372909
889.0000000000,0.7828435834
890.0000000000,0.8144684251
892.0000000000,0.7882607610
894.0000000000,0.8052869901
898.0000000000,0.8263677339
900.0000000000,0.8268310535
901.0000000000,0.8012081221
902.0000000000,0.8147396996
903.0000000000,0.8193405135
905.0000000000,0.8216228932
906.0000000000,0.7856554702
907.0000000000,0.8118818612
908.0000000000,0.7659430077
910.0000000000,0.8151556649
911.0000000000,0.7696369965
912.0000000000,0.8455860691
914.0000000000,0.8002536877
915.0000000000,0.7884121547
916.0000000000,0.8167176282
919.0000000000,0.8109092242
920.0000000000,0.8248538227
922.0000000000,0.8252279577
923.0000000000,0.8156463470
924.0000000000,0.8046908878
926.0000000000,0.8264222728
927.0000000000,0.8200399731
929.0000000000,0.7435559650
930.0000000000,0.8109257853
931.0000000000,0.7920195287
932.0000000000,0.8097008307
938.0000000000,0.7739901746
939.0000000000,0.8402526307
940.0000000000,0.8045094518
941.0000000000,0.7051355690
942.0000000000,0.8210608390
943.0000000000,0.8087232044
944.0000000000,0.8194265643
945.0000000000,0.8150998452
946.0000000000,0.8239679187
947.0000000000,0.7904399572
948.0000000000,0.8048618171
949.0000000000,0.8096780070
950.0000000000,0.7922280394
951.0000000000,0.8344982696
952.0000000000,0.8158946593
953.0000000000,0.8332903434
955.0000000000,0.8007900872
958.0000000000,0.8151726272
959.0000000000,0.8218992207
960.0000000000,0.8173473922
961.0000000000,0.8058511783
962.0000000000,0.7811465086
965.0000000000,0.8094591297
966.0000000000,0.8204713471
968.0000000000,0.8177033829
969.0000000000,0.8110326596
971.0000000000,0.8225069635
972.0000000000,0.8118454655
973.0000000000,0.7374548630
974.0000000000,0.8319996825
975.0000000000,0.8265106129
